id_rh,nilai_rh
RH37506,91.6
RH37507,92.1
RH37508,92.8
RH37509,93
RH37510,93.6
RH37511,94.2
RH37512,95.4
RH37513,94.9
RH37514,93.9
RH37515,93.2
RH37516,93.6
RH37517,94.8
RH37518,95.7
RH37519,95.5
RH37520,95.3
RH37521,95
RH37522,94.6
RH37523,94.6
RH37524,94.7
RH37525,94.8
RH37526,96.7
RH37527,97.4
RH37528,97
RH37529,97.2
RH37530,97.4
RH37531,95.7
RH37532,96.1
RH37533,96.3
RH37534,95.7
RH37535,93.9
RH37536,91.4
RH37537,90.8
RH37538,90.6
RH37539,91.6
RH37540,92.3
RH37541,92
RH37542,91.3
RH37543,90.4
RH37544,88.8
RH37545,87.1
RH37546,85.6
RH37547,84.3
RH37548,83.4
RH37549,83.3
RH37550,83.4
RH37551,81.7
RH37552,81.4
RH37553,78.8
RH37554,76.6
RH37555,75.6
RH37556,72.1
RH37557,72.5
RH37558,71.8
RH37559,73.2
RH37560,73.6
RH37561,71.3
RH37562,72.2
RH37563,70.2
RH37564,68.9
RH37565,68.6
RH37566,68.5
RH37567,71.7
RH37568,72
RH37569,71.5
RH37570,68.6
RH37571,66.9
RH37572,68.2
RH37573,68.1
RH37574,69.3
RH37575,72.2
RH37576,72.4
RH37577,71.7
RH37578,70.1
RH37579,70.3
RH37580,70
RH37581,71.5
RH37582,73.5
RH37583,75.3
RH37584,75.7
RH37585,75.8
RH37586,76.3
RH37587,75.9
RH37588,74.2
RH37589,74.1
RH37590,74.7
RH37591,75.2
RH37592,75.3
RH37593,77.1
RH37594,78.7
RH37595,77.8
RH37596,78.7
RH37597,78.9
RH37598,79.7
RH37599,81.5
RH37600,81.9
RH37601,83.8
RH37602,84.4
RH37603,84.1
RH37604,83.6
RH37605,84.5
RH37606,87.1
RH37607,89.7
RH37608,91.2
RH37609,88.1
RH37610,87.7
RH37611,89.7
RH37612,90.4
RH37613,89.9
RH37614,91.6
RH37615,93.8
RH37616,94.5
RH37617,94.4
RH37618,94.1
RH37619,93.8
RH37620,93.2
RH37621,92.9
RH37622,93.1
RH37623,93.2
RH37624,94.2
RH37625,96.7
RH37626,98.2
RH37627,98.1
RH37628,98.2
RH37629,98.4
RH37630,98.3
RH37631,97.9
RH37632,97.8
RH37633,97.8
RH37634,97.6
RH37635,97.5
RH37636,97.7
RH37637,97.8
RH37638,97.6
RH37639,97.4
RH37640,97.3
RH37641,97.5
RH37642,97.3
RH37643,97.2
RH37644,96.5
RH37645,96.1
RH37646,95.5
RH37647,95.6
RH37648,95.9
RH37649,95.6
RH37650,95.4
RH37651,95.5
RH37652,95.6
RH37653,95.7
RH37654,96.3
RH37655,96.5
RH37656,96.6
RH37657,96.8
RH37658,96.6
RH37659,95.8
RH37660,94.2
RH37661,96.7
RH37662,97.8
RH37663,97.8
RH37664,97.5
RH37665,97.9
RH37666,98.1
RH37667,98
RH37668,98.1
RH37669,98.3
RH37670,98.5
RH37671,98.6
RH37672,98.7
RH37673,98.7
RH37674,98.8
RH37675,99
RH37676,99
RH37677,99
RH37678,99
RH37679,99
RH37680,99
RH37681,99
RH37682,99
RH37683,99
RH37684,99
RH37685,99
RH37686,99
RH37687,99
RH37688,99
RH37689,99.1
RH37690,98.5
RH37691,98.5
RH37692,98.5
RH37693,98.5
RH37694,98.6
RH37695,98.6
RH37696,98.6
RH37697,98.6
RH37698,98.6
RH37699,98.1
RH37700,98.1
RH37701,97.8
RH37702,97.2
RH37703,97
RH37704,96.9
RH37705,96.7
RH37706,96.6
RH37707,95.5
RH37708,94.6
RH37709,93.3
RH37710,92.7
RH37711,92
RH37712,90
RH37713,87.9
RH37714,88.5
RH37715,87.6
RH37716,88.4
RH37717,88.4
RH37718,88.3
RH37719,88.2
RH37720,88.2
RH37721,87.1
RH37722,86.7
RH37723,86.6
RH37724,85.6
RH37725,85.2
RH37726,86
RH37727,86.8
RH37728,85.5
RH37729,85.4
RH37730,85.4
RH37731,85.5
RH37732,85.3
RH37733,85.3
RH37734,85.5
RH37735,85.7
RH37736,85
RH37737,85.2
RH37738,85.3
RH37739,85.7
RH37740,87
RH37741,89.8
RH37742,89.5
RH37743,89.3
RH37744,89.9
RH37745,91.1
RH37746,91.2
RH37747,90.7
RH37748,90.8
RH37749,91.7
RH37750,93
RH37751,93
RH37752,92.4
RH37753,92.4
RH37754,93.3
RH37755,94.3
RH37756,95.2
RH37757,94.7
RH37758,93.9
RH37759,93.9
RH37760,93.2
RH37761,93.9
RH37762,94.7
RH37763,94.8
RH37764,95.4
RH37765,95.3
RH37766,95
RH37767,94.6
RH37768,94.5
RH37769,96.2
RH37770,97
RH37771,97.2
RH37772,97.1
RH37773,96.5
RH37774,95.1
RH37775,94.7
RH37776,94.7
RH37777,94.4
RH37778,93.9
RH37779,94.6
RH37780,95.6
RH37781,95.1
RH37782,96
RH37783,97.2
RH37784,97.4
RH37785,97.5
RH37786,97.4
RH37787,97.3
RH37788,97.3
RH37789,97.1
RH37790,96.8
RH37791,96.6
RH37792,96.2
RH37793,96.6
RH37794,97
RH37795,97.2
RH37796,97.2
RH37797,97.1
RH37798,97.4
RH37799,97.5
RH37800,97.6
RH37801,97.8
RH37802,98
RH37803,98.1
RH37804,98.1
RH37805,97.8
RH37806,97.7
RH37807,98.3
RH37808,98.5
RH37809,98.6
RH37810,98.8
RH37811,98.8
RH37812,98.9
RH37813,98.8
RH37814,98.4
RH37815,98.1
RH37816,98
RH37817,98
RH37818,98
RH37819,98
RH37820,97.6
RH37821,97
RH37822,95.7
RH37823,93.1
RH37824,90.8
RH37825,89.1
RH37826,87.5
RH37827,86.3
RH37828,85.8
RH37829,84.6
RH37830,82
RH37831,80.7
RH37832,78.4
RH37833,75.5
RH37834,74.2
RH37835,71.5
RH37836,71.5
RH37837,70.3
RH37838,68.7
RH37839,67.8
RH37840,66.4
RH37841,67.3
RH37842,67.7
RH37843,67.6
RH37844,67.6
RH37845,69.2
RH37846,68.8
RH37847,67.9
RH37848,68.7
RH37849,69.6
RH37850,67.8
RH37851,67.3
RH37852,67.9
RH37853,66.8
RH37854,67.2
RH37855,67.1
RH37856,67.1
RH37857,66.7
RH37858,67.1
RH37859,66.8
RH37860,67
RH37861,65.7
RH37862,68.8
RH37863,68
RH37864,69
RH37865,67.9
RH37866,67.9
RH37867,70.3
RH37868,69.2
RH37869,67.3
RH37870,68.1
RH37871,68.2
RH37872,69.3
RH37873,68.8
RH37874,67.3
RH37875,67.3
RH37876,67.5
RH37877,68
RH37878,67.7
RH37879,67.8
RH37880,67.2
RH37881,67.9
RH37882,67.7
RH37883,69.5
RH37884,69.6
RH37885,70.7
RH37886,73.1
RH37887,73
RH37888,74.2
RH37889,77
RH37890,78.2
RH37891,79.9
RH37892,82.1
RH37893,82.6
RH37894,82.9
RH37895,84.9
RH37896,85.1
RH37897,85.8
RH37898,86.5
RH37899,87.8
RH37900,89
RH37901,89.9
RH37902,90
RH37903,90.3
RH37904,90.9
RH37905,91.7
RH37906,91
RH37907,91.7
RH37908,92.1
RH37909,92.4
RH37910,93.4
RH37911,94.7
RH37912,94.2
RH37913,93.7
RH37914,94.3
RH37915,95
RH37916,94.9
RH37917,94.7
RH37918,94.2
RH37919,94.3
RH37920,94.7
RH37921,94.3
RH37922,94.7
RH37923,94.1
RH37924,93.3
RH37925,93.4
RH37926,93.1
RH37927,93
RH37928,93.7
RH37929,94.9
RH37930,95.4
RH37931,95.5
RH37932,95.5
RH37933,93.6
RH37934,93.3
RH37935,94.3
RH37936,95.1
RH37937,95.8
RH37938,96.2
RH37939,96.4
RH37940,97.4
RH37941,97.6
RH37942,97.6
RH37943,97.7
RH37944,97.8
RH37945,97.7
RH37946,97.4
RH37947,97.2
RH37948,97.2
RH37949,97.2
RH37950,97.3
RH37951,98
RH37952,98.1
RH37953,98
RH37954,97.4
RH37955,97
RH37956,97.1
RH37957,97.3
RH37958,97.4
RH37959,96.5
RH37960,95.6
RH37961,95.6
RH37962,95.5
RH37963,94.5
RH37964,94.6
RH37965,93.9
RH37966,89.7
RH37967,88.1
RH37968,86.6
RH37969,86.4
RH37970,86.7
RH37971,85.8
RH37972,86.2
RH37973,84.8
RH37974,82.3
RH37975,83.3
RH37976,84.1
RH37977,85
RH37978,85.7
RH37979,91
RH37980,91.3
RH37981,93.8
RH37982,93.5
RH37983,91.4
RH37984,87.8
RH37985,85.9
RH37986,83.1
RH37987,80.8
RH37988,79.6
RH37989,78.7
RH37990,79.2
RH37991,78.3
RH37992,78.1
RH37993,76.4
RH37994,77.5
RH37995,77.3
RH37996,76.8
RH37997,76.5
RH37998,82.4
RH37999,83.3
RH38000,80.9
RH38001,79.7
RH38002,81.5
RH38003,81.2
RH38004,79.3
RH38005,80
RH38006,85.6
RH38007,90.5
RH38008,88.5
RH38009,84.8
RH38010,85.1
RH38011,84.1
RH38012,81.9
RH38013,82.4
RH38014,82.3
RH38015,83.5
RH38016,83
RH38017,84
RH38018,84.9
RH38019,84.7
RH38020,84.5
RH38021,84.3
RH38022,82.6
RH38023,82.7
RH38024,82.3
RH38025,84
RH38026,85.4
RH38027,83.6
RH38028,82.4
RH38029,85.7
RH38030,86.1
RH38031,89.8
RH38032,86.2
RH38033,87.2
RH38034,89.6
RH38035,89.9
RH38036,88.6
RH38037,88.4
RH38038,87.8
RH38039,87.2
RH38040,88.1
RH38041,89.3
RH38042,90
RH38043,90.9
RH38044,91.7
RH38045,92.4
RH38046,93.1
RH38047,92.3
RH38048,90.7
RH38049,91
RH38050,90.9
RH38051,90.5
RH38052,92.3
RH38053,95
RH38054,95.7
RH38055,94.6
RH38056,94.3
RH38057,95
RH38058,96.1
RH38059,95.8
RH38060,93.9
RH38061,93.3
RH38062,94.7
RH38063,95.5
RH38064,96.1
RH38065,95.4
RH38066,94.6
RH38067,94.2
RH38068,94.4
RH38069,94.6
RH38070,95.7
RH38071,95.5
RH38072,95.3
RH38073,96.5
RH38074,97.2
RH38075,97.3
RH38076,97.3
RH38077,97.4
RH38078,97.7
RH38079,98
RH38080,98.1
RH38081,98
RH38082,98.2
RH38083,98.3
RH38084,98.2
RH38085,98.1
RH38086,98
RH38087,98
RH38088,98
RH38089,97.8
RH38090,97.7
RH38091,97.8
RH38092,97.9
RH38093,97.8
RH38094,97.6
RH38095,97.2
RH38096,97.2
RH38097,97.1
RH38098,97.2
RH38099,97.3
RH38100,97.5
RH38101,97.5
RH38102,97.4
RH38103,97.1
RH38104,96.7
RH38105,96.5
RH38106,96.9
RH38107,97.8
RH38108,98
RH38109,97.9
RH38110,96.8
RH38111,95.6
RH38112,94.7
RH38113,92.4
RH38114,89.4
RH38115,87.9
RH38116,86.5
RH38117,85.7
RH38118,84.4
RH38119,85.5
RH38120,87.3
RH38121,88.4
RH38122,86.4
RH38123,83.9
RH38124,83.3
RH38125,81.6
RH38126,81.4
RH38127,80.8
RH38128,78.6
RH38129,77.2
RH38130,83
RH38131,86.3
RH38132,94.1
RH38133,94.5
RH38134,92.6
RH38135,88.5
RH38136,86.3
RH38137,87.7
RH38138,87.8
RH38139,88.3
RH38140,90.4
RH38141,85.7
RH38142,87.7
RH38143,88.9
RH38144,88.5
RH38145,86.6
RH38146,84.4
RH38147,82.9
RH38148,82.8
RH38149,80.7
RH38150,80.2
RH38151,80.9
RH38152,85.7
RH38153,91.8
RH38154,91.4
RH38155,87
RH38156,85.6
RH38157,84.5
RH38158,82.7
RH38159,82.7
RH38160,81.6
RH38161,80.7
RH38162,80.9
RH38163,81.2
RH38164,80.1
RH38165,80.5
RH38166,82.1
RH38167,82.3
RH38168,83.6
RH38169,82.5
RH38170,83.7
RH38171,85.1
RH38172,86.2
RH38173,86.8
RH38174,87.7
RH38175,89.3
RH38176,91.2
RH38177,91.5
RH38178,93.1
RH38179,94
RH38180,93.3
RH38181,92.2
RH38182,92.9
RH38183,94
RH38184,94.1
RH38185,94.3
RH38186,94.9
RH38187,95.5
RH38188,95.6
RH38189,95.6
RH38190,95.3
RH38191,95.9
RH38192,94.9
RH38193,94.2
RH38194,93.3
RH38195,92.3
RH38196,91.9
RH38197,92.1
RH38198,92.6
RH38199,93.2
RH38200,93.3
RH38201,93.8
RH38202,94.1
RH38203,94.7
RH38204,95.2
RH38205,95.6
RH38206,95.4
RH38207,95.4
RH38208,95.5
RH38209,95.8
RH38210,95.6
RH38211,95.4
RH38212,95.1
RH38213,94.5
RH38214,92.9
RH38215,96.9
RH38216,97.6
RH38217,97.9
RH38218,98.1
RH38219,98.2
RH38220,98.2
RH38221,98.2
RH38222,98.2
RH38223,98.2
RH38224,98.1
RH38225,97.8
RH38226,97.6
RH38227,97.4
RH38228,97.2
RH38229,97
RH38230,97
RH38231,97.4
RH38232,97.5
RH38233,97.6
RH38234,97.6
RH38235,97.6
RH38236,97.5
RH38237,97.5
RH38238,97.2
RH38239,96.8
RH38240,95.9
RH38241,94.8
RH38242,95.4
RH38243,96.4
RH38244,96.6
RH38245,96.8
RH38246,97
RH38247,97.3
RH38248,97.6
RH38249,97.6
RH38250,97.7
RH38251,97.6
RH38252,97.6
RH38253,97.1
RH38254,96.5
RH38255,96.1
RH38256,95.9
RH38257,94.8
RH38258,93.3
RH38259,91.1
RH38260,90.3
RH38261,89.8
RH38262,87.5
RH38263,84.9
RH38264,83.9
RH38265,83
RH38266,82.5
RH38267,79.5
RH38268,78.3
RH38269,78.1
RH38270,78.2
RH38271,75.9
RH38272,77.2
RH38273,78.1
RH38274,79
RH38275,76.3
RH38276,78.2
RH38277,77.8
RH38278,76.5
RH38279,76.7
RH38280,80.2
RH38281,84.3
RH38282,83.9
RH38283,83.9
RH38284,80.1
RH38285,77.7
RH38286,78
RH38287,77.8
RH38288,79.6
RH38289,80.2
RH38290,79.3
RH38291,80.2
RH38292,86.4
RH38293,87.3
RH38294,88.1
RH38295,85.4
RH38296,87.1
RH38297,86.2
RH38298,86.9
RH38299,86.1
RH38300,83.5
RH38301,81.7
RH38302,82.5
RH38303,83.3
RH38304,85.8
RH38305,85.9
RH38306,86.2
RH38307,86.2
RH38308,86.4
RH38309,87.3
RH38310,87.9
RH38311,88.5
RH38312,88.5
RH38313,88.1
RH38314,88.5
RH38315,88.6
RH38316,89.9
RH38317,89.1
RH38318,89.9
RH38319,90.2
RH38320,90.4
RH38321,90.9
RH38322,92
RH38323,93
RH38324,93.9
RH38325,93.8
RH38326,93.5
RH38327,93.5
RH38328,93.6
RH38329,94
RH38330,94.6
RH38331,95.3
RH38332,95.5
RH38333,95.6
RH38334,96
RH38335,94.8
RH38336,94.5
RH38337,94.7
RH38338,95.1
RH38339,96
RH38340,96.5
RH38341,96.9
RH38342,97.2
RH38343,97.7
RH38344,97.7
RH38345,98
RH38346,98.1
RH38347,98
RH38348,97.9
RH38349,97.5
RH38350,97.3
RH38351,97
RH38352,96.8
RH38353,96.7
RH38354,97.2
RH38355,97.1
RH38356,96.5
RH38357,96.2
RH38358,94
RH38359,91
RH38360,88.8
RH38361,90.5
RH38362,90.9
RH38363,88.8
RH38364,91.2
RH38365,94.2
RH38366,95.6
RH38367,95.8
RH38368,94.6
RH38369,93.7
RH38370,94.1
RH38371,95
RH38372,95.3
RH38373,95.3
RH38374,95.5
RH38375,95.6
RH38376,95.8
RH38377,96.8
RH38378,96.9
RH38379,96.8
RH38380,97
RH38381,97.1
RH38382,97.3
RH38383,97.4
RH38384,97
RH38385,96.9
RH38386,97
RH38387,97.1
RH38388,97.6
RH38389,97.6
RH38390,97.2
RH38391,96.7
RH38392,96.8
RH38393,96.9
RH38394,96.8
RH38395,96.6
RH38396,96.3
RH38397,95.4
RH38398,93.9
RH38399,91.8
RH38400,91.3
RH38401,90.6
RH38402,89.5
RH38403,88.3
RH38404,87.5
RH38405,86
RH38406,84.5
RH38407,83.3
RH38408,81.1
RH38409,80.3
RH38410,79.6
RH38411,77.2
RH38412,75.9
RH38413,74
RH38414,73.9
RH38415,73.5
RH38416,73.2
RH38417,72.9
RH38418,72.1
RH38419,70.6
RH38420,71.6
RH38421,69.5
RH38422,67.6
RH38423,65.7
RH38424,63.8
RH38425,62.7
RH38426,62.7
RH38427,63.4
RH38428,63.6
RH38429,67.7
RH38430,65.7
RH38431,64.4
RH38432,62.7
RH38433,59.8
RH38434,63.4
RH38435,66.1
RH38436,66.8
RH38437,66.2
RH38438,67.4
RH38439,66.3
RH38440,66.5
RH38441,66.4
RH38442,67.4
RH38443,66.2
RH38444,66.4
RH38445,65.4
RH38446,70.1
RH38447,71.9
RH38448,73.9
RH38449,73.7
RH38450,72.9
RH38451,71.9
RH38452,72.6
RH38453,74.1
RH38454,75.4
RH38455,76.8
RH38456,75.9
RH38457,76.2
RH38458,77.2
RH38459,78.5
RH38460,78.9
RH38461,80.1
RH38462,81.5
RH38463,82.6
RH38464,83.6
RH38465,85.9
RH38466,87
RH38467,87
RH38468,87.2
RH38469,87.8
RH38470,87.2
RH38471,88.7
RH38472,89.9
RH38473,88.1
RH38474,87.1
RH38475,89.8
RH38476,92
RH38477,91.2
RH38478,88.5
RH38479,89.3
RH38480,89.9
RH38481,89.2
RH38482,89.6
RH38483,89.5
RH38484,88.2
RH38485,87.3
RH38486,87.5
RH38487,87.1
RH38488,87.7
RH38489,88.8
RH38490,89.1
RH38491,89.7
RH38492,90.8
RH38493,91.3
RH38494,91.2
RH38495,91.3
RH38496,90.9
RH38497,90.9
RH38498,91.2
RH38499,91.1
RH38500,91.5
RH38501,93.2
RH38502,94.5
RH38503,96
RH38504,96.6
RH38505,96
RH38506,95.8
RH38507,95.1
RH38508,92.7
RH38509,92.2
RH38510,93.2
RH38511,93.6
RH38512,93.9
RH38513,94.2
RH38514,94.5
RH38515,94.9
RH38516,95.4
RH38517,95.7
RH38518,95.4
RH38519,95.6
RH38520,96
RH38521,95.9
RH38522,96.1
RH38523,96.5
RH38524,97.3
RH38525,97.6
RH38526,97.6
RH38527,97.9
RH38528,98.2
RH38529,98.3
RH38530,98.2
RH38531,97.7
RH38532,97.6
RH38533,98.1
RH38534,98.2
RH38535,98.5
RH38536,98.5
RH38537,98.2
RH38538,98.3
RH38539,98.3
RH38540,98.3
RH38541,98.2
RH38542,96.6
RH38543,94.5
RH38544,93.2
RH38545,91.4
RH38546,88.2
RH38547,87
RH38548,86.2
RH38549,85.8
RH38550,84.1
RH38551,83.5
RH38552,81.9
RH38553,80.7
RH38554,79.5
RH38555,79.2
RH38556,78.8
RH38557,78.5
RH38558,75.7
RH38559,75.1
RH38560,76.9
RH38561,74.1
RH38562,73.6
RH38563,74.9
RH38564,72.1
RH38565,73.1
RH38566,73.4
RH38567,70.9
RH38568,69.8
RH38569,71.5
RH38570,70
RH38571,66.7
RH38572,66.6
RH38573,66.6
RH38574,65.6
RH38575,64.6
RH38576,64.2
RH38577,63.4
RH38578,64.1
RH38579,66.2
RH38580,67.1
RH38581,66.3
RH38582,65.5
RH38583,65.7
RH38584,62.1
RH38585,62.6
RH38586,64.3
RH38587,63
RH38588,62.8
RH38589,63
RH38590,60.2
RH38591,59.4
RH38592,61.6
RH38593,61.2
RH38594,62.6
RH38595,63.7
RH38596,62.9
RH38597,64.8
RH38598,64
RH38599,64.7
RH38600,65.3
RH38601,67.8
RH38602,70.2
RH38603,71.1
RH38604,72.2
RH38605,72.7
RH38606,74.5
RH38607,75.5
RH38608,76.4
RH38609,79
RH38610,80.8
RH38611,82.6
RH38612,83.4
RH38613,83.8
RH38614,84.1
RH38615,85.1
RH38616,84.9
RH38617,83.3
RH38618,83.7
RH38619,83.7
RH38620,84.3
RH38621,86.4
RH38622,87.6
RH38623,87.5
RH38624,88.4
RH38625,88.6
RH38626,89.7
RH38627,90.3
RH38628,90.2
RH38629,92
RH38630,91.9
RH38631,91.6
RH38632,92.2
RH38633,92.1
RH38634,91.7
RH38635,90.3
RH38636,90
RH38637,89.9
RH38638,89.6
RH38639,88.2
RH38640,88.8
RH38641,92.5
RH38642,92.7
RH38643,91.4
RH38644,90.9
RH38645,89.2
RH38646,90.4
RH38647,93.2
RH38648,92.7
RH38649,93
RH38650,93
RH38651,92.7
RH38652,92.3
RH38653,92.4
RH38654,92.6
RH38655,91.8
RH38656,90.2
RH38657,91.5
RH38658,92.7
RH38659,91.4
RH38660,91.3
RH38661,92.6
RH38662,93.8
RH38663,92.8
RH38664,91.5
RH38665,92.6
RH38666,92
RH38667,92
RH38668,91.5
RH38669,91.4
RH38670,91.4
RH38671,91.4
RH38672,90.9
RH38673,90.4
RH38674,90.1
RH38675,90.5
RH38676,92.8
RH38677,94.6
RH38678,96.2
RH38679,95.9
RH38680,95.7
RH38681,95.9
RH38682,96.2
RH38683,95.8
RH38684,94.7
RH38685,94.1
RH38686,93.6
RH38687,92.3
RH38688,88.6
RH38689,87.1
RH38690,84.2
RH38691,83.8
RH38692,81.3
RH38693,81.3
RH38694,81.4
RH38695,78.2
RH38696,78.5
RH38697,79.8
RH38698,76.5
RH38699,75.3
RH38700,73
RH38701,68.9
RH38702,68
RH38703,67.8
RH38704,69
RH38705,67.3
RH38706,67
RH38707,69.2
RH38708,69.2
RH38709,67.4
RH38710,66.6
RH38711,66
RH38712,66.3
RH38713,63.4
RH38714,66.6
RH38715,63.8
RH38716,62.8
RH38717,61.3
RH38718,61.6
RH38719,60.7
RH38720,61
RH38721,61.3
RH38722,60.1
RH38723,59.9
RH38724,56.2
RH38725,61
RH38726,66.1
RH38727,66.7
RH38728,65.8
RH38729,67.2
RH38730,67.2
RH38731,67.2
RH38732,68.7
RH38733,69.2
RH38734,69.3
RH38735,69.2
RH38736,71
RH38737,79.6
RH38738,91.6
RH38739,94.1
RH38740,94.9
RH38741,94.5
RH38742,94.3
RH38743,95.8
RH38744,96.1
RH38745,95.1
RH38746,96.5
RH38747,96
RH38748,94.6
RH38749,94.8
RH38750,95
RH38751,96.4
RH38752,96.5
RH38753,96.8
RH38754,97.1
RH38755,97.3
RH38756,97.6
RH38757,97.6
RH38758,97.4
RH38759,96.9
RH38760,96.3
RH38761,96.2
RH38762,96.1
RH38763,96.4
RH38764,96
RH38765,95.6
RH38766,95.3
RH38767,95
RH38768,96.1
RH38769,97.2
RH38770,97.6
RH38771,97.4
RH38772,96.9
RH38773,96.7
RH38774,96.7
RH38775,96.6
RH38776,96.4
RH38777,96.3
RH38778,95.7
RH38779,95.7
RH38780,96.6
RH38781,96.9
RH38782,97.2
RH38783,97.2
RH38784,96.8
RH38785,95.1
RH38786,96.5
RH38787,97.1
RH38788,97.4
RH38789,97.4
RH38790,97.7
RH38791,97.8
RH38792,97.1
RH38793,95
RH38794,93.2
RH38795,93.6
RH38796,93.4
RH38797,93.1
RH38798,93.3
RH38799,93.4
RH38800,93.1
RH38801,93.6
RH38802,93.5
RH38803,93.7
RH38804,93.2
RH38805,93.7
RH38806,94.7
RH38807,96.4
RH38808,96.3
RH38809,95
RH38810,94.1
RH38811,93
RH38812,92.9
RH38813,92.4
RH38814,92.5
RH38815,92.8
RH38816,93.6
RH38817,93.6
RH38818,93.4
RH38819,93.7
RH38820,93.6
RH38821,93.2
RH38822,93
RH38823,92.5
RH38824,93
RH38825,92.7
RH38826,91.6
RH38827,90.5
RH38828,90.6
RH38829,89.8
RH38830,89.2
RH38831,88.4
RH38832,87
RH38833,85.4
RH38834,83.4
RH38835,82
RH38836,80.3
RH38837,79.3
RH38838,77.3
RH38839,75.9
RH38840,75.3
RH38841,73.9
RH38842,73.9
RH38843,71.5
RH38844,71.6
RH38845,71.3
RH38846,71.8
RH38847,69.3
RH38848,69.2
RH38849,70.2
RH38850,67.7
RH38851,68.7
RH38852,70.6
RH38853,69.8
RH38854,68.6
RH38855,69.4
RH38856,68.7
RH38857,67.8
RH38858,68.3
RH38859,67.5
RH38860,68.2
RH38861,69.3
RH38862,69.9
RH38863,70.2
RH38864,72.9
RH38865,74.5
RH38866,75.7
RH38867,75.9
RH38868,75.2
RH38869,75.9
RH38870,75.8
RH38871,73.5
RH38872,74.1
RH38873,75.4
RH38874,76.9
RH38875,76.5
RH38876,78
RH38877,75.7
RH38878,77.1
RH38879,77.3
RH38880,77
RH38881,76.5
RH38882,78
RH38883,77.9
RH38884,77.7
RH38885,77.5
RH38886,77.5
RH38887,77.1
RH38888,77.8
RH38889,77.4
RH38890,78.7
RH38891,80
RH38892,80.4
RH38893,80.2
RH38894,80.3
RH38895,79.7
RH38896,78.5
RH38897,79.5
RH38898,80
RH38899,80.8
RH38900,82.3
RH38901,82.7
RH38902,83
RH38903,83.3
RH38904,83.7
RH38905,83.5
RH38906,83.1
RH38907,83.6
RH38908,83.9
RH38909,83.3
RH38910,83.4
RH38911,83.2
RH38912,83.4
RH38913,83.6
RH38914,83.2
RH38915,82.3
RH38916,82.6
RH38917,82.4
RH38918,82.9
RH38919,82.5
RH38920,82.3
RH38921,82.5
RH38922,82.5
RH38923,83.7
RH38924,83.9
RH38925,83.4
RH38926,82.9
RH38927,82.7
RH38928,83.8
RH38929,84.6
RH38930,85.5
RH38931,85.6
RH38932,85.6
RH38933,85.9
RH38934,86
RH38935,86.3
RH38936,85.9
RH38937,85.7
RH38938,86
RH38939,85.8
RH38940,86.4
RH38941,86.4
RH38942,86.9
RH38943,87.2
RH38944,87.8
RH38945,86.9
RH38946,87.7
RH38947,87.1
RH38948,86.5
RH38949,86.7
RH38950,86.6
RH38951,85.9
RH38952,84.9
RH38953,86.1
RH38954,86.3
RH38955,86.8
RH38956,87.2
RH38957,87.3
RH38958,86.2
RH38959,86.5
RH38960,88.1
RH38961,88.7
RH38962,89.8
RH38963,90.3
RH38964,90
RH38965,90.8
RH38966,91.7
RH38967,91.9
RH38968,91
RH38969,90
RH38970,90.5
RH38971,90.7
RH38972,90.7
RH38973,90.1
RH38974,89.2
RH38975,87.2
RH38976,84.5
RH38977,82.8
RH38978,82
RH38979,81.9
RH38980,80.7
RH38981,80.4
RH38982,79.1
RH38983,78
RH38984,77.9
RH38985,77.1
RH38986,76
RH38987,75.2
RH38988,74.8
RH38989,73.5
RH38990,72.2
RH38991,73.3
RH38992,72.4
RH38993,69.7
RH38994,69.8
RH38995,68.9
RH38996,66.8
RH38997,67.3
RH38998,65.6
RH38999,66.2
RH39000,66.5
RH39001,64.2
RH39002,63.8
RH39003,64.2
RH39004,64.1
RH39005,64.2
RH39006,64.5
RH39007,64.6
RH39008,64.6
RH39009,64.9
RH39010,62.7
RH39011,62.9
RH39012,64.9
RH39013,65.1
RH39014,63.6
RH39015,64.7
RH39016,64.4
RH39017,65
RH39018,68.1
RH39019,68.2
RH39020,68.9
RH39021,70.2
RH39022,72.1
RH39023,73.3
RH39024,74
RH39025,75.3
RH39026,77
RH39027,76.5
RH39028,76.4
RH39029,76.1
RH39030,75.9
RH39031,75.9
RH39032,76.5
RH39033,77.3
RH39034,78.6
RH39035,78.5
RH39036,79.4
RH39037,79.2
RH39038,79.9
RH39039,80.8
RH39040,81.3
RH39041,81.6
RH39042,81.8
RH39043,81.8
RH39044,82.4
RH39045,82.1
RH39046,81.7
RH39047,81.4
RH39048,81.5
RH39049,81.3
RH39050,82.2
RH39051,81.7
RH39052,82.4
RH39053,83.3
RH39054,83.5
RH39055,83.2
RH39056,82.8
RH39057,83.1
RH39058,83.2
RH39059,82.8
RH39060,82.6
RH39061,82.7
RH39062,83.2
RH39063,83
RH39064,83.5
RH39065,83.5
RH39066,83.3
RH39067,83.6
RH39068,83.7
RH39069,83.7
RH39070,84
RH39071,83.9
RH39072,83.7
RH39073,84
RH39074,83.6
RH39075,83.2
RH39076,83
RH39077,83.1
RH39078,82.6
RH39079,83.4
RH39080,83.6
RH39081,84.6
RH39082,84
RH39083,84.4
RH39084,84.5
RH39085,85.3
RH39086,85.6
RH39087,85.4
RH39088,86.1
RH39089,87.1
RH39090,88.1
RH39091,87.7
RH39092,88.2
RH39093,88.1
