id_rh,nilai_rh
RH13024,-9999
RH13025,-9999
RH13026,-9999
RH13027,-9999
RH13028,-9999
RH13029,-9999
RH13030,-9999
RH13031,-9999
RH13032,-9999
RH13033,-9999
RH13034,-9999
RH13035,-9999
RH13036,-9999
RH13037,-9999
RH13038,-9999
RH13039,-9999
RH13040,-9999
RH13041,-9999
RH13042,-9999
RH13043,-9999
RH13044,-9999
RH13045,-9999
RH13046,-9999
RH13047,-9999
RH13048,-9999
RH13049,-9999
RH13050,-9999
RH13051,-9999
RH13052,-9999
RH13053,-9999
RH13054,-9999
RH13055,-9999
RH13056,-9999
RH13057,-9999
RH13058,-9999
RH13059,-9999
RH13060,-9999
RH13061,-9999
RH13062,-9999
RH13063,-9999
RH13064,-9999
RH13065,-9999
RH13066,-9999
RH13067,-9999
RH13068,-9999
RH13069,-9999
RH13070,-9999
RH13071,-9999
RH13072,-9999
RH13073,-9999
RH13074,-9999
RH13075,-9999
RH13076,-9999
RH13077,-9999
RH13078,-9999
RH13079,-9999
RH13080,-9999
RH13081,-9999
RH13082,-9999
RH13083,-9999
RH13084,-9999
RH13085,-9999
RH13086,-9999
RH13087,-9999
RH13088,-9999
RH13089,-9999
RH13090,-9999
RH13091,-9999
RH13092,-9999
RH13093,-9999
RH13094,-9999
RH13095,-9999
RH13096,-9999
RH13097,-9999
RH13098,-9999
RH13099,-9999
RH13100,-9999
RH13101,-9999
RH13102,-9999
RH13103,-9999
RH13104,-9999
RH13105,-9999
RH13106,-9999
RH13107,-9999
RH13108,-9999
RH13109,-9999
RH13110,-9999
RH13111,-9999
RH13112,-9999
RH13113,-9999
RH13114,-9999
RH13115,-9999
RH13116,-9999
RH13117,-9999
RH13118,-9999
RH13119,-9999
RH13120,-9999
RH13121,-9999
RH13122,-9999
RH13123,-9999
RH13124,-9999
RH13125,-9999
RH13126,-9999
RH13127,-9999
RH13128,-9999
RH13129,-9999
RH13130,-9999
RH13131,-9999
RH13132,-9999
RH13133,-9999
RH13134,-9999
RH13135,-9999
RH13136,-9999
RH13137,-9999
RH13138,-9999
RH13139,-9999
RH13140,-9999
RH13141,-9999
RH13142,-9999
RH13143,-9999
RH13144,-9999
RH13145,-9999
RH13146,-9999
RH13147,-9999
RH13148,-9999
RH13149,-9999
RH13150,-9999
RH13151,-9999
RH13152,-9999
RH13153,-9999
RH13154,-9999
RH13155,-9999
RH13156,-9999
RH13157,-9999
RH13158,-9999
RH13159,-9999
RH13160,-9999
RH13161,-9999
RH13162,-9999
RH13163,-9999
RH13164,-9999
RH13165,-9999
RH13166,-9999
RH13167,-9999
RH13168,-9999
RH13169,-9999
RH13170,-9999
RH13171,-9999
RH13172,-9999
RH13173,-9999
RH13174,-9999
RH13175,-9999
RH13176,-9999
RH13177,-9999
RH13178,-9999
RH13179,-9999
RH13180,-9999
RH13181,-9999
RH13182,-9999
RH13183,-9999
RH13184,-9999
RH13185,-9999
RH13186,-9999
RH13187,-9999
RH13188,-9999
RH13189,-9999
RH13190,-9999
RH13191,-9999
RH13192,-9999
RH13193,-9999
RH13194,-9999
RH13195,-9999
RH13196,-9999
RH13197,-9999
RH13198,-9999
RH13199,-9999
RH13200,-9999
RH13201,-9999
RH13202,-9999
RH13203,-9999
RH13204,-9999
RH13205,-9999
RH13206,-9999
RH13207,-9999
RH13208,-9999
RH13209,-9999
RH13210,-9999
RH13211,-9999
RH13212,-9999
RH13213,-9999
RH13214,-9999
RH13215,-9999
RH13216,-9999
RH13217,-9999
RH13218,-9999
RH13219,-9999
RH13220,-9999
RH13221,-9999
RH13222,-9999
RH13223,-9999
RH13224,-9999
RH13225,-9999
RH13226,-9999
RH13227,-9999
RH13228,-9999
RH13229,-9999
RH13230,-9999
RH13231,-9999
RH13232,-9999
RH13233,-9999
RH13234,-9999
RH13235,-9999
RH13236,-9999
RH13237,-9999
RH13238,-9999
RH13239,-9999
RH13240,-9999
RH13241,-9999
RH13242,-9999
RH13243,-9999
RH13244,-9999
RH13245,-9999
RH13246,-9999
RH13247,-9999
RH13248,-9999
RH13249,-9999
RH13250,-9999
RH13251,-9999
RH13252,-9999
RH13253,-9999
RH13254,-9999
RH13255,-9999
RH13256,-9999
RH13257,-9999
RH13258,-9999
RH13259,-9999
RH13260,-9999
RH13261,-9999
RH13262,-9999
RH13263,-9999
RH13264,-9999
RH13265,-9999
RH13266,-9999
RH13267,-9999
RH13268,-9999
RH13269,-9999
RH13270,-9999
RH13271,-9999
RH13272,-9999
RH13273,-9999
RH13274,-9999
RH13275,-9999
RH13276,-9999
RH13277,-9999
RH13278,-9999
RH13279,-9999
RH13280,-9999
RH13281,-9999
RH13282,-9999
RH13283,-9999
RH13284,-9999
RH13285,-9999
RH13286,-9999
RH13287,-9999
RH13288,-9999
RH13289,-9999
RH13290,-9999
RH13291,-9999
RH13292,-9999
RH13293,-9999
RH13294,-9999
RH13295,-9999
RH13296,-9999
RH13297,-9999
RH13298,-9999
RH13299,-9999
RH13300,-9999
RH13301,-9999
RH13302,-9999
RH13303,-9999
RH13304,-9999
RH13305,-9999
RH13306,-9999
RH13307,-9999
RH13308,-9999
RH13309,-9999
RH13310,-9999
RH13311,-9999
RH13312,-9999
RH13313,-9999
RH13314,-9999
RH13315,-9999
RH13316,-9999
RH13317,-9999
RH13318,-9999
RH13319,-9999
RH13320,-9999
RH13321,-9999
RH13322,-9999
RH13323,-9999
RH13324,-9999
RH13325,-9999
RH13326,-9999
RH13327,-9999
RH13328,-9999
RH13329,-9999
RH13330,-9999
RH13331,-9999
RH13332,-9999
RH13333,-9999
RH13334,-9999
RH13335,-9999
RH13336,-9999
RH13337,-9999
RH13338,-9999
RH13339,-9999
RH13340,-9999
RH13341,-9999
RH13342,-9999
RH13343,-9999
RH13344,-9999
RH13345,-9999
RH13346,-9999
RH13347,-9999
RH13348,-9999
RH13349,-9999
RH13350,-9999
RH13351,-9999
RH13352,-9999
RH13353,-9999
RH13354,-9999
RH13355,-9999
RH13356,-9999
RH13357,-9999
RH13358,-9999
RH13359,-9999
RH13360,-9999
RH13361,-9999
RH13362,-9999
RH13363,-9999
RH13364,-9999
RH13365,-9999
RH13366,-9999
RH13367,-9999
RH13368,-9999
RH13369,-9999
RH13370,-9999
RH13371,-9999
RH13372,-9999
RH13373,-9999
RH13374,-9999
RH13375,-9999
RH13376,-9999
RH13377,-9999
RH13378,-9999
RH13379,-9999
RH13380,-9999
RH13381,-9999
RH13382,-9999
RH13383,-9999
RH13384,-9999
RH13385,-9999
RH13386,-9999
RH13387,-9999
RH13388,-9999
RH13389,-9999
RH13390,-9999
RH13391,-9999
RH13392,-9999
RH13393,-9999
RH13394,-9999
RH13395,-9999
RH13396,-9999
RH13397,-9999
RH13398,-9999
RH13399,-9999
RH13400,-9999
RH13401,-9999
RH13402,-9999
RH13403,-9999
RH13404,-9999
RH13405,-9999
RH13406,-9999
RH13407,-9999
RH13408,-9999
RH13409,-9999
RH13410,-9999
RH13411,-9999
RH13412,-9999
RH13413,-9999
RH13414,-9999
RH13415,-9999
RH13416,-9999
RH13417,-9999
RH13418,-9999
RH13419,-9999
RH13420,-9999
RH13421,-9999
RH13422,-9999
RH13423,-9999
RH13424,-9999
RH13425,-9999
RH13426,-9999
RH13427,-9999
RH13428,-9999
RH13429,-9999
RH13430,-9999
RH13431,-9999
RH13432,-9999
RH13433,-9999
RH13434,-9999
RH13435,-9999
RH13436,-9999
RH13437,-9999
RH13438,-9999
RH13439,-9999
RH13440,-9999
RH13441,-9999
RH13442,-9999
RH13443,-9999
RH13444,-9999
RH13445,-9999
RH13446,-9999
RH13447,-9999
RH13448,-9999
RH13449,-9999
RH13450,-9999
RH13451,-9999
RH13452,-9999
RH13453,-9999
RH13454,-9999
RH13455,-9999
RH13456,-9999
RH13457,-9999
RH13458,-9999
RH13459,-9999
RH13460,-9999
RH13461,-9999
RH13462,-9999
RH13463,-9999
RH13464,-9999
RH13465,-9999
RH13466,-9999
RH13467,-9999
RH13468,-9999
RH13469,-9999
RH13470,-9999
RH13471,-9999
RH13472,-9999
RH13473,-9999
RH13474,-9999
RH13475,-9999
RH13476,-9999
RH13477,-9999
RH13478,-9999
RH13479,-9999
RH13480,-9999
RH13481,-9999
RH13482,-9999
RH13483,-9999
RH13484,-9999
RH13485,-9999
RH13486,-9999
RH13487,-9999
RH13488,-9999
RH13489,-9999
RH13490,-9999
RH13491,-9999
RH13492,-9999
RH13493,-9999
RH13494,-9999
RH13495,-9999
RH13496,-9999
RH13497,-9999
RH13498,-9999
RH13499,-9999
RH13500,-9999
RH13501,-9999
RH13502,-9999
RH13503,-9999
RH13504,-9999
RH13505,-9999
RH13506,-9999
RH13507,-9999
RH13508,-9999
RH13509,-9999
RH13510,-9999
RH13511,-9999
RH13512,-9999
RH13513,-9999
RH13514,-9999
RH13515,-9999
RH13516,-9999
RH13517,-9999
RH13518,-9999
RH13519,-9999
RH13520,-9999
RH13521,-9999
RH13522,-9999
RH13523,-9999
RH13524,-9999
RH13525,-9999
RH13526,-9999
RH13527,-9999
RH13528,-9999
RH13529,-9999
RH13530,-9999
RH13531,-9999
RH13532,-9999
RH13533,-9999
RH13534,-9999
RH13535,-9999
RH13536,-9999
RH13537,-9999
RH13538,-9999
RH13539,-9999
RH13540,-9999
RH13541,-9999
RH13542,-9999
RH13543,-9999
RH13544,-9999
RH13545,-9999
RH13546,-9999
RH13547,-9999
RH13548,-9999
RH13549,-9999
RH13550,-9999
RH13551,-9999
RH13552,-9999
RH13553,-9999
RH13554,-9999
RH13555,-9999
RH13556,-9999
RH13557,-9999
RH13558,-9999
RH13559,-9999
RH13560,-9999
RH13561,-9999
RH13562,-9999
RH13563,-9999
RH13564,-9999
RH13565,-9999
RH13566,-9999
RH13567,-9999
RH13568,-9999
RH13569,-9999
RH13570,-9999
RH13571,-9999
RH13572,-9999
RH13573,-9999
RH13574,-9999
RH13575,-9999
RH13576,-9999
RH13577,-9999
RH13578,-9999
RH13579,-9999
RH13580,-9999
RH13581,-9999
RH13582,-9999
RH13583,-9999
RH13584,-9999
RH13585,-9999
RH13586,-9999
RH13587,-9999
RH13588,-9999
RH13589,-9999
RH13590,-9999
RH13591,-9999
RH13592,-9999
RH13593,-9999
RH13594,-9999
RH13595,-9999
RH13596,-9999
RH13597,-9999
RH13598,-9999
RH13599,-9999
RH13600,-9999
RH13601,-9999
RH13602,-9999
RH13603,-9999
RH13604,-9999
RH13605,-9999
RH13606,-9999
RH13607,-9999
RH13608,-9999
RH13609,-9999
RH13610,-9999
RH13611,-9999
RH13612,-9999
RH13613,-9999
RH13614,-9999
RH13615,-9999
RH13616,-9999
RH13617,-9999
RH13618,-9999
RH13619,-9999
RH13620,-9999
RH13621,-9999
RH13622,-9999
RH13623,-9999
RH13624,-9999
RH13625,-9999
RH13626,-9999
RH13627,-9999
RH13628,-9999
RH13629,-9999
RH13630,-9999
RH13631,-9999
RH13632,-9999
RH13633,-9999
RH13634,-9999
RH13635,-9999
RH13636,-9999
RH13637,-9999
RH13638,-9999
RH13639,-9999
RH13640,-9999
RH13641,-9999
RH13642,-9999
RH13643,-9999
RH13644,-9999
RH13645,-9999
RH13646,-9999
RH13647,-9999
RH13648,-9999
RH13649,-9999
RH13650,-9999
RH13651,-9999
RH13652,-9999
RH13653,-9999
RH13654,-9999
RH13655,-9999
RH13656,-9999
RH13657,-9999
RH13658,-9999
RH13659,-9999
RH13660,-9999
RH13661,-9999
RH13662,-9999
RH13663,-9999
RH13664,-9999
RH13665,-9999
RH13666,-9999
RH13667,-9999
RH13668,-9999
RH13669,-9999
RH13670,-9999
RH13671,-9999
RH13672,-9999
RH13673,-9999
RH13674,-9999
RH13675,-9999
RH13676,-9999
RH13677,-9999
RH13678,-9999
RH13679,-9999
RH13680,-9999
RH13681,-9999
RH13682,-9999
RH13683,-9999
RH13684,-9999
RH13685,-9999
RH13686,-9999
RH13687,-9999
RH13688,-9999
RH13689,-9999
RH13690,-9999
RH13691,-9999
RH13692,-9999
RH13693,-9999
RH13694,-9999
RH13695,-9999
RH13696,-9999
RH13697,-9999
RH13698,-9999
RH13699,-9999
RH13700,-9999
RH13701,-9999
RH13702,-9999
RH13703,-9999
RH13704,-9999
RH13705,-9999
RH13706,-9999
RH13707,-9999
RH13708,-9999
RH13709,-9999
RH13710,-9999
RH13711,-9999
RH13712,-9999
RH13713,-9999
RH13714,-9999
RH13715,-9999
RH13716,-9999
RH13717,-9999
RH13718,-9999
RH13719,-9999
RH13720,-9999
RH13721,-9999
RH13722,-9999
RH13723,-9999
RH13724,-9999
RH13725,-9999
RH13726,-9999
RH13727,-9999
RH13728,-9999
RH13729,-9999
RH13730,-9999
RH13731,-9999
RH13732,-9999
RH13733,-9999
RH13734,-9999
RH13735,-9999
RH13736,-9999
RH13737,-9999
RH13738,-9999
RH13739,-9999
RH13740,-9999
RH13741,-9999
RH13742,-9999
RH13743,-9999
RH13744,-9999
RH13745,-9999
RH13746,-9999
RH13747,-9999
RH13748,-9999
RH13749,-9999
RH13750,-9999
RH13751,-9999
RH13752,-9999
RH13753,-9999
RH13754,-9999
RH13755,-9999
RH13756,-9999
RH13757,-9999
RH13758,-9999
RH13759,-9999
RH13760,-9999
RH13761,-9999
RH13762,-9999
RH13763,-9999
RH13764,-9999
RH13765,-9999
RH13766,-9999
RH13767,-9999
RH13768,-9999
RH13769,-9999
RH13770,-9999
RH13771,-9999
RH13772,-9999
RH13773,-9999
RH13774,-9999
RH13775,-9999
RH13776,-9999
RH13777,-9999
RH13778,-9999
RH13779,-9999
RH13780,-9999
RH13781,-9999
RH13782,-9999
RH13783,-9999
RH13784,-9999
RH13785,-9999
RH13786,-9999
RH13787,-9999
RH13788,-9999
RH13789,-9999
RH13790,-9999
RH13791,-9999
RH13792,-9999
RH13793,-9999
RH13794,-9999
RH13795,-9999
RH13796,-9999
RH13797,-9999
RH13798,-9999
RH13799,-9999
RH13800,-9999
RH13801,-9999
RH13802,-9999
RH13803,-9999
RH13804,-9999
RH13805,-9999
RH13806,-9999
RH13807,-9999
RH13808,-9999
RH13809,-9999
RH13810,-9999
RH13811,-9999
RH13812,-9999
RH13813,-9999
RH13814,-9999
RH13815,-9999
RH13816,-9999
RH13817,-9999
RH13818,-9999
RH13819,-9999
RH13820,-9999
RH13821,-9999
RH13822,-9999
RH13823,-9999
RH13824,-9999
RH13825,-9999
RH13826,-9999
RH13827,-9999
RH13828,-9999
RH13829,-9999
RH13830,-9999
RH13831,-9999
RH13832,-9999
RH13833,-9999
RH13834,-9999
RH13835,-9999
RH13836,-9999
RH13837,-9999
RH13838,-9999
RH13839,-9999
RH13840,-9999
RH13841,-9999
RH13842,-9999
RH13843,-9999
RH13844,-9999
RH13845,-9999
RH13846,-9999
RH13847,-9999
RH13848,-9999
RH13849,-9999
RH13850,-9999
RH13851,-9999
RH13852,-9999
RH13853,-9999
RH13854,-9999
RH13855,-9999
RH13856,-9999
RH13857,-9999
RH13858,-9999
RH13859,-9999
RH13860,-9999
RH13861,-9999
RH13862,-9999
RH13863,-9999
RH13864,-9999
RH13865,-9999
RH13866,-9999
RH13867,-9999
RH13868,-9999
RH13869,-9999
RH13870,-9999
RH13871,-9999
RH13872,-9999
RH13873,-9999
RH13874,-9999
RH13875,-9999
RH13876,-9999
RH13877,-9999
RH13878,-9999
RH13879,-9999
RH13880,-9999
RH13881,-9999
RH13882,-9999
RH13883,-9999
RH13884,-9999
RH13885,-9999
RH13886,-9999
RH13887,-9999
RH13888,-9999
RH13889,-9999
RH13890,-9999
RH13891,-9999
RH13892,-9999
RH13893,-9999
RH13894,-9999
RH13895,-9999
RH13896,-9999
RH13897,-9999
RH13898,-9999
RH13899,-9999
RH13900,-9999
RH13901,-9999
RH13902,-9999
RH13903,-9999
RH13904,-9999
RH13905,-9999
RH13906,-9999
RH13907,-9999
RH13908,-9999
RH13909,-9999
RH13910,-9999
RH13911,-9999
RH13912,-9999
RH13913,-9999
RH13914,-9999
RH13915,-9999
RH13916,-9999
RH13917,-9999
RH13918,-9999
RH13919,-9999
RH13920,-9999
RH13921,-9999
RH13922,-9999
RH13923,-9999
RH13924,-9999
RH13925,-9999
RH13926,-9999
RH13927,-9999
RH13928,-9999
RH13929,-9999
RH13930,-9999
RH13931,-9999
RH13932,-9999
RH13933,-9999
RH13934,-9999
RH13935,-9999
RH13936,-9999
RH13937,-9999
RH13938,-9999
RH13939,-9999
RH13940,-9999
RH13941,-9999
RH13942,-9999
RH13943,-9999
RH13944,-9999
RH13945,-9999
RH13946,-9999
RH13947,-9999
RH13948,-9999
RH13949,-9999
RH13950,-9999
RH13951,-9999
RH13952,-9999
RH13953,-9999
RH13954,-9999
RH13955,-9999
RH13956,-9999
RH13957,-9999
RH13958,-9999
RH13959,-9999
RH13960,-9999
RH13961,-9999
RH13962,-9999
RH13963,-9999
RH13964,-9999
RH13965,-9999
RH13966,-9999
RH13967,-9999
RH13968,-9999
RH13969,-9999
RH13970,-9999
RH13971,-9999
RH13972,-9999
RH13973,-9999
RH13974,-9999
RH13975,-9999
RH13976,-9999
RH13977,-9999
RH13978,-9999
RH13979,-9999
RH13980,-9999
RH13981,-9999
RH13982,-9999
RH13983,-9999
RH13984,-9999
RH13985,-9999
RH13986,-9999
RH13987,-9999
RH13988,-9999
RH13989,-9999
RH13990,-9999
RH13991,-9999
RH13992,-9999
RH13993,-9999
RH13994,-9999
RH13995,-9999
RH13996,-9999
RH13997,-9999
RH13998,-9999
RH13999,-9999
RH14000,-9999
RH14001,-9999
RH14002,-9999
RH14003,-9999
RH14004,-9999
RH14005,-9999
RH14006,-9999
RH14007,-9999
RH14008,-9999
RH14009,-9999
RH14010,-9999
RH14011,-9999
RH14012,-9999
RH14013,-9999
RH14014,-9999
RH14015,-9999
RH14016,-9999
RH14017,-9999
RH14018,-9999
RH14019,-9999
RH14020,-9999
RH14021,-9999
RH14022,-9999
RH14023,-9999
RH14024,-9999
RH14025,-9999
RH14026,-9999
RH14027,-9999
RH14028,-9999
RH14029,-9999
RH14030,-9999
RH14031,-9999
RH14032,-9999
RH14033,-9999
RH14034,-9999
RH14035,-9999
RH14036,-9999
RH14037,-9999
RH14038,-9999
RH14039,-9999
RH14040,-9999
RH14041,-9999
RH14042,-9999
RH14043,-9999
RH14044,-9999
RH14045,-9999
RH14046,-9999
RH14047,-9999
RH14048,-9999
RH14049,-9999
RH14050,-9999
RH14051,-9999
RH14052,-9999
RH14053,-9999
RH14054,-9999
RH14055,-9999
RH14056,-9999
RH14057,-9999
RH14058,-9999
RH14059,-9999
RH14060,-9999
RH14061,-9999
RH14062,-9999
RH14063,-9999
RH14064,-9999
RH14065,-9999
RH14066,-9999
RH14067,-9999
RH14068,-9999
RH14069,-9999
RH14070,-9999
RH14071,-9999
RH14072,-9999
RH14073,-9999
RH14074,-9999
RH14075,-9999
RH14076,-9999
RH14077,-9999
RH14078,-9999
RH14079,-9999
RH14080,-9999
RH14081,-9999
RH14082,-9999
RH14083,-9999
RH14084,-9999
RH14085,-9999
RH14086,-9999
RH14087,-9999
RH14088,-9999
RH14089,-9999
RH14090,-9999
RH14091,-9999
RH14092,-9999
RH14093,-9999
RH14094,-9999
RH14095,-9999
RH14096,-9999
RH14097,-9999
RH14098,-9999
RH14099,-9999
RH14100,-9999
RH14101,-9999
RH14102,-9999
RH14103,-9999
RH14104,-9999
RH14105,-9999
RH14106,-9999
RH14107,-9999
RH14108,-9999
RH14109,-9999
RH14110,-9999
RH14111,-9999
RH14112,-9999
RH14113,-9999
RH14114,-9999
RH14115,-9999
RH14116,-9999
RH14117,-9999
RH14118,-9999
RH14119,-9999
RH14120,-9999
RH14121,-9999
RH14122,-9999
RH14123,-9999
RH14124,-9999
RH14125,-9999
RH14126,-9999
RH14127,-9999
RH14128,-9999
RH14129,-9999
RH14130,-9999
RH14131,-9999
RH14132,-9999
RH14133,-9999
RH14134,-9999
RH14135,-9999
RH14136,-9999
RH14137,-9999
RH14138,-9999
RH14139,-9999
RH14140,-9999
RH14141,-9999
RH14142,-9999
RH14143,-9999
RH14144,-9999
RH14145,-9999
RH14146,-9999
RH14147,-9999
RH14148,-9999
RH14149,-9999
RH14150,-9999
RH14151,-9999
RH14152,-9999
RH14153,-9999
RH14154,-9999
RH14155,-9999
RH14156,-9999
RH14157,-9999
RH14158,-9999
RH14159,-9999
RH14160,-9999
RH14161,-9999
RH14162,-9999
RH14163,-9999
RH14164,-9999
RH14165,-9999
RH14166,-9999
RH14167,-9999
RH14168,-9999
RH14169,-9999
RH14170,-9999
RH14171,-9999
RH14172,-9999
RH14173,-9999
RH14174,-9999
RH14175,-9999
RH14176,-9999
RH14177,-9999
RH14178,-9999
RH14179,-9999
RH14180,-9999
RH14181,-9999
RH14182,-9999
RH14183,-9999
RH14184,-9999
RH14185,-9999
RH14186,-9999
RH14187,-9999
RH14188,-9999
RH14189,-9999
RH14190,-9999
RH14191,-9999
RH14192,-9999
RH14193,-9999
RH14194,-9999
RH14195,-9999
RH14196,-9999
RH14197,-9999
RH14198,-9999
RH14199,-9999
RH14200,-9999
RH14201,-9999
RH14202,-9999
RH14203,-9999
RH14204,-9999
RH14205,-9999
RH14206,-9999
RH14207,-9999
RH14208,-9999
RH14209,-9999
RH14210,-9999
RH14211,-9999
RH14212,-9999
RH14213,-9999
RH14214,-9999
RH14215,-9999
RH14216,-9999
RH14217,-9999
RH14218,-9999
RH14219,-9999
RH14220,-9999
RH14221,-9999
RH14222,-9999
RH14223,-9999
RH14224,-9999
RH14225,-9999
RH14226,-9999
RH14227,-9999
RH14228,-9999
RH14229,-9999
RH14230,-9999
RH14231,-9999
RH14232,-9999
RH14233,-9999
RH14234,-9999
RH14235,-9999
RH14236,-9999
RH14237,-9999
RH14238,-9999
RH14239,-9999
RH14240,-9999
RH14241,-9999
RH14242,-9999
RH14243,-9999
RH14244,-9999
RH14245,-9999
RH14246,-9999
RH14247,-9999
RH14248,-9999
RH14249,-9999
RH14250,-9999
RH14251,-9999
RH14252,-9999
RH14253,-9999
RH14254,-9999
RH14255,-9999
RH14256,-9999
RH14257,-9999
RH14258,-9999
RH14259,-9999
RH14260,-9999
RH14261,-9999
RH14262,-9999
RH14263,-9999
RH14264,-9999
RH14265,-9999
RH14266,-9999
RH14267,-9999
RH14268,-9999
RH14269,-9999
RH14270,-9999
RH14271,-9999
RH14272,-9999
RH14273,-9999
RH14274,-9999
RH14275,-9999
RH14276,-9999
RH14277,-9999
RH14278,-9999
RH14279,-9999
RH14280,-9999
RH14281,-9999
RH14282,-9999
RH14283,-9999
RH14284,-9999
RH14285,-9999
RH14286,-9999
RH14287,-9999
RH14288,-9999
RH14289,-9999
RH14290,-9999
RH14291,-9999
RH14292,-9999
RH14293,-9999
RH14294,-9999
RH14295,-9999
RH14296,-9999
RH14297,-9999
RH14298,-9999
RH14299,-9999
RH14300,-9999
RH14301,-9999
RH14302,-9999
RH14303,-9999
RH14304,-9999
RH14305,-9999
RH14306,-9999
RH14307,-9999
RH14308,-9999
RH14309,-9999
RH14310,-9999
RH14311,-9999
RH14312,-9999
RH14313,-9999
RH14314,-9999
RH14315,-9999
RH14316,-9999
RH14317,-9999
RH14318,-9999
RH14319,-9999
RH14320,-9999
RH14321,-9999
RH14322,-9999
RH14323,-9999
RH14324,-9999
RH14325,-9999
RH14326,-9999
RH14327,-9999
RH14328,-9999
RH14329,-9999
RH14330,-9999
RH14331,-9999
RH14332,-9999
RH14333,-9999
RH14334,-9999
RH14335,-9999
RH14336,-9999
RH14337,-9999
RH14338,-9999
RH14339,-9999
RH14340,-9999
RH14341,-9999
RH14342,-9999
RH14343,-9999
RH14344,-9999
RH14345,-9999
RH14346,-9999
RH14347,-9999
RH14348,-9999
RH14349,-9999
RH14350,-9999
RH14351,-9999
RH14352,-9999
RH14353,-9999
RH14354,-9999
RH14355,-9999
RH14356,-9999
RH14357,-9999
RH14358,-9999
RH14359,-9999
RH14360,-9999
RH14361,-9999
RH14362,-9999
RH14363,-9999
RH14364,-9999
RH14365,-9999
RH14366,-9999
RH14367,-9999
RH14368,-9999
RH14369,-9999
RH14370,-9999
RH14371,-9999
RH14372,-9999
RH14373,-9999
RH14374,-9999
RH14375,-9999
RH14376,-9999
RH14377,-9999
RH14378,-9999
RH14379,-9999
RH14380,-9999
RH14381,-9999
RH14382,-9999
RH14383,-9999
RH14384,-9999
RH14385,-9999
RH14386,-9999
RH14387,-9999
RH14388,-9999
RH14389,-9999
RH14390,-9999
RH14391,-9999
RH14392,-9999
RH14393,-9999
RH14394,-9999
RH14395,-9999
RH14396,-9999
RH14397,-9999
RH14398,-9999
RH14399,-9999
RH14400,-9999
RH14401,-9999
RH14402,-9999
RH14403,-9999
RH14404,-9999
RH14405,-9999
RH14406,-9999
RH14407,-9999
RH14408,-9999
RH14409,-9999
RH14410,-9999
RH14411,-9999
RH14412,-9999
RH14413,-9999
RH14414,-9999
RH14415,-9999
RH14416,-9999
RH14417,-9999
RH14418,-9999
RH14419,-9999
RH14420,-9999
RH14421,-9999
RH14422,-9999
RH14423,-9999
RH14424,-9999
RH14425,-9999
RH14426,-9999
RH14427,-9999
RH14428,-9999
RH14429,-9999
RH14430,-9999
RH14431,-9999
RH14432,-9999
RH14433,-9999
RH14434,-9999
RH14435,-9999
RH14436,-9999
RH14437,-9999
RH14438,-9999
RH14439,-9999
RH14440,-9999
RH14441,-9999
RH14442,-9999
RH14443,-9999
RH14444,-9999
RH14445,-9999
RH14446,-9999
RH14447,-9999
RH14448,-9999
RH14449,-9999
RH14450,-9999
RH14451,-9999
RH14452,-9999
RH14453,-9999
RH14454,-9999
RH14455,-9999
RH14456,-9999
RH14457,-9999
RH14458,-9999
RH14459,-9999
RH14460,-9999
RH14461,-9999
RH14462,-9999
RH14463,-9999
RH14464,-9999
RH14465,-9999
RH14466,-9999
RH14467,-9999
RH14468,-9999
RH14469,-9999
RH14470,-9999
RH14471,-9999
RH14472,-9999
RH14473,-9999
RH14474,-9999
RH14475,-9999
RH14476,-9999
RH14477,-9999
RH14478,-9999
RH14479,-9999
RH14480,-9999
RH14481,-9999
RH14482,-9999
RH14483,-9999
RH14484,-9999
RH14485,-9999
RH14486,-9999
RH14487,-9999
RH14488,-9999
RH14489,-9999
RH14490,-9999
RH14491,-9999
RH14492,-9999
RH14493,-9999
RH14494,-9999
RH14495,-9999
RH14496,-9999
RH14497,-9999
RH14498,-9999
RH14499,-9999
RH14500,-9999
RH14501,-9999
RH14502,-9999
RH14503,-9999
RH14504,-9999
RH14505,-9999
RH14506,-9999
RH14507,-9999
RH14508,-9999
RH14509,-9999
RH14510,-9999
RH14511,-9999
RH14512,-9999
RH14513,-9999
RH14514,-9999
RH14515,-9999
RH14516,-9999
RH14517,-9999
RH14518,-9999
RH14519,-9999
RH14520,-9999
RH14521,-9999
RH14522,-9999
RH14523,-9999
RH14524,-9999
RH14525,-9999
RH14526,-9999
RH14527,-9999
RH14528,-9999
RH14529,-9999
RH14530,-9999
RH14531,-9999
RH14532,-9999
RH14533,-9999
RH14534,-9999
RH14535,-9999
RH14536,-9999
RH14537,-9999
RH14538,-9999
RH14539,-9999
RH14540,-9999
RH14541,-9999
RH14542,-9999
RH14543,-9999
RH14544,-9999
RH14545,-9999
RH14546,-9999
RH14547,-9999
RH14548,-9999
RH14549,-9999
RH14550,-9999
RH14551,-9999
RH14552,-9999
RH14553,-9999
RH14554,-9999
RH14555,-9999
RH14556,-9999
RH14557,-9999
RH14558,-9999
RH14559,-9999
RH14560,-9999
RH14561,-9999
RH14562,-9999
RH14563,-9999
RH14564,-9999
RH14565,-9999
RH14566,-9999
RH14567,-9999
RH14568,-9999
RH14569,-9999
RH14570,-9999
RH14571,-9999
RH14572,-9999
RH14573,-9999
RH14574,-9999
RH14575,-9999
RH14576,-9999
RH14577,-9999
