_id,waktu,temperature,sun_radiation,Relative_humidity,wind_direction,wind_speed,pressure,rain_rate
169,2017-09-13 16:00,31.65833333,989,58.59166667,199.95,4.525,997.8,0
170,2017-09-13 18:00,32.74166667,844.2833333,52.95833333,201.1166667,6.325,995.9333333,0
171,2017-09-13 20:00,31.19166667,443.4833333,60.39166667,205.5833333,6.858333333,995.2583333,0
172,2017-09-13 22:00,28.51666667,31.86666667,73.8,193.4166667,5.058333333,995.9916667,0
173,2017-09-14 00:00,27.38333333,0.575,78.74166667,190.7166667,4.458333333,997.7166667,0
174,2017-09-14 02:00,26.925,0.55,84.275,207.2833333,4.316666667,998.6833333,0
175,2017-09-14 04:00,26.55,0.6,86.53333333,200.4166667,4.783333333,998.5833333,0
176,2017-09-14 06:00,26.04166667,0.591666667,88.675,203.5,4.333333333,997.9666667,0
177,2017-09-14 08:00,25.875,0.65,90.15833333,200.1583333,3.675,997.8583333,0
178,2017-09-14 10:00,25.625,28.38333333,91.2,198.6333333,2.85,998.975,0
179,2017-09-14 12:00,27.89166667,347.7083333,80.94166667,199.8166667,3.4,1000.5,0
180,2017-09-14 14:00,29.03333333,415.775,74.45,200.5416667,4.741666667,1000.45,0
181,2017-09-14 16:00,30.96666667,592.3583333,62.725,159.2583333,4.258333333,999.0166667,0
182,2017-09-14 18:00,33.59166667,889.4666667,41.49166667,109.1666667,7.733333333,997.2,0
183,2017-09-14 20:00,32.89166667,477.1583333,41.76666667,89.31666667,6.8,996.6666667,0
184,2017-09-14 22:00,29.825,30.1,56.36666667,124.9083333,4.341666667,997.95,0
185,2017-09-15 00:00,26.81666667,0.516666667,73.45833333,149.8,2.675,999.5833333,0
186,2017-09-15 02:00,25.94166667,0.641666667,78.825,170.575,2.683333333,1001.008333,0
187,2017-09-15 04:00,25.525,0.666666667,82.49166667,177.5,2.991666667,1000.816667,0
188,2017-09-15 06:00,25.89166667,0.816666667,90.03333333,187.525,2.808333333,999.675,0
189,2017-09-15 08:00,25.64166667,0.716666667,91.86666667,186.6416667,3.016666667,999.1083333,0
190,2017-09-15 10:00,25.69166667,32.45,91.94166667,162.9916667,2.6,999.9166667,0
191,2017-09-15 12:00,28.51666667,350.175,76.80833333,188.3833333,5.066666667,1000.933333,0
192,2017-09-15 14:00,29.475,462.2166667,72.2,198.5083333,6.05,1001.508333,0
193,2017-09-15 16:00,30.8,665.4833333,62.51666667,199.55,5.291666667,1000.208333,0
194,2017-09-15 18:00,33.01666667,618.45,43.69166667,110.5166667,6.708333333,998.7916667,0
195,2017-09-15 20:00,32.05,373.5916667,44.50833333,87.93333333,6.5,999.0083333,0
196,2017-09-15 22:00,29.23333333,37.39166667,58.4,73.28333333,3.75,1000.016667,0
197,2017-09-16 00:00,26.71666667,0.5,76.70833333,149.8666667,1.825,1001.141667,0
198,2017-09-16 02:00,25.075,0.608333333,86.40833333,294.925,1.583333333,1001.733333,0
