id_temperature,nilai_temperature
TR36920,25.4
TR36921,25.4
TR36922,25.4
TR36923,25.3
TR36924,25.1
TR36925,25.1
TR36926,25
TR36927,24.8
TR36928,24.7
TR36929,24.7
TR36930,24.7
TR36931,24.6
TR36932,24.5
TR36933,24.6
TR36934,24.8
TR36935,24.9
TR36936,24.8
TR36937,24.8
TR36938,24.9
TR36939,24.7
TR36940,24.4
TR36941,24.2
TR36942,24.2
TR36943,24.2
TR36944,24.2
TR36945,24.3
TR36946,24.1
TR36947,24.1
TR36948,24.2
TR36949,24.3
TR36950,24.2
TR36951,24
TR36952,23.9
TR36953,23.8
TR36954,23.9
TR36955,24.1
TR36956,24.5
TR36957,25.1
TR36958,25.6
TR36959,25.9
TR36960,26.1
TR36961,26.8
TR36962,27.4
TR36963,27.9
TR36964,28.3
TR36965,28.5
TR36966,28.8
TR36967,28.8
TR36968,28.8
TR36969,28.7
TR36970,28.9
TR36971,28.8
TR36972,29.2
TR36973,29.3
TR36974,29
TR36975,29
TR36976,28.9
TR36977,28.9
TR36978,28.9
TR36979,29.2
TR36980,29.4
TR36981,29.7
TR36982,29.5
TR36983,30.4
TR36984,30.3
TR36985,29.3
TR36986,27.2
TR36987,26
TR36988,26.4
TR36989,28.2
TR36990,29.4
TR36991,30.2
TR36992,30.1
TR36993,29.9
TR36994,29
TR36995,28.1
TR36996,27.6
TR36997,27.7
TR36998,27.8
TR36999,27.8
TR37000,27.8
TR37001,27.4
TR37002,27.2
TR37003,27.1
TR37004,26.8
TR37005,26
TR37006,26.2
TR37007,26.6
TR37008,26.9
TR37009,26.8
TR37010,26.8
TR37011,26.7
TR37012,26.8
TR37013,26.9
TR37014,27
TR37015,26.6
TR37016,25.9
TR37017,26.5
TR37018,26.6
TR37019,26.8
TR37020,25.7
TR37021,25.2
TR37022,24.9
TR37023,24.6
TR37024,24.4
TR37025,24.4
TR37026,24.4
TR37027,24.6
TR37028,24.5
TR37029,24.6
TR37030,24.6
TR37031,24.6
TR37032,24.7
TR37033,24.8
TR37034,24.9
TR37035,24.8
TR37036,24.8
TR37037,24.7
TR37038,24.7
TR37039,24.6
TR37040,24.5
TR37041,24.6
TR37042,24.7
TR37043,24.7
TR37044,24.8
TR37045,24.7
TR37046,24.8
TR37047,24.8
TR37048,25
TR37049,24.9
TR37050,24.8
TR37051,24.6
TR37052,24.6
TR37053,24.6
TR37054,24.6
TR37055,24.6
TR37056,24.6
TR37057,24.5
TR37058,24.3
TR37059,24.2
TR37060,24.2
TR37061,24.2
TR37062,24.4
TR37063,24.6
TR37064,24.6
TR37065,24.5
TR37066,24.4
TR37067,24.3
TR37068,24.2
TR37069,24.2
TR37070,24.1
TR37071,24
TR37072,24
TR37073,23.9
TR37074,23.9
TR37075,23.9
TR37076,24
TR37077,24.1
TR37078,24.2
TR37079,24.3
TR37080,24.4
TR37081,24.3
TR37082,24.3
TR37083,24.3
TR37084,24.2
TR37085,24.1
TR37086,24.1
TR37087,24.1
TR37088,24.1
TR37089,24.1
TR37090,24.2
TR37091,24.3
TR37092,24.2
TR37093,24.2
TR37094,24.1
TR37095,24.1
TR37096,23.9
TR37097,23.9
TR37098,23.9
TR37099,24.1
TR37100,24.3
TR37101,24.6
TR37102,24.9
TR37103,25.2
TR37104,25.8
TR37105,26.6
TR37106,27.1
TR37107,27.3
TR37108,27.5
TR37109,27.5
TR37110,27.7
TR37111,27.7
TR37112,27.5
TR37113,27.4
TR37114,27.7
TR37115,28.1
TR37116,28.8
TR37117,28.6
TR37118,28.4
TR37119,28.2
TR37120,28.9
TR37121,28.7
TR37122,29.3
TR37123,28.9
TR37124,29.3
TR37125,29.7
TR37126,29.9
TR37127,30.1
TR37128,29.9
TR37129,30.2
TR37130,30.3
TR37131,30
TR37132,30.1
TR37133,30
TR37134,29.9
TR37135,29.6
TR37136,29.4
TR37137,30
TR37138,30.9
TR37139,31.8
TR37140,31.2
TR37141,27.4
TR37142,26.5
TR37143,25.3
TR37144,24.3
TR37145,24.2
TR37146,24.4
TR37147,24.4
TR37148,24.7
TR37149,25.1
TR37150,25.3
TR37151,25.3
TR37152,25.3
TR37153,25.4
TR37154,25.4
TR37155,25.8
TR37156,26.1
TR37157,26.4
TR37158,26.7
TR37159,26.8
TR37160,26.8
TR37161,26.9
TR37162,26.7
TR37163,26.6
TR37164,26.5
TR37165,26.4
TR37166,26.2
TR37167,26.2
TR37168,26.1
TR37169,26.1
TR37170,25.9
TR37171,25.9
TR37172,26
TR37173,26.1
TR37174,26.1
TR37175,25.9
TR37176,25.7
TR37177,25.7
TR37178,25.6
TR37179,25.5
TR37180,25.4
TR37181,25.6
TR37182,25.6
TR37183,25.5
TR37184,25.7
TR37185,25.7
TR37186,25.7
TR37187,25.6
TR37188,25.7
TR37189,25.8
TR37190,25.8
TR37191,25.8
TR37192,25.8
TR37193,25.8
TR37194,25.6
TR37195,25.4
TR37196,25.3
TR37197,25.3
TR37198,25.3
TR37199,25.3
TR37200,25.3
TR37201,25.2
TR37202,25
TR37203,24.9
TR37204,24.8
TR37205,24.7
TR37206,24.7
TR37207,24.8
TR37208,24.8
TR37209,24.8
TR37210,24.9
TR37211,24.9
TR37212,25
TR37213,24.9
TR37214,24.9
TR37215,24.9
TR37216,24.9
TR37217,24.8
TR37218,24.7
TR37219,24.6
TR37220,24.5
TR37221,24.4
TR37222,24.5
TR37223,24.6
TR37224,24.5
TR37225,24.4
TR37226,24.3
TR37227,24.2
TR37228,24.1
TR37229,24
TR37230,24
TR37231,24.2
TR37232,24.5
TR37233,24.4
TR37234,24.2
TR37235,24.1
TR37236,24
TR37237,24.2
TR37238,24.2
TR37239,24
TR37240,24.1
TR37241,24.1
TR37242,24.3
TR37243,24.4
TR37244,24.6
TR37245,24.9
TR37246,25
TR37247,25
TR37248,25.4
TR37249,25.8
TR37250,25.8
TR37251,26.2
TR37252,26.4
TR37253,26.7
TR37254,27
TR37255,27.3
TR37256,27.5
TR37257,27.6
TR37258,27.8
TR37259,28.2
TR37260,28.7
TR37261,29.1
TR37262,29.3
TR37263,29.1
TR37264,29.4
TR37265,29.7
TR37266,29.8
TR37267,29.7
TR37268,30
TR37269,30.1
TR37270,30.1
TR37271,30
TR37272,30.1
TR37273,30.6
TR37274,30.5
TR37275,30.5
TR37276,31.2
TR37277,31.1
TR37278,31.2
TR37279,31.2
TR37280,31.6
TR37281,31.2
TR37282,30
TR37283,28.9
TR37284,28.2
TR37285,27.3
TR37286,28.4
TR37287,28.6
TR37288,28.4
TR37289,29.2
TR37290,29
TR37291,29.2
TR37292,29.4
TR37293,29.5
TR37294,29.1
TR37295,29.3
TR37296,29
TR37297,29.3
TR37298,29.1
TR37299,29.5
TR37300,29.8
TR37301,29.3
TR37302,29.1
TR37303,28.9
TR37304,28.7
TR37305,28.5
TR37306,28.3
TR37307,28.2
TR37308,27.8
TR37309,26.8
TR37310,26.4
TR37311,26.2
TR37312,26.2
TR37313,26.2
TR37314,26.5
TR37315,26.4
TR37316,26.4
TR37317,26.3
TR37318,26.4
TR37319,26.3
TR37320,26.2
TR37321,26.2
TR37322,26.2
TR37323,26.3
TR37324,26.3
TR37325,26.4
TR37326,26.6
TR37327,26.5
TR37328,26.3
TR37329,26.4
TR37330,26.5
TR37331,26.6
TR37332,26.5
TR37333,26.6
TR37334,26.6
TR37335,26.7
TR37336,26.7
TR37337,26.7
TR37338,26.5
TR37339,26.5
TR37340,26.6
TR37341,26.8
TR37342,26.9
TR37343,26.8
TR37344,26.8
TR37345,26.8
TR37346,26.8
TR37347,26.8
TR37348,26.8
TR37349,26.6
TR37350,26.5
TR37351,26.4
TR37352,26.4
TR37353,26.3
TR37354,26.2
TR37355,26.2
TR37356,26.1
TR37357,26
TR37358,25.8
TR37359,25.6
TR37360,25.4
TR37361,25.4
TR37362,25.3
TR37363,25.2
TR37364,24.9
TR37365,24.8
TR37366,24.8
TR37367,24.7
TR37368,24.6
TR37369,24.6
TR37370,24.6
TR37371,24.6
TR37372,24.6
TR37373,24.7
TR37374,24.7
TR37375,24.8
TR37376,24.7
TR37377,24.7
TR37378,24.7
TR37379,24.7
TR37380,24.7
TR37381,24.7
TR37382,24.5
TR37383,24.3
TR37384,24.2
TR37385,24.2
TR37386,24.2
TR37387,24.3
TR37388,24.3
TR37389,24.3
TR37390,24.4
TR37391,24.5
TR37392,24.6
TR37393,24.8
TR37394,25
TR37395,25.3
TR37396,25.5
TR37397,25.7
TR37398,25.9
TR37399,26.6
TR37400,27
TR37401,27.7
TR37402,28.2
TR37403,28.4
TR37404,28.4
TR37405,28.7
TR37406,28.5
TR37407,28.5
TR37408,29.1
TR37409,29.6
TR37410,29.3
TR37411,29.1
TR37412,29.1
TR37413,29.3
TR37414,29.2
TR37415,29.3
TR37416,29.1
TR37417,29.1
TR37418,29.1
TR37419,29
TR37420,29.2
TR37421,29.5
TR37422,29.9
TR37423,29.7
TR37424,29.5
TR37425,29.5
TR37426,29.8
TR37427,30.1
TR37428,29.7
TR37429,30.3
TR37430,30.7
TR37431,31
TR37432,31.3
TR37433,31.2
TR37434,31.2
TR37435,31.5
TR37436,31.4
TR37437,31.2
TR37438,30.8
TR37439,30
TR37440,30.4
TR37441,30.2
TR37442,30.3
TR37443,30.8
TR37444,30.8
TR37445,30.8
TR37446,30.6
TR37447,30.6
TR37448,29.9
TR37449,29.6
TR37450,29.4
TR37451,29.2
TR37452,29.1
TR37453,28.8
TR37454,28.5
TR37455,28.2
TR37456,27.9
TR37457,27.7
TR37458,27.5
TR37459,27.4
TR37460,27.2
TR37461,26.9
TR37462,26.7
TR37463,26.6
TR37464,26.4
TR37465,26.3
TR37466,26.3
TR37467,25.9
TR37468,25.8
TR37469,25.8
TR37470,25.9
TR37471,25.9
TR37472,25.6
TR37473,25.3
TR37474,25.3
TR37475,25.4
TR37476,25.5
TR37477,25.8
TR37478,25.8
TR37479,25.6
TR37480,25.6
TR37481,25.8
TR37482,26.1
TR37483,26
TR37484,25.8
TR37485,25.6
TR37486,25.4
TR37487,25.3
TR37488,25.4
TR37489,25.4
TR37490,25.6
TR37491,25.6
TR37492,25.6
TR37493,25.6
TR37494,25.5
TR37495,25.4
TR37496,25.6
TR37497,25.6
TR37498,25.5
TR37499,25.3
TR37500,25.4
TR37501,25.5
TR37502,25.5
TR37503,25.5
TR37504,25.4
TR37505,25.5
TR37506,25.6
TR37507,25.5
TR37508,25.4
TR37509,25.4
TR37510,25.4
TR37511,25.3
TR37512,25.1
TR37513,25.2
TR37514,25.5
TR37515,25.6
TR37516,25.5
TR37517,25.2
TR37518,25.1
TR37519,25.2
TR37520,25.2
TR37521,25.3
TR37522,25.3
TR37523,25.3
TR37524,25.3
TR37525,25.2
TR37526,24.8
TR37527,24.8
TR37528,25
TR37529,24.9
TR37530,25.1
TR37531,25.2
TR37532,25
TR37533,24.8
TR37534,24.8
TR37535,24.8
TR37536,24.9
TR37537,24.9
TR37538,25.1
TR37539,25.1
TR37540,25.3
TR37541,25.7
TR37542,25.8
TR37543,26.2
TR37544,26.5
TR37545,27.2
TR37546,27.7
TR37547,28
TR37548,28.4
TR37549,28.5
TR37550,28.4
TR37551,28.7
TR37552,28.7
TR37553,29
TR37554,29.3
TR37555,29.5
TR37556,30.3
TR37557,30.3
TR37558,30.4
TR37559,30.1
TR37560,30
TR37561,30.7
TR37562,30.3
TR37563,30.8
TR37564,31.1
TR37565,31.1
TR37566,31
TR37567,29.9
TR37568,29.8
TR37569,30.2
TR37570,31
TR37571,31.3
TR37572,30.9
TR37573,31.1
TR37574,30.5
TR37575,30
TR37576,30
TR37577,30.2
TR37578,30.5
TR37579,30.1
TR37580,30.1
TR37581,29.8
TR37582,29.7
TR37583,29.6
TR37584,29.4
TR37585,29.4
TR37586,29.4
TR37587,29.5
TR37588,29.4
TR37589,29.4
TR37590,29.2
TR37591,29.1
TR37592,29
TR37593,28.9
TR37594,28.7
TR37595,28.6
TR37596,28.4
TR37597,28.3
TR37598,28.2
TR37599,27.9
TR37600,27.8
TR37601,27.6
TR37602,27.6
TR37603,27.6
TR37604,27.7
TR37605,27.5
TR37606,27.2
TR37607,26.9
TR37608,26.6
TR37609,27
TR37610,26.9
TR37611,26.6
TR37612,26.6
TR37613,26.6
TR37614,26.5
TR37615,26.3
TR37616,26.2
TR37617,26.2
TR37618,26.3
TR37619,26.3
TR37620,26.3
TR37621,26.3
TR37622,26.3
TR37623,26.3
TR37624,25.6
TR37625,23.9
TR37626,23.5
TR37627,23.3
TR37628,23.3
TR37629,23.4
TR37630,23.6
TR37631,23.7
TR37632,23.8
TR37633,23.8
TR37634,23.8
TR37635,23.9
TR37636,24
TR37637,24.1
TR37638,24.1
TR37639,24.1
TR37640,24.1
TR37641,24.1
TR37642,24.2
TR37643,24.3
TR37644,24.3
TR37645,24.4
TR37646,24.5
TR37647,24.4
TR37648,24.3
TR37649,24.3
TR37650,24.3
TR37651,24.4
TR37652,24.4
TR37653,24.3
TR37654,24.3
TR37655,24.3
TR37656,24.3
TR37657,24.4
TR37658,24.4
TR37659,24.3
TR37660,24.3
TR37661,23.6
TR37662,23.4
TR37663,23.5
TR37664,23.4
TR37665,23.2
TR37666,23.1
TR37667,23.2
TR37668,23.2
TR37669,23.3
TR37670,23.4
TR37671,23.4
TR37672,23.4
TR37673,23.4
TR37674,23.4
TR37675,23.4
TR37676,23.4
TR37677,23.4
TR37678,23.4
TR37679,23.4
TR37680,23.4
TR37681,23.5
TR37682,23.5
TR37683,23.5
TR37684,23.6
TR37685,23.6
TR37686,23.7
TR37687,23.7
TR37688,23.7
TR37689,23.4
TR37690,22.9
TR37691,22.7
TR37692,22.6
TR37693,22.6
TR37694,22.8
TR37695,22.8
TR37696,23
TR37697,23
TR37698,23
TR37699,23.2
TR37700,23.3
TR37701,23.5
TR37702,23.6
TR37703,23.8
TR37704,23.9
TR37705,24
TR37706,24.1
TR37707,24.2
TR37708,24.5
TR37709,24.8
TR37710,25.1
TR37711,25.1
TR37712,25.6
TR37713,25.9
TR37714,26
TR37715,26.1
TR37716,26
TR37717,25.9
TR37718,26.1
TR37719,25.8
TR37720,25.9
TR37721,26.1
TR37722,26.3
TR37723,26.2
TR37724,26.3
TR37725,26.2
TR37726,26.1
TR37727,26.2
TR37728,26.1
TR37729,26
TR37730,26.1
TR37731,26.2
TR37732,26.1
TR37733,26.2
TR37734,26.2
TR37735,26.2
TR37736,26.2
TR37737,26.1
TR37738,26.1
TR37739,26
TR37740,25.9
TR37741,25.7
TR37742,25.6
TR37743,25.6
TR37744,25.5
TR37745,25.2
TR37746,25.2
TR37747,25.3
TR37748,25.2
TR37749,25.1
TR37750,24.9
TR37751,24.9
TR37752,25
TR37753,25
TR37754,25
TR37755,24.9
TR37756,24.8
TR37757,24.8
TR37758,24.8
TR37759,24.8
TR37760,24.8
TR37761,24.6
TR37762,24.5
TR37763,24.4
TR37764,24.3
TR37765,24.4
TR37766,24.4
TR37767,24.5
TR37768,24.5
TR37769,24.4
TR37770,24.4
TR37771,24.3
TR37772,24.3
TR37773,24.4
TR37774,24.5
TR37775,24.5
TR37776,24.5
TR37777,24.5
TR37778,24.5
TR37779,24.4
TR37780,24.2
TR37781,24.3
TR37782,24.2
TR37783,24.1
TR37784,24.1
TR37785,24.1
TR37786,24
TR37787,24
TR37788,23.9
TR37789,23.8
TR37790,23.8
TR37791,23.8
TR37792,23.8
TR37793,23.6
TR37794,23.6
TR37795,23.6
TR37796,23.6
TR37797,23.6
TR37798,23.7
TR37799,23.6
TR37800,23.6
TR37801,23.6
TR37802,23.5
TR37803,23.5
TR37804,23.5
TR37805,23.5
TR37806,23.4
TR37807,23.2
TR37808,23.2
TR37809,23
TR37810,23.1
TR37811,23.1
TR37812,23.2
TR37813,23.2
TR37814,23.3
TR37815,23.3
TR37816,23.3
TR37817,23.2
TR37818,23.2
TR37819,23.3
TR37820,23.5
TR37821,23.7
TR37822,24.2
TR37823,24.9
TR37824,25.6
TR37825,26.2
TR37826,26.6
TR37827,26.9
TR37828,27.1
TR37829,27.6
TR37830,27.9
TR37831,28
TR37832,28.2
TR37833,28.4
TR37834,28.7
TR37835,28.9
TR37836,29
TR37837,29.2
TR37838,29.7
TR37839,29.8
TR37840,29.9
TR37841,30
TR37842,29.8
TR37843,30.1
TR37844,30
TR37845,29.6
TR37846,29.9
TR37847,29.9
TR37848,29.8
TR37849,29.7
TR37850,30.4
TR37851,30.4
TR37852,30.5
TR37853,30.7
TR37854,30.7
TR37855,31.1
TR37856,31.2
TR37857,30.9
TR37858,30.9
TR37859,31
TR37860,31.1
TR37861,31.2
TR37862,30.6
TR37863,30.7
TR37864,30.3
TR37865,30.6
TR37866,30.6
TR37867,30
TR37868,29.9
TR37869,30.5
TR37870,29.9
TR37871,30.3
TR37872,30.2
TR37873,30.1
TR37874,30.2
TR37875,30.4
TR37876,30.3
TR37877,30.4
TR37878,30.4
TR37879,30.2
TR37880,29.9
TR37881,29.9
TR37882,29.8
TR37883,29.6
TR37884,29.6
TR37885,29.3
TR37886,28.9
TR37887,28.6
TR37888,28.4
TR37889,28
TR37890,27.7
TR37891,27.4
TR37892,27.2
TR37893,27
TR37894,26.8
TR37895,26.6
TR37896,26.7
TR37897,26.6
TR37898,26.6
TR37899,26.4
TR37900,26.2
TR37901,26
TR37902,26
TR37903,26
TR37904,26
TR37905,26
TR37906,26
TR37907,25.9
TR37908,25.9
TR37909,25.9
TR37910,25.8
TR37911,25.5
TR37912,25.5
TR37913,25.5
TR37914,25.4
TR37915,25.4
TR37916,25.4
TR37917,25.4
TR37918,25.5
TR37919,25.5
TR37920,25.4
TR37921,25.3
TR37922,25.2
TR37923,25.4
TR37924,25.5
TR37925,25.5
TR37926,25.5
TR37927,25.4
TR37928,25.3
TR37929,25.1
TR37930,25
TR37931,25
TR37932,25
TR37933,25.1
TR37934,25.1
TR37935,25
TR37936,24.8
TR37937,24.7
TR37938,24.5
TR37939,24.6
TR37940,24.5
TR37941,24.4
TR37942,24.4
TR37943,24.4
TR37944,24.3
TR37945,24.4
TR37946,24.4
TR37947,24.4
TR37948,24.2
TR37949,24.3
TR37950,24.1
TR37951,24
TR37952,24
TR37953,24.1
TR37954,24.3
TR37955,24.3
TR37956,24.3
TR37957,24.3
TR37958,24.3
TR37959,24.4
TR37960,24.5
TR37961,24.4
TR37962,24.4
TR37963,24.6
TR37964,24.5
TR37965,24.9
TR37966,25.8
TR37967,26.2
TR37968,26.6
TR37969,26.8
TR37970,27
TR37971,27.2
TR37972,27.3
TR37973,27.9
TR37974,28.4
TR37975,28.1
TR37976,28
TR37977,27.6
TR37978,26.4
TR37979,25.4
TR37980,25.3
TR37981,25
TR37982,25
TR37983,25.3
TR37984,25.8
TR37985,26.6
TR37986,27.4
TR37987,27.8
TR37988,27.8
TR37989,28.3
TR37990,28.5
TR37991,28.6
TR37992,28.9
TR37993,29.7
TR37994,28.9
TR37995,29.3
TR37996,29.5
TR37997,29
TR37998,27.8
TR37999,27.7
TR38000,28.1
TR38001,28.2
TR38002,28.1
TR38003,28.4
TR38004,28.6
TR38005,28.6
TR38006,27.8
TR38007,27.1
TR38008,27.6
TR38009,28.2
TR38010,27.9
TR38011,28.1
TR38012,28.3
TR38013,28.5
TR38014,28.6
TR38015,28.4
TR38016,28.5
TR38017,28.7
TR38018,28.8
TR38019,28.7
TR38020,28.7
TR38021,28.7
TR38022,28.8
TR38023,28.8
TR38024,28.7
TR38025,28.6
TR38026,28.6
TR38027,28.6
TR38028,28.5
TR38029,28.2
TR38030,27.9
TR38031,27.5
TR38032,27.5
TR38033,27.2
TR38034,26.8
TR38035,26.6
TR38036,26.6
TR38037,26.6
TR38038,26.6
TR38039,26.6
TR38040,26.5
TR38041,26.3
TR38042,26.2
TR38043,26
TR38044,25.9
TR38045,25.8
TR38046,25.6
TR38047,25.7
TR38048,25.9
TR38049,25.8
TR38050,25.8
TR38051,25.9
TR38052,25.8
TR38053,25.5
TR38054,25.4
TR38055,25.5
TR38056,25.6
TR38057,25.6
TR38058,25.5
TR38059,25.4
TR38060,25.7
TR38061,25.8
TR38062,25.6
TR38063,25.5
TR38064,25.4
TR38065,25.5
TR38066,25.6
TR38067,25.6
TR38068,25.5
TR38069,25.4
TR38070,25.2
TR38071,25.2
TR38072,25.2
TR38073,24.9
TR38074,24.8
TR38075,24.8
TR38076,24.7
TR38077,24.8
TR38078,24.7
TR38079,24.7
TR38080,24.7
TR38081,24.7
TR38082,24.6
TR38083,24.6
TR38084,24.6
TR38085,24.6
TR38086,24.6
TR38087,24.6
TR38088,24.6
TR38089,24.6
TR38090,24.6
TR38091,24.6
TR38092,24.6
TR38093,24.6
TR38094,24.6
TR38095,24.6
TR38096,24.6
TR38097,24.6
TR38098,24.6
TR38099,24.6
TR38100,24.5
TR38101,24.5
TR38102,24.6
TR38103,24.6
TR38104,24.7
TR38105,24.7
TR38106,24.4
TR38107,24.3
TR38108,24.3
TR38109,24.5
TR38110,24.9
TR38111,25.3
TR38112,25.7
TR38113,26.4
TR38114,27
TR38115,27.4
TR38116,27.5
TR38117,27.8
TR38118,28
TR38119,27.7
TR38120,27.4
TR38121,27.4
TR38122,28.1
TR38123,28.5
TR38124,28.9
TR38125,29
TR38126,28.9
TR38127,29
TR38128,29.6
TR38129,29.6
TR38130,28.6
TR38131,27.7
TR38132,26
TR38133,26
TR38134,26.5
TR38135,27.1
TR38136,27.9
TR38137,28
TR38138,27.9
TR38139,27.8
TR38140,27.3
TR38141,26.4
TR38142,26
TR38143,26.2
TR38144,26.6
TR38145,27.2
TR38146,28
TR38147,28.3
TR38148,28.5
TR38149,29
TR38150,29.3
TR38151,29
TR38152,27.3
TR38153,26.1
TR38154,26.5
TR38155,27.3
TR38156,27.8
TR38157,28.3
TR38158,28.4
TR38159,28.4
TR38160,28.6
TR38161,28.6
TR38162,28.6
TR38163,28.7
TR38164,28.7
TR38165,28.6
TR38166,28.5
TR38167,28.5
TR38168,28.4
TR38169,28.4
TR38170,28.3
TR38171,28.1
TR38172,28
TR38173,27.8
TR38174,27.6
TR38175,27.5
TR38176,27.2
TR38177,27
TR38178,27
TR38179,26.7
TR38180,26.8
TR38181,26.8
TR38182,26.8
TR38183,26.7
TR38184,26.7
TR38185,26.6
TR38186,26.5
TR38187,26.5
TR38188,26.5
TR38189,26.5
TR38190,26.5
TR38191,26.4
TR38192,26.3
TR38193,26.2
TR38194,26.2
TR38195,26.2
TR38196,26.1
TR38197,26
TR38198,25.9
TR38199,25.8
TR38200,25.7
TR38201,25.7
TR38202,25.6
TR38203,25.5
TR38204,25.4
TR38205,25.3
TR38206,25.3
TR38207,25.3
TR38208,25.3
TR38209,25.3
TR38210,25.3
TR38211,25.2
TR38212,25.3
TR38213,25.3
TR38214,24.4
TR38215,23.5
TR38216,23.6
TR38217,23.5
TR38218,23.5
TR38219,23.6
TR38220,23.7
TR38221,23.7
TR38222,23.7
TR38223,23.7
TR38224,23.7
TR38225,23.8
TR38226,23.8
TR38227,23.8
TR38228,23.9
TR38229,23.9
TR38230,23.9
TR38231,23.9
TR38232,23.9
TR38233,24
TR38234,24
TR38235,24.1
TR38236,24.1
TR38237,24.2
TR38238,24.1
TR38239,24.1
TR38240,24.1
TR38241,24.2
TR38242,24.1
TR38243,24
TR38244,23.9
TR38245,23.9
TR38246,23.8
TR38247,23.8
TR38248,23.8
TR38249,23.8
TR38250,23.9
TR38251,24
TR38252,24.1
TR38253,24.3
TR38254,24.5
TR38255,24.7
TR38256,24.9
TR38257,25.1
TR38258,25.4
TR38259,25.7
TR38260,26.2
TR38261,26.4
TR38262,26.8
TR38263,27.5
TR38264,27.4
TR38265,27.8
TR38266,28
TR38267,28.4
TR38268,28.6
TR38269,28.5
TR38270,28.7
TR38271,29.4
TR38272,29.4
TR38273,29
TR38274,29
TR38275,29.3
TR38276,29.2
TR38277,29.2
TR38278,29.3
TR38279,29.2
TR38280,28.4
TR38281,27.6
TR38282,28
TR38283,28.4
TR38284,29
TR38285,29.5
TR38286,29.7
TR38287,29.7
TR38288,29.4
TR38289,29.2
TR38290,29
TR38291,29
TR38292,28.2
TR38293,26.9
TR38294,26.4
TR38295,26.2
TR38296,26
TR38297,25.9
TR38298,26
TR38299,26.3
TR38300,26.9
TR38301,27.1
TR38302,27.1
TR38303,27.2
TR38304,27.2
TR38305,27.1
TR38306,27.1
TR38307,27.2
TR38308,27.1
TR38309,27
TR38310,27.1
TR38311,27
TR38312,27
TR38313,26.9
TR38314,26.8
TR38315,26.6
TR38316,26.6
TR38317,26.4
TR38318,26.3
TR38319,26.2
TR38320,26.1
TR38321,26
TR38322,25.8
TR38323,25.6
TR38324,25.5
TR38325,25.5
TR38326,25.4
TR38327,25.5
TR38328,25.5
TR38329,25.4
TR38330,25.4
TR38331,25.3
TR38332,25.3
TR38333,25.3
TR38334,25.2
TR38335,25.3
TR38336,25.4
TR38337,25.3
TR38338,25.3
TR38339,25.2
TR38340,25.1
TR38341,25
TR38342,25
TR38343,25
TR38344,24.9
TR38345,24.8
TR38346,24.8
TR38347,24.8
TR38348,24.9
TR38349,24.9
TR38350,25
TR38351,24.9
TR38352,24.9
TR38353,24.9
TR38354,25
TR38355,25
TR38356,25
TR38357,25
TR38358,25.1
TR38359,25.3
TR38360,25.5
TR38361,25.3
TR38362,25.2
TR38363,25.3
TR38364,25.2
TR38365,24.9
TR38366,24.7
TR38367,24.6
TR38368,24.6
TR38369,24.6
TR38370,24.6
TR38371,24.5
TR38372,24.5
TR38373,24.6
TR38374,24.6
TR38375,24.5
TR38376,24.5
TR38377,24.3
TR38378,24.4
TR38379,24.3
TR38380,24.3
TR38381,24.2
TR38382,24.2
TR38383,24.2
TR38384,24.3
TR38385,24.3
TR38386,24.3
TR38387,24.2
TR38388,24.2
TR38389,24.2
TR38390,24.2
TR38391,24.4
TR38392,24.3
TR38393,24.3
TR38394,24.4
TR38395,24.5
TR38396,24.6
TR38397,24.9
TR38398,25.2
TR38399,25.7
TR38400,25.9
TR38401,26.2
TR38402,26.5
TR38403,26.8
TR38404,27.1
TR38405,27.5
TR38406,27.8
TR38407,27.9
TR38408,27.8
TR38409,28
TR38410,28.5
TR38411,28.8
TR38412,29.1
TR38413,29.6
TR38414,29.6
TR38415,29.7
TR38416,29.7
TR38417,29.8
TR38418,30
TR38419,30
TR38420,30
TR38421,30
TR38422,30.5
TR38423,31
TR38424,31
TR38425,30.9
TR38426,31
TR38427,30.7
TR38428,31.2
TR38429,31.3
TR38430,31.1
TR38431,31.2
TR38432,31.4
TR38433,32
TR38434,31.4
TR38435,30.9
TR38436,31.2
TR38437,31.3
TR38438,31.1
TR38439,31.2
TR38440,31.4
TR38441,31.4
TR38442,31.4
TR38443,31.2
TR38444,31.2
TR38445,31
TR38446,30.6
TR38447,30.6
TR38448,30.3
TR38449,30.5
TR38450,30.6
TR38451,30.6
TR38452,30.4
TR38453,30
TR38454,29.7
TR38455,29.5
TR38456,29.4
TR38457,29.3
TR38458,29.1
TR38459,28.9
TR38460,28.6
TR38461,28.4
TR38462,28.2
TR38463,27.9
TR38464,27.7
TR38465,27.5
TR38466,27.4
TR38467,27.3
TR38468,27.3
TR38469,26.9
TR38470,27
TR38471,26.7
TR38472,26.7
TR38473,26.6
TR38474,26.7
TR38475,26.5
TR38476,26.2
TR38477,26.3
TR38478,26.6
TR38479,26.6
TR38480,26.4
TR38481,26.4
TR38482,26.5
TR38483,26.4
TR38484,26.4
TR38485,26.4
TR38486,26.4
TR38487,26.5
TR38488,26.4
TR38489,26.2
TR38490,26.3
TR38491,26.4
TR38492,26.3
TR38493,26.1
TR38494,26.1
TR38495,26.1
TR38496,26
TR38497,26
TR38498,26
TR38499,26
TR38500,25.9
TR38501,25.8
TR38502,25.5
TR38503,25.4
TR38504,25.4
TR38505,25.5
