id_temperature,nilai_temperature
TR18905,27.3
TR18906,27.3
TR18907,27
TR18908,26.9
TR18909,26.7
TR18910,26.5
TR18911,26.4
TR18912,26.5
TR18913,26.8
TR18914,26.7
TR18915,26.8
TR18916,26.7
TR18917,26.6
TR18918,26.5
TR18919,26.4
TR18920,26.3
TR18921,26.3
TR18922,26.3
TR18923,26.2
TR18924,26.1
TR18925,26.2
TR18926,26
TR18927,25.9
TR18928,25.7
TR18929,25.6
TR18930,25.6
TR18931,25.6
TR18932,25.4
TR18933,25.3
TR18934,25.3
TR18935,25.2
TR18936,25.1
TR18937,25.2
TR18938,25.2
TR18939,25.2
TR18940,25
TR18941,24.6
TR18942,24.7
TR18943,24.8
TR18944,24.9
TR18945,25
TR18946,24.8
TR18947,24.8
TR18948,24.9
TR18949,24.8
TR18950,24.5
TR18951,24.7
TR18952,24.6
TR18953,24.6
TR18954,24.5
TR18955,24.5
TR18956,24.3
TR18957,24.3
TR18958,24.4
TR18959,24.3
TR18960,24.1
TR18961,24
TR18962,23.8
TR18963,23.7
TR18964,23.7
TR18965,23.8
TR18966,23.9
TR18967,23.9
TR18968,23.9
TR18969,24
TR18970,24
TR18971,23.9
TR18972,23.9
TR18973,24
TR18974,24
TR18975,24.2
TR18976,24.4
TR18977,24.4
TR18978,24.5
TR18979,24.5
TR18980,24.5
TR18981,24.6
TR18982,24.9
TR18983,24.9
TR18984,25
TR18985,25.1
TR18986,25.3
TR18987,25.6
TR18988,25.8
TR18989,26
TR18990,26.1
TR18991,26.5
TR18992,26.8
TR18993,27.1
TR18994,27.3
TR18995,27.4
TR18996,27.4
TR18997,27.3
TR18998,27.6
TR18999,27.6
TR19000,27.7
TR19001,27.9
TR19002,28.2
TR19003,28.1
TR19004,28.2
TR19005,28.2
TR19006,28
TR19007,28
TR19008,28.1
TR19009,28.2
TR19010,28.4
TR19011,28.5
TR19012,28.8
TR19013,28.7
TR19014,29
TR19015,29.3
TR19016,29.2
TR19017,28.9
TR19018,28.8
TR19019,28.8
TR19020,28.7
TR19021,28.8
TR19022,28.8
TR19023,28.6
TR19024,28.6
TR19025,28.7
TR19026,28.7
TR19027,28.9
TR19028,28.7
TR19029,28.5
TR19030,28.5
TR19031,28.6
TR19032,28.6
TR19033,28.4
TR19034,28.2
TR19035,28.1
TR19036,28
TR19037,27.9
TR19038,27.7
TR19039,27.5
TR19040,27.3
TR19041,27
TR19042,27.1
TR19043,27.4
TR19044,27.4
TR19045,27.4
TR19046,27.4
TR19047,27.3
TR19048,27
TR19049,27.1
TR19050,27.1
TR19051,27.1
TR19052,27.2
TR19053,27.1
TR19054,27
TR19055,27
TR19056,27.2
TR19057,27
TR19058,26.9
TR19059,26.8
TR19060,26.8
TR19061,26.5
TR19062,26.6
TR19063,26.5
TR19064,26.4
TR19065,26.7
TR19066,26.6
TR19067,26.5
TR19068,26.5
TR19069,26.4
TR19070,26.6
TR19071,26.7
TR19072,26.5
TR19073,26.5
TR19074,26.5
TR19075,26.5
TR19076,26.4
TR19077,26.5
TR19078,26.3
TR19079,26
TR19080,25.9
TR19081,25.4
TR19082,25.3
TR19083,25.1
TR19084,25.1
TR19085,25
TR19086,24.9
TR19087,24.9
TR19088,24.8
TR19089,24.8
TR19090,24.9
TR19091,24.9
TR19092,24.8
TR19093,24.7
TR19094,24.8
TR19095,24.7
TR19096,24.7
TR19097,24.5
TR19098,24.2
TR19099,24.2
TR19100,24.2
TR19101,24.4
TR19102,24.4
TR19103,24.4
TR19104,24.4
TR19105,24.4
TR19106,24.4
TR19107,24.4
TR19108,24.4
TR19109,24.4
TR19110,24.3
TR19111,24.4
TR19112,24.4
TR19113,24.5
TR19114,24.6
TR19115,24.7
TR19116,24.7
TR19117,24.9
TR19118,25
TR19119,25
TR19120,25.3
TR19121,25.5
TR19122,25.6
TR19123,25.9
TR19124,25.9
TR19125,26
TR19126,26.3
TR19127,26.6
TR19128,27.2
TR19129,27
TR19130,26.6
TR19131,26.4
TR19132,26.5
TR19133,26.6
TR19134,26.5
TR19135,27
TR19136,27.6
TR19137,27.9
TR19138,27.4
TR19139,27.9
TR19140,27.7
TR19141,27.7
TR19142,28.2
TR19143,28.2
TR19144,28.4
TR19145,28.7
TR19146,28.7
TR19147,28.9
TR19148,29
TR19149,28.9
TR19150,29.1
TR19151,28.7
TR19152,28.7
TR19153,28.8
TR19154,28.9
TR19155,28.6
TR19156,28.9
TR19157,29.1
TR19158,29.5
TR19159,29.9
TR19160,30.3
TR19161,30.2
TR19162,30.2
TR19163,30.5
TR19164,30.8
TR19165,30.4
TR19166,30.4
TR19167,30.7
TR19168,30.2
TR19169,29.7
TR19170,29.7
TR19171,29.6
TR19172,29.5
TR19173,29.1
TR19174,28.3
TR19175,27.3
TR19176,27.2
TR19177,27.5
TR19178,27.7
TR19179,27.6
TR19180,27
TR19181,26.1
TR19182,25.3
TR19183,25.1
TR19184,24.8
TR19185,25
TR19186,25.3
TR19187,25.2
TR19188,25.1
TR19189,25.4
TR19190,25.4
TR19191,25.3
TR19192,25.2
TR19193,25.2
TR19194,25.2
TR19195,25.3
TR19196,25.4
TR19197,25.2
TR19198,25.1
TR19199,24.9
TR19200,24.8
TR19201,24.9
TR19202,24.8
TR19203,24.6
TR19204,24.6
TR19205,24.6
TR19206,24.7
TR19207,24.6
TR19208,24.7
TR19209,24.8
TR19210,24.7
TR19211,24.7
TR19212,24.8
TR19213,24.9
TR19214,25
TR19215,25
TR19216,24.9
TR19217,24.9
TR19218,24.8
TR19219,24.6
TR19220,24.5
TR19221,24.6
TR19222,24.5
TR19223,24.3
TR19224,24.3
TR19225,24.1
TR19226,24.1
TR19227,24.1
TR19228,24.1
TR19229,24.1
TR19230,24.1
TR19231,24.1
TR19232,24.1
TR19233,24
TR19234,24
TR19235,24
TR19236,24.1
TR19237,24.2
TR19238,24.2
TR19239,24.2
TR19240,24.1
TR19241,23.9
TR19242,23.9
TR19243,23.9
TR19244,23.8
TR19245,23.7
TR19246,23.6
TR19247,23.6
TR19248,23.6
TR19249,23.7
TR19250,23.4
TR19251,23.6
TR19252,23.5
TR19253,23.6
TR19254,23.5
TR19255,23.5
TR19256,23.6
TR19257,23.7
TR19258,23.8
TR19259,23.9
TR19260,24.1
TR19261,24.4
TR19262,24.7
TR19263,24.8
TR19264,24.8
TR19265,25.1
TR19266,25.4
TR19267,25.7
TR19268,25.6
TR19269,25.8
TR19270,26.6
TR19271,26.9
TR19272,27.2
TR19273,26.7
TR19274,26.7
TR19275,26.9
TR19276,27
TR19277,27.3
TR19278,27.3
TR19279,27.6
TR19280,27.9
TR19281,28.1
TR19282,28.2
TR19283,28.1
TR19284,28
TR19285,28.4
TR19286,28.6
TR19287,28.8
TR19288,29
TR19289,29.4
TR19290,29.7
TR19291,29.6
TR19292,30
TR19293,30.3
TR19294,29.9
TR19295,29.8
TR19296,29.8
TR19297,29.5
TR19298,29.4
TR19299,29.4
TR19300,29.7
TR19301,29.5
TR19302,29.3
TR19303,29.6
TR19304,29
TR19305,28.2
TR19306,27.3
TR19307,27.8
TR19308,27.9
TR19309,27.6
TR19310,28.6
TR19311,28.4
TR19312,27.9
TR19313,28.4
TR19314,28.3
TR19315,28.2
TR19316,27.9
TR19317,26
TR19318,24.3
TR19319,24.5
TR19320,24.8
TR19321,25.5
TR19322,25
TR19323,24.6
TR19324,24.6
TR19325,24.6
TR19326,24.6
TR19327,24.6
TR19328,24.7
TR19329,24.6
TR19330,24.6
TR19331,24.8
TR19332,24.8
TR19333,24.8
TR19334,24.8
TR19335,24.8
TR19336,24.8
TR19337,24.7
TR19338,24.5
TR19339,24.4
TR19340,24.3
TR19341,24
TR19342,23.9
TR19343,23.8
TR19344,23.9
TR19345,23.8
TR19346,23.7
TR19347,23.6
TR19348,23.7
TR19349,23.8
TR19350,23.8
TR19351,23.8
TR19352,23.8
TR19353,23.8
TR19354,23.8
TR19355,23.8
TR19356,23.8
TR19357,23.8
TR19358,23.8
TR19359,23.9
TR19360,23.8
TR19361,23.8
TR19362,23.8
TR19363,23.8
TR19364,23.8
TR19365,23.8
TR19366,23.9
TR19367,23.9
TR19368,23.9
TR19369,24
TR19370,24
TR19371,24
TR19372,24
TR19373,24
TR19374,24
TR19375,23.9
TR19376,23.8
TR19377,23.7
TR19378,23.7
TR19379,23.8
TR19380,23.8
TR19381,23.8
TR19382,23.7
TR19383,23.6
TR19384,23.7
TR19385,23.7
TR19386,23.8
TR19387,23.8
TR19388,23.9
TR19389,23.9
TR19390,23.9
TR19391,24
TR19392,23.8
TR19393,23.7
TR19394,23.6
TR19395,23.7
TR19396,23.7
TR19397,23.6
TR19398,23.4
TR19399,23.4
TR19400,23.4
TR19401,23.4
TR19402,23.4
TR19403,23.4
TR19404,23.4
TR19405,23.5
TR19406,23.6
TR19407,23.6
TR19408,23.6
TR19409,23.6
TR19410,23.8
TR19411,23.8
TR19412,23.7
TR19413,24
TR19414,23.8
TR19415,23.5
TR19416,23.7
TR19417,23.9
TR19418,23.9
TR19419,23.8
TR19420,23.8
TR19421,24
TR19422,24.3
TR19423,24.5
TR19424,24.7
TR19425,24.9
TR19426,25.1
TR19427,25.3
TR19428,25.5
TR19429,25.7
TR19430,26
TR19431,26.1
TR19432,26.2
TR19433,26.2
TR19434,26.3
TR19435,26.5
TR19436,26.6
TR19437,26.9
TR19438,27
TR19439,27.1
TR19440,27.3
TR19441,27.5
TR19442,27.4
TR19443,27.4
TR19444,27.5
TR19445,27.7
TR19446,27.8
TR19447,27.8
TR19448,27.8
TR19449,27.8
TR19450,27.9
TR19451,27.9
TR19452,27.9
TR19453,28
TR19454,28.2
TR19455,28.1
TR19456,28.1
TR19457,28.2
TR19458,28.3
TR19459,28.4
TR19460,28.4
TR19461,28.4
TR19462,28.4
TR19463,28.4
TR19464,28.5
TR19465,28.7
TR19466,28.5
TR19467,28.3
TR19468,27.7
TR19469,27.3
TR19470,27.2
TR19471,26.9
TR19472,26.7
TR19473,26.5
TR19474,26.2
TR19475,26.2
TR19476,26.4
TR19477,26
TR19478,25.8
TR19479,25.7
TR19480,25.7
TR19481,25.8
TR19482,25.6
TR19483,25.4
TR19484,25.6
TR19485,25.4
TR19486,25.2
TR19487,25.2
TR19488,25.1
TR19489,24.9
TR19490,25
TR19491,24.9
TR19492,25
TR19493,25
TR19494,24.8
TR19495,25
TR19496,25
TR19497,24.9
TR19498,24.8
TR19499,24.5
TR19500,24.4
TR19501,24.5
TR19502,24.6
TR19503,24.6
TR19504,24.2
TR19505,24.1
TR19506,24.2
TR19507,24.2
TR19508,24.2
TR19509,24.1
TR19510,24
TR19511,24
TR19512,24.1
TR19513,23.9
TR19514,23.7
TR19515,23.8
TR19516,24
TR19517,24
TR19518,23.7
TR19519,23.6
TR19520,23.6
TR19521,23.7
TR19522,23.7
TR19523,23.7
TR19524,23.7
TR19525,23.7
TR19526,23.7
TR19527,23.8
TR19528,23.8
TR19529,23.8
TR19530,23.8
TR19531,23.8
TR19532,23.9
TR19533,23.9
TR19534,23.6
TR19535,23.5
TR19536,23.4
TR19537,23.5
TR19538,23.5
TR19539,23.6
TR19540,23.6
TR19541,23.5
TR19542,23.5
TR19543,23.6
TR19544,23.6
TR19545,23.5
TR19546,23.7
TR19547,23.9
TR19548,24
TR19549,24.2
TR19550,24.4
TR19551,24.5
TR19552,24.7
TR19553,24.9
TR19554,25.2
TR19555,25.5
TR19556,25.8
TR19557,25.9
TR19558,26
TR19559,26
TR19560,26.2
TR19561,26.4
TR19562,26.5
TR19563,26.7
TR19564,27.1
TR19565,27.5
TR19566,27.7
TR19567,27.8
TR19568,27.6
TR19569,27.7
TR19570,28
TR19571,28.4
TR19572,28.7
TR19573,28.8
TR19574,29
TR19575,29.1
TR19576,29.2
TR19577,29.2
TR19578,29.3
TR19579,29
TR19580,29
TR19581,29.1
TR19582,29.4
TR19583,29.4
TR19584,29.3
TR19585,29.5
TR19586,29.5
TR19587,29.4
TR19588,29.6
TR19589,29.3
TR19590,29.3
TR19591,29.4
TR19592,28.9
TR19593,28.3
TR19594,28.6
TR19595,28.7
TR19596,29.2
TR19597,29.4
TR19598,29.5
TR19599,29.1
TR19600,29
TR19601,28.8
TR19602,29.1
TR19603,29
TR19604,28.7
TR19605,28.6
TR19606,28.5
TR19607,28.4
TR19608,28.2
TR19609,27.9
TR19610,27.6
TR19611,27.4
TR19612,27.2
TR19613,27.1
TR19614,27
TR19615,26.9
TR19616,26.7
TR19617,26.4
TR19618,26.3
TR19619,26.2
TR19620,26.1
TR19621,26.2
TR19622,26.4
TR19623,26.5
TR19624,26.6
TR19625,26.6
TR19626,26.5
TR19627,26.5
TR19628,26.3
TR19629,26.1
TR19630,26.2
TR19631,26.2
TR19632,26.2
TR19633,26.1
TR19634,25.9
TR19635,25.9
TR19636,26
TR19637,25.9
TR19638,25.8
TR19639,25.7
TR19640,25.6
TR19641,25.5
TR19642,25.4
TR19643,25.4
TR19644,25.3
TR19645,25.2
TR19646,25
TR19647,24.9
TR19648,24.9
TR19649,25
TR19650,25
TR19651,25
TR19652,24.9
TR19653,25
TR19654,25
TR19655,25
TR19656,25
TR19657,25
TR19658,25.1
TR19659,25
TR19660,24.9
TR19661,24.9
TR19662,24.8
TR19663,24.7
TR19664,24.7
TR19665,24.8
TR19666,24.7
TR19667,24.6
TR19668,24.6
TR19669,24.5
TR19670,24.5
TR19671,24.4
TR19672,24.3
TR19673,24.4
TR19674,24.5
TR19675,24.6
TR19676,24.6
TR19677,24.7
TR19678,24.7
TR19679,24.6
TR19680,24.6
TR19681,24.6
TR19682,24.6
TR19683,24.6
TR19684,24.6
TR19685,24.6
TR19686,24.6
TR19687,24.6
TR19688,24.7
TR19689,24.7
TR19690,24.8
TR19691,24.8
TR19692,24.8
TR19693,24.9
TR19694,24.9
TR19695,25.1
TR19696,25.1
TR19697,25.3
TR19698,25.4
TR19699,25.6
TR19700,25.7
TR19701,25.7
TR19702,25.8
TR19703,25.9
TR19704,26.1
TR19705,26.2
TR19706,26.4
TR19707,26.4
TR19708,26.4
TR19709,26.6
TR19710,26.6
TR19711,26.9
TR19712,26.8
TR19713,26.7
TR19714,26.8
TR19715,26.9
TR19716,27.1
TR19717,27.4
TR19718,27.8
TR19719,28
TR19720,27.9
TR19721,28.1
TR19722,28.6
TR19723,28.8
TR19724,29
TR19725,29.4
TR19726,28.9
TR19727,29.1
TR19728,29.5
TR19729,29.4
TR19730,29.5
TR19731,29.5
TR19732,29.7
TR19733,29.5
TR19734,29.5
TR19735,29.4
TR19736,29.6
TR19737,29.6
TR19738,29.5
TR19739,29.5
TR19740,29.6
TR19741,29.2
TR19742,28.9
TR19743,28.8
TR19744,28.8
TR19745,28.7
TR19746,28.6
TR19747,28.3
TR19748,26.9
TR19749,26.7
TR19750,26.7
TR19751,26.4
TR19752,26.3
TR19753,26.4
TR19754,26.4
TR19755,26
TR19756,25.6
TR19757,25.3
TR19758,25
TR19759,24.8
TR19760,25
TR19761,25.1
TR19762,25.1
TR19763,25.1
TR19764,25.1
TR19765,25.2
TR19766,25.2
TR19767,25.2
TR19768,25.2
TR19769,25.4
TR19770,25.3
TR19771,25.3
TR19772,25.4
TR19773,25.4
TR19774,25.4
TR19775,25.3
TR19776,25.3
TR19777,25.2
TR19778,25.1
TR19779,25.1
TR19780,25
TR19781,25.1
TR19782,25.2
TR19783,25.2
TR19784,25.3
TR19785,25.3
TR19786,25.2
TR19787,25.1
TR19788,25.2
TR19789,25.3
TR19790,25.3
TR19791,25.3
TR19792,25.2
TR19793,25
TR19794,24.8
TR19795,24.7
TR19796,24.6
TR19797,24.7
TR19798,24.6
TR19799,24.6
TR19800,24.6
TR19801,24.6
TR19802,24.6
TR19803,24.5
TR19804,24.5
TR19805,24.6
TR19806,24.6
TR19807,24.6
TR19808,24.5
TR19809,23.7
TR19810,23.5
TR19811,23.7
TR19812,23.9
TR19813,23.8
TR19814,24
TR19815,24.1
TR19816,24.2
TR19817,24.1
TR19818,24.1
TR19819,24.4
TR19820,24.9
TR19821,25.1
TR19822,25.1
TR19823,25.3
TR19824,25.4
TR19825,25.2
TR19826,25.1
TR19827,24.9
TR19828,24.8
TR19829,24.8
TR19830,24.6
TR19831,24.5
TR19832,24.4
TR19833,24.5
TR19834,24.5
TR19835,23.7
TR19836,23.6
TR19837,23.7
TR19838,23.8
TR19839,23.9
TR19840,24
TR19841,24.2
TR19842,24.3
TR19843,24.4
TR19844,24.7
TR19845,24.9
TR19846,25.1
TR19847,25.3
TR19848,25.4
TR19849,25.8
TR19850,25.9
TR19851,25.9
TR19852,26
TR19853,26.1
TR19854,26.2
TR19855,26.3
TR19856,26.4
TR19857,26.6
TR19858,26.8
TR19859,27.2
TR19860,27.2
TR19861,27.2
TR19862,27.6
TR19863,27.7
TR19864,27.5
TR19865,27.7
TR19866,28
TR19867,28.2
TR19868,27.9
TR19869,28.1
TR19870,28.3
TR19871,28.4
TR19872,28.7
TR19873,28.9
TR19874,28.8
TR19875,28.7
TR19876,28.7
TR19877,28.5
TR19878,28.7
TR19879,28.8
TR19880,28.8
TR19881,28.8
TR19882,28.7
TR19883,28.2
TR19884,27.9
TR19885,27.8
TR19886,27.9
TR19887,27.8
TR19888,27.6
TR19889,27.6
TR19890,27.6
TR19891,27.7
TR19892,27.7
TR19893,27.6
TR19894,27.6
TR19895,27.5
TR19896,27.4
TR19897,27.4
TR19898,27.4
TR19899,27.3
TR19900,27.1
TR19901,27.1
TR19902,27
TR19903,26.9
TR19904,26.7
TR19905,26.7
TR19906,26.9
TR19907,27.7
TR19908,27.7
TR19909,27.5
TR19910,27.5
TR19911,27.6
TR19912,27.5
TR19913,27.4
TR19914,27.3
TR19915,27.3
TR19916,27
TR19917,25.8
TR19918,25.6
TR19919,25.9
TR19920,26.5
TR19921,26.7
TR19922,26.1
TR19923,25.5
TR19924,25.6
TR19925,25.3
TR19926,25.3
TR19927,25.3
TR19928,25.6
TR19929,25.6
TR19930,25.4
TR19931,25.2
TR19932,25.2
TR19933,25.1
TR19934,24.9
TR19935,25.4
TR19936,24.9
TR19937,24.6
TR19938,24.6
TR19939,24.7
TR19940,24.7
TR19941,25
TR19942,24.9
TR19943,24.5
TR19944,24.6
TR19945,25.1
TR19946,25.2
TR19947,25
TR19948,24.7
TR19949,24.6
TR19950,24.8
TR19951,24.8
TR19952,25.3
TR19953,25.7
TR19954,25.7
TR19955,25.7
TR19956,25.7
TR19957,25.3
TR19958,24.9
TR19959,24.9
TR19960,25.2
TR19961,25.5
TR19962,25.5
TR19963,25.5
TR19964,25
TR19965,24.7
TR19966,25.1
TR19967,25.8
TR19968,25.5
TR19969,25.4
TR19970,25.5
TR19971,25.2
TR19972,24.9
TR19973,24.5
TR19974,24.3
TR19975,24.5
TR19976,24.8
TR19977,24.7
TR19978,24.6
TR19979,24.7
TR19980,25.2
TR19981,25.9
TR19982,26.6
TR19983,27
TR19984,27.1
TR19985,26.9
TR19986,26.7
TR19987,26.7
TR19988,26.9
TR19989,27.1
TR19990,27.4
TR19991,27.6
TR19992,27.7
TR19993,27.9
TR19994,27.9
TR19995,27.8
TR19996,27.9
TR19997,28.3
TR19998,28.6
TR19999,29.3
TR20000,29.8
TR20001,30.1
TR20002,30.2
TR20003,30.2
TR20004,30
TR20005,30.6
TR20006,30.8
TR20007,30.6
TR20008,30.4
TR20009,30.3
TR20010,30.3
TR20011,30.1
TR20012,30
TR20013,30.1
TR20014,30.3
TR20015,30.3
TR20016,30.3
TR20017,30.3
TR20018,30
TR20019,30
TR20020,30
TR20021,29.9
TR20022,30.1
TR20023,30
TR20024,30
TR20025,30.1
TR20026,31
TR20027,31.6
TR20028,31.6
TR20029,31.5
TR20030,31.5
TR20031,32
TR20032,31.9
TR20033,31.3
TR20034,31.2
TR20035,31
TR20036,31.1
TR20037,30.8
TR20038,30.7
TR20039,30.7
TR20040,30.7
TR20041,30.7
TR20042,30.7
TR20043,30.6
TR20044,30.6
TR20045,30.4
TR20046,30.1
TR20047,29.9
TR20048,29.4
TR20049,29.3
TR20050,29.2
TR20051,29.2
TR20052,29.1
TR20053,28.9
TR20054,28.7
TR20055,29
TR20056,28.7
TR20057,28.5
TR20058,28.4
TR20059,28.3
TR20060,28.3
TR20061,28.4
TR20062,28.3
TR20063,28.3
TR20064,28.3
TR20065,28.2
TR20066,28.3
TR20067,28.4
TR20068,28.1
TR20069,28.1
TR20070,28.2
TR20071,28.1
TR20072,27.9
TR20073,27.8
TR20074,27.7
TR20075,27.4
TR20076,27.2
TR20077,27.3
TR20078,27.1
TR20079,26.8
TR20080,26.4
TR20081,26.1
TR20082,25.9
TR20083,25.7
TR20084,25.7
TR20085,25.7
TR20086,25.5
TR20087,25.3
TR20088,25.3
TR20089,25.1
TR20090,24.7
TR20091,24.6
TR20092,24.6
TR20093,24.6
TR20094,24.4
TR20095,24.3
TR20096,24.3
TR20097,24.3
TR20098,24.3
TR20099,24.4
TR20100,24.4
TR20101,24.7
TR20102,24.6
TR20103,24.5
TR20104,24.7
TR20105,24.7
TR20106,24.8
TR20107,24.9
TR20108,25.1
TR20109,25
TR20110,24.9
TR20111,25.2
TR20112,25.5
TR20113,25.5
TR20114,25.4
TR20115,25.3
TR20116,25.4
TR20117,25.3
TR20118,25.3
TR20119,25.3
TR20120,25.3
TR20121,25.4
TR20122,25.4
TR20123,25.6
TR20124,25.9
TR20125,26.4
TR20126,26.8
TR20127,27.1
TR20128,27.1
TR20129,27.3
TR20130,27.7
TR20131,27.7
TR20132,27.7
TR20133,27.9
TR20134,28.1
TR20135,28.5
TR20136,28.9
TR20137,29.1
TR20138,29
TR20139,29.1
TR20140,29.4
TR20141,29.4
TR20142,29.1
TR20143,29.2
TR20144,29.5
TR20145,29.7
TR20146,30
TR20147,30.2
TR20148,30.4
TR20149,30.7
TR20150,30.7
TR20151,30.8
TR20152,30.8
TR20153,30.8
TR20154,31.2
TR20155,31.4
TR20156,31.3
TR20157,31.7
TR20158,31.9
TR20159,32
TR20160,31.6
TR20161,31.1
TR20162,31.4
TR20163,31.3
TR20164,32.1
TR20165,32.3
TR20166,32.4
TR20167,32.2
TR20168,31.9
TR20169,31.8
TR20170,31.6
TR20171,31.9
TR20172,31.8
TR20173,31.3
TR20174,31.8
TR20175,31.6
TR20176,31.2
TR20177,31.4
TR20178,31.7
TR20179,31.6
TR20180,31.3
TR20181,31.3
TR20182,31.1
TR20183,30.9
TR20184,30.6
TR20185,30.2
TR20186,30
TR20187,30
TR20188,29.5
TR20189,28.7
TR20190,27.9
TR20191,27.8
TR20192,27.4
TR20193,26.4
TR20194,26.2
TR20195,26.5
TR20196,26.4
TR20197,26.3
TR20198,26.2
TR20199,25.9
TR20200,25.8
TR20201,25.8
TR20202,25.4
TR20203,25
TR20204,24.8
TR20205,24.7
TR20206,24.9
TR20207,25
TR20208,24.8
TR20209,24.8
TR20210,24.8
TR20211,24.9
TR20212,24.6
TR20213,24.5
TR20214,24.5
TR20215,24.6
TR20216,25.4
TR20217,25.5
TR20218,25.3
TR20219,24.7
TR20220,24.4
TR20221,24.3
TR20222,24.3
TR20223,24.5
TR20224,24.4
TR20225,24.4
TR20226,24.7
TR20227,25
TR20228,24.9
TR20229,25.1
TR20230,25.3
TR20231,25.4
TR20232,25.5
TR20233,25.4
TR20234,25
TR20235,24.4
TR20236,24.1
TR20237,24.2
TR20238,24
TR20239,23.8
TR20240,23.8
TR20241,24
TR20242,24.2
TR20243,24.2
TR20244,24.2
TR20245,24.1
TR20246,24.1
TR20247,24.1
TR20248,24
TR20249,24
TR20250,24
TR20251,24
TR20252,24.1
TR20253,24.5
TR20254,24.6
TR20255,24.2
TR20256,24.2
TR20257,24.1
TR20258,24.2
TR20259,24.2
TR20260,24.2
TR20261,24
TR20262,24.1
TR20263,24.2
TR20264,24.4
TR20265,24.4
TR20266,24.6
TR20267,24.8
TR20268,25
TR20269,25.2
TR20270,25.4
TR20271,25.3
TR20272,25.4
TR20273,25.5
TR20274,25.8
TR20275,26
TR20276,26.3
TR20277,26.8
TR20278,26.8
TR20279,26.9
TR20280,27
TR20281,27
TR20282,27.3
TR20283,27.7
TR20284,27.6
TR20285,27.8
TR20286,28.2
TR20287,29.1
TR20288,29.7
TR20289,30.1
TR20290,29.6
TR20291,30.3
TR20292,30.4
TR20293,31.2
TR20294,31.4
TR20295,31
TR20296,30.2
TR20297,30.1
TR20298,30
TR20299,30
TR20300,30.4
TR20301,30.7
TR20302,30.9
TR20303,30.8
TR20304,30.6
TR20305,30.9
TR20306,31.1
TR20307,29.8
TR20308,29.3
TR20309,29
TR20310,29.4
TR20311,30
TR20312,29.9
TR20313,29.8
TR20314,29.5
TR20315,29.2
TR20316,29
TR20317,29
TR20318,28.1
TR20319,26.4
TR20320,27
TR20321,27.4
TR20322,27.6
TR20323,28
TR20324,28
TR20325,28.2
TR20326,28.2
TR20327,28.2
TR20328,28.1
TR20329,27.8
TR20330,27.7
TR20331,27.8
TR20332,27.7
TR20333,27.7
TR20334,27.4
TR20335,27.1
TR20336,27.1
TR20337,27.1
TR20338,27.2
TR20339,26.7
TR20340,26.5
TR20341,26.2
TR20342,26
TR20343,25.9
TR20344,25.8
TR20345,25.7
TR20346,25.6
TR20347,25.4
TR20348,25.3
TR20349,25.2
TR20350,25.2
TR20351,25.1
TR20352,25.1
TR20353,25
TR20354,24.8
TR20355,24.6
TR20356,24.5
TR20357,24.4
TR20358,24.4
TR20359,24.4
TR20360,24.4
TR20361,24.5
TR20362,24.6
TR20363,24.6
TR20364,24.7
TR20365,24.7
TR20366,24.6
TR20367,24.6
TR20368,24.7
TR20369,24.6
TR20370,24.6
TR20371,24.4
TR20372,24.3
TR20373,24.4
TR20374,24.4
TR20375,24.3
TR20376,24.3
TR20377,24.1
TR20378,24.1
TR20379,23.9
TR20380,24
TR20381,24
TR20382,23.8
TR20383,23.6
TR20384,23.4
TR20385,23.4
TR20386,23.4
TR20387,23.5
TR20388,23.5
TR20389,23.6
TR20390,23.6
TR20391,23.5
TR20392,23.4
TR20393,23.3
TR20394,23.2
TR20395,23.2
TR20396,23.1
TR20397,23
TR20398,22.8
TR20399,22.7
TR20400,22.7
TR20401,22.8
TR20402,22.7
TR20403,22.9
TR20404,23
TR20405,23.1
TR20406,23
TR20407,23
TR20408,23.3
TR20409,23.6
TR20410,23.9
TR20411,24.1
TR20412,24.3
TR20413,24.8
TR20414,25.2
TR20415,25.5
TR20416,26
TR20417,26.4
TR20418,26.5
TR20419,26.5
TR20420,26.8
TR20421,27.1
TR20422,33
TR20423,28.3
TR20424,28.3
TR20425,28.6
TR20426,28.9
TR20427,29.1
TR20428,29.4
TR20429,29.6
TR20430,29.8
TR20431,29.9
TR20432,30.2
TR20433,30.2
TR20434,30.3
TR20435,30.3
TR20436,30.4
TR20437,29.8
TR20438,29.6
TR20439,29.5
TR20440,29.5
TR20441,29.5
TR20442,29.7
TR20443,29.8
TR20444,30
TR20445,30.2
TR20446,30.6
TR20447,30.6
TR20448,30.6
TR20449,30.6
TR20450,30.4
TR20451,30.5
TR20452,30.2
TR20453,30.1
TR20454,30.6
TR20455,30.1
TR20456,29.5
TR20457,28.9
TR20458,28.4
TR20459,28.1
TR20460,28.4
TR20461,29
TR20462,29.3
TR20463,29
TR20464,28.5
TR20465,28.3
TR20466,28.1
TR20467,27.2
TR20468,26.6
TR20469,26.4
TR20470,26.4
TR20471,26.2
TR20472,26
TR20473,25.9
TR20474,25.9
TR20475,25.7
TR20476,25.7
TR20477,25.8
TR20478,25.7
TR20479,25.6
TR20480,25.6
TR20481,25.5
TR20482,25.6
TR20483,25.9
TR20484,25.7
TR20485,25.5
TR20486,25.2
TR20487,25.1
TR20488,25.2
TR20489,25.4
TR20490,25.5
TR20491,25.4
TR20492,25.4
TR20493,25.4
