id_wind_d,nilai_wind_d
WD4829,231.8
WD4830,240.6
WD4831,279.2
WD4832,277.9
WD4833,270.3
WD4834,261.1
WD4835,245.6
WD4836,263.5
WD4837,265.8
WD4838,334.8
WD4839,249
WD4840,239.7
WD4841,223.2
WD4842,216.1
WD4843,217.7
WD4844,209.6
WD4845,212.5
WD4846,220.1
WD4847,210.8
WD4848,209.1
WD4849,207.5
WD4850,210.7
WD4851,208.7
WD4852,196.8
WD4853,192
WD4854,203.9
WD4855,190.7
WD4856,201.7
WD4857,213.4
WD4858,208.3
WD4859,207.2
WD4860,204.1
WD4861,204
WD4862,207.2
WD4863,198.6
WD4864,199.6
WD4865,192.5
WD4866,193
WD4867,193.5
WD4868,185.2
WD4869,196.2
WD4870,186.8
WD4871,180.6
WD4872,189
WD4873,181
WD4874,185.4
WD4875,191.1
WD4876,187.1
WD4877,196.5
WD4878,200.3
WD4879,185.5
WD4880,187.2
WD4881,196.9
WD4882,195.9
WD4883,186.8
WD4884,190.7
WD4885,193.6
WD4886,194
WD4887,190.6
WD4888,195.7
WD4889,192.1
WD4890,194.3
WD4891,196.7
WD4892,191.6
WD4893,193.2
WD4894,184.2
WD4895,187.6
WD4896,180.3
WD4897,188
WD4898,196
WD4899,192.4
WD4900,190.4
WD4901,187.4
WD4902,196.9
WD4903,202.9
WD4904,200.5
WD4905,191.7
WD4906,190.2
WD4907,180
WD4908,194.7
WD4909,194
WD4910,183.5
WD4911,198
WD4912,201.7
WD4913,188.3
WD4914,192.8
WD4915,193.9
WD4916,191.9
WD4917,187.9
WD4918,181.6
WD4919,185.6
WD4920,189.3
WD4921,186.8
WD4922,190.6
WD4923,189.9
WD4924,189
WD4925,188.2
WD4926,190.9
WD4927,191.9
WD4928,185.7
WD4929,181.7
WD4930,188.4
WD4931,192.1
WD4932,192.9
WD4933,197.5
WD4934,194.1
WD4935,192.5
WD4936,192.1
WD4937,194.4
WD4938,202.7
WD4939,198.5
WD4940,202.1
WD4941,202.6
WD4942,202
WD4943,194.7
WD4944,186.4
WD4945,183.7
WD4946,183.2
WD4947,187.6
WD4948,192
WD4949,188.4
WD4950,193.8
WD4951,195.6
WD4952,194.9
WD4953,195.6
WD4954,193.8
WD4955,194
WD4956,196.9
WD4957,198.7
WD4958,195.9
WD4959,199.8
WD4960,201.2
WD4961,211
WD4962,211.1
WD4963,208.2
WD4964,212.1
WD4965,215.8
WD4966,213.1
WD4967,214.7
WD4968,217.7
WD4969,224
WD4970,226.5
WD4971,224.8
WD4972,230.4
WD4973,240.5
WD4974,260.6
WD4975,251.1
WD4976,247.9
WD4977,300.2
WD4978,342.7
WD4979,351.9
WD4980,342.7
WD4981,347
WD4982,136
WD4983,81.7
WD4984,257.3
WD4985,275.9
WD4986,307.4
WD4987,270.8
WD4988,245.8
WD4989,288.3
WD4990,322.1
WD4991,284.6
WD4992,279.8
WD4993,297.7
WD4994,322.9
WD4995,349.9
WD4996,352.5
WD4997,304.8
WD4998,262.5
WD4999,288.1
WD5000,252.3
WD5001,251.9
WD5002,272.7
WD5003,279.4
WD5004,288
WD5005,327.8
WD5006,350
WD5007,355.9
WD5008,353
WD5009,16.7
WD5010,2.3
WD5011,244.5
WD5012,203.3
WD5013,253.6
WD5014,67.8
WD5015,339.2
WD5016,357
WD5017,6.5
WD5018,8.5
WD5019,2.1
WD5020,345.9
WD5021,36.2
WD5022,339.4
WD5023,355.9
WD5024,354.2
WD5025,43.6
WD5026,342.9
WD5027,24.7
WD5028,27.4
WD5029,12.6
WD5030,3.9
WD5031,357.6
WD5032,49.3
WD5033,31.6
WD5034,81
WD5035,19.1
WD5036,336.9
WD5037,0.4
WD5038,19
WD5039,33.3
WD5040,38
WD5041,106.5
WD5042,147.8
WD5043,153.2
WD5044,154.8
WD5045,103
WD5046,97.3
WD5047,81
WD5048,96
WD5049,102.6
WD5050,90.4
WD5051,84.6
WD5052,127
WD5053,124.8
WD5054,122.1
WD5055,151.3
WD5056,193.2
WD5057,190.3
WD5058,194.2
WD5059,206.4
WD5060,199.3
WD5061,197.8
WD5062,201.8
WD5063,199.8
WD5064,200.3
WD5065,199.1
WD5066,202.9
WD5067,201
WD5068,199.7
WD5069,196.6
WD5070,194.1
WD5071,191.8
WD5072,201.2
WD5073,201.6
WD5074,202.5
WD5075,205.9
WD5076,202.3
WD5077,204.4
WD5078,193.9
WD5079,195.3
WD5080,200
WD5081,203
WD5082,200
WD5083,195.8
WD5084,201.8
WD5085,202.3
WD5086,197.3
WD5087,194.7
WD5088,188.7
WD5089,196.1
WD5090,203.1
WD5091,204.4
WD5092,203
WD5093,200.9
WD5094,205.4
WD5095,204.2
WD5096,212.4
WD5097,216.4
WD5098,213.6
WD5099,209.1
WD5100,208.8
WD5101,210.6
WD5102,206.4
WD5103,201.8
WD5104,207.3
WD5105,204.7
WD5106,205.2
WD5107,205.9
WD5108,210.8
WD5109,217.4
WD5110,222.6
WD5111,230.6
WD5112,237.5
WD5113,239.5
WD5114,240.9
WD5115,258
WD5116,269.1
WD5117,265
WD5118,262.9
WD5119,258.3
WD5120,259.5
WD5121,253.7
WD5122,268.7
WD5123,274.2
WD5124,292.4
WD5125,281.5
WD5126,278.7
WD5127,273
WD5128,269.1
WD5129,268.2
WD5130,260.3
WD5131,263.6
WD5132,273.8
WD5133,267.9
WD5134,273.9
WD5135,275.8
WD5136,265.5
WD5137,266.1
WD5138,255.2
WD5139,249.2
WD5140,248.9
WD5141,238.9
WD5142,214.1
WD5143,200
WD5144,111.4
WD5145,62.2
WD5146,89.8
WD5147,84.1
WD5148,340.2
WD5149,331.3
WD5150,18
WD5151,19
WD5152,2.8
WD5153,34.2
WD5154,22.8
WD5155,47.6
WD5156,60.1
WD5157,79.9
WD5158,124.4
WD5159,141.9
WD5160,194.8
WD5161,202.3
WD5162,213.2
WD5163,205
WD5164,203.2
WD5165,188.7
WD5166,179.8
WD5167,186.6
WD5168,201.7
WD5169,200.5
WD5170,181
WD5171,197
WD5172,207.7
WD5173,200.3
WD5174,164.8
WD5175,170.9
WD5176,161
WD5177,170.7
WD5178,164.7
WD5179,152.5
WD5180,146
WD5181,143.9
WD5182,206.8
WD5183,165.9
WD5184,164.3
WD5185,157.2
WD5186,170.8
WD5187,161.4
WD5188,91.3
WD5189,96.5
WD5190,120.8
WD5191,123.2
WD5192,126.4
WD5193,120.6
WD5194,121.3
WD5195,109.4
WD5196,127.7
WD5197,126.6
WD5198,154.4
WD5199,159
WD5200,170.2
WD5201,178.6
WD5202,210.9
WD5203,215.9
WD5204,215.8
WD5205,210.9
WD5206,215.4
WD5207,223
WD5208,220
WD5209,242.5
WD5210,249.7
WD5211,263.8
WD5212,266
WD5213,270.9
WD5214,272
WD5215,276.7
WD5216,275.7
WD5217,281.2
WD5218,284.8
WD5219,285.6
WD5220,287.6
WD5221,283
WD5222,287.9
WD5223,289.7
WD5224,294.7
WD5225,301.9
WD5226,341
WD5227,346.1
WD5228,331.2
WD5229,319
WD5230,322.3
WD5231,345.5
WD5232,52.3
WD5233,43.3
WD5234,53.4
WD5235,82.8
WD5236,192.7
WD5237,334.4
WD5238,31.6
WD5239,155.6
WD5240,117.1
WD5241,87.7
WD5242,89.5
WD5243,90.6
WD5244,89.8
WD5245,98.4
WD5246,104.6
WD5247,124.3
WD5248,84.8
WD5249,74.4
WD5250,87.5
WD5251,132.9
WD5252,213
WD5253,221.5
WD5254,222.6
WD5255,208.5
WD5256,210.3
WD5257,194.1
WD5258,188.9
WD5259,220.2
WD5260,222.2
WD5261,220.5
WD5262,215.1
WD5263,207.8
WD5264,196
WD5265,201.7
WD5266,213.2
WD5267,232.4
WD5268,231.1
WD5269,212.2
WD5270,208.6
WD5271,199.2
WD5272,196.8
WD5273,196.6
WD5274,198.5
WD5275,198.9
WD5276,197
WD5277,200.7
WD5278,199
WD5279,211.3
WD5280,212.7
WD5281,201.6
WD5282,196.4
WD5283,199.6
WD5284,204.3
WD5285,186.4
WD5286,171.6
WD5287,189.5
WD5288,204.4
WD5289,198.7
WD5290,184.8
WD5291,194.4
WD5292,191.7
WD5293,190.3
WD5294,188.5
WD5295,199.8
WD5296,207.3
WD5297,182.7
WD5298,194.2
WD5299,204.1
WD5300,195.3
WD5301,201
WD5302,190.8
WD5303,192.3
WD5304,195.4
WD5305,195.4
WD5306,188.1
WD5307,185.2
WD5308,197.7
WD5309,187.7
WD5310,186.6
WD5311,197.7
WD5312,183.4
WD5313,206.6
WD5314,186.8
WD5315,179
WD5316,172.4
WD5317,170.4
WD5318,166.7
WD5319,170.2
WD5320,187
WD5321,202
WD5322,205.7
WD5323,195.3
WD5324,213.6
WD5325,219.8
WD5326,213.5
WD5327,217.1
WD5328,198.1
WD5329,203.8
WD5330,217.6
WD5331,208.6
WD5332,210.2
WD5333,212.1
WD5334,215
WD5335,220.1
WD5336,213.3
WD5337,220
WD5338,209.7
WD5339,219.1
WD5340,221.3
WD5341,224.2
WD5342,222.4
WD5343,215.2
WD5344,214.8
WD5345,213.1
WD5346,209.2
WD5347,214.6
WD5348,205.3
WD5349,210.7
WD5350,199.7
WD5351,195.7
WD5352,197
WD5353,204.1
WD5354,196.8
WD5355,196.9
WD5356,190.9
WD5357,177
WD5358,170.5
WD5359,178.7
WD5360,186.3
WD5361,187.8
WD5362,184.6
WD5363,180.2
WD5364,182.9
WD5365,185.9
WD5366,196.3
WD5367,194.2
WD5368,192.7
WD5369,196.4
WD5370,200.1
WD5371,201.1
WD5372,198.7
WD5373,198.8
WD5374,202.9
WD5375,203.1
WD5376,213.8
WD5377,212.4
WD5378,203.2
WD5379,199.8
WD5380,200.7
WD5381,201.6
WD5382,205.2
WD5383,211.8
WD5384,214.6
WD5385,216.5
WD5386,220.8
WD5387,232
WD5388,232.2
WD5389,247.6
WD5390,323.8
WD5391,22.3
WD5392,249.5
WD5393,183.9
WD5394,135.2
WD5395,124.2
WD5396,150.7
WD5397,150.3
WD5398,177.3
WD5399,184.9
WD5400,195.8
WD5401,199.6
WD5402,197.6
WD5403,196.2
WD5404,200.1
WD5405,199.8
WD5406,192.8
WD5407,191.3
WD5408,193
WD5409,197.2
WD5410,200.7
WD5411,202.5
WD5412,194.2
WD5413,193.5
WD5414,192.6
WD5415,199.6
WD5416,194.6
WD5417,188.1
WD5418,202.6
WD5419,204.5
WD5420,204.2
WD5421,208.2
WD5422,202.2
WD5423,201.2
WD5424,207
WD5425,204.4
WD5426,210.4
WD5427,211.1
WD5428,213
WD5429,211.1
WD5430,207.3
WD5431,209.2
WD5432,213.4
WD5433,212.9
WD5434,213.1
WD5435,210.3
WD5436,206.8
WD5437,206
WD5438,204.4
WD5439,197.7
WD5440,209.6
WD5441,208.4
WD5442,201.1
WD5443,196.8
WD5444,201.2
WD5445,206.3
WD5446,193.8
WD5447,191.4
WD5448,205.1
WD5449,200.3
WD5450,225.5
WD5451,151.8
WD5452,205.5
WD5453,63.6
WD5454,340.8
WD5455,52.7
WD5456,56
WD5457,39.9
WD5458,45.2
WD5459,289.8
WD5460,63
WD5461,109.7
WD5462,173.9
WD5463,190.4
WD5464,174.2
WD5465,197.6
WD5466,234.8
WD5467,204.9
WD5468,198.2
WD5469,208.7
WD5470,201.2
WD5471,187.8
WD5472,194.4
WD5473,193.1
WD5474,195.4
WD5475,189.3
WD5476,182.3
WD5477,192
WD5478,207.1
WD5479,200.7
WD5480,201.5
WD5481,196.4
WD5482,191
WD5483,194.6
WD5484,198.6
WD5485,199.7
WD5486,197
WD5487,197.6
WD5488,182.3
WD5489,186
WD5490,182.5
WD5491,183.3
WD5492,201.3
WD5493,198.4
WD5494,187.5
WD5495,186.4
WD5496,181.2
WD5497,186.6
WD5498,188.3
WD5499,181.2
WD5500,184.6
WD5501,189.5
WD5502,181.3
WD5503,181.1
WD5504,178.4
WD5505,176.4
WD5506,179.3
WD5507,179.5
WD5508,189.7
WD5509,195.9
WD5510,187.6
WD5511,188.7
WD5512,185.7
WD5513,190
WD5514,195.7
WD5515,202.1
WD5516,198.7
WD5517,193.4
WD5518,197.4
WD5519,204
WD5520,201.6
WD5521,198.5
WD5522,187.1
WD5523,194.8
WD5524,198.1
WD5525,196.2
WD5526,197.9
WD5527,196.8
WD5528,191.7
WD5529,192.1
WD5530,201
WD5531,203.7
WD5532,204.2
WD5533,193.8
WD5534,195
WD5535,198.1
WD5536,212.5
WD5537,220.9
WD5538,227
WD5539,226.8
WD5540,237.7
WD5541,246.4
WD5542,260.5
WD5543,265.5
WD5544,274.7
WD5545,274.3
WD5546,277.4
WD5547,272.5
WD5548,285.4
WD5549,269
WD5550,225.9
WD5551,143.9
WD5552,162.5
WD5553,94.6
WD5554,297
WD5555,2.1
WD5556,22.7
WD5557,64
WD5558,54.2
WD5559,336.7
WD5560,309
WD5561,303.3
WD5562,277.2
WD5563,271.5
WD5564,270
WD5565,281.5
WD5566,312.6
WD5567,298.9
WD5568,267.7
WD5569,226.4
WD5570,210.4
WD5571,181.7
WD5572,176
WD5573,183.6
WD5574,189.9
WD5575,189.9
WD5576,198.7
WD5577,230.9
WD5578,234
WD5579,197.8
WD5580,213.7
WD5581,232.2
WD5582,227.4
WD5583,227.7
WD5584,225.5
WD5585,216.6
WD5586,205.4
WD5587,164
WD5588,144.7
WD5589,162.2
WD5590,184.2
WD5591,202.2
WD5592,184.8
WD5593,184.9
WD5594,204.5
WD5595,193.9
WD5596,185.6
WD5597,182.8
WD5598,185.5
WD5599,188.6
WD5600,202.9
WD5601,185.6
WD5602,190.9
WD5603,189.5
WD5604,181.3
WD5605,186.8
WD5606,199.4
WD5607,199.2
WD5608,193.3
WD5609,196.7
WD5610,198.2
WD5611,193.7
WD5612,172.4
WD5613,174.3
WD5614,184.9
WD5615,176.9
WD5616,189.5
WD5617,198.6
WD5618,204.6
WD5619,187.1
WD5620,186.1
WD5621,186.7
WD5622,168.3
WD5623,171
WD5624,175.3
WD5625,169.9
WD5626,180.1
WD5627,166.2
WD5628,172.9
WD5629,166.5
WD5630,168.1
WD5631,158.8
WD5632,163.6
WD5633,161.6
WD5634,168.9
WD5635,174.3
WD5636,180.1
WD5637,175.1
WD5638,173
WD5639,169.1
WD5640,170.1
WD5641,172.2
WD5642,171.9
WD5643,175.7
WD5644,175.4
WD5645,176.3
WD5646,177.9
WD5647,181.3
WD5648,178.6
WD5649,187.7
WD5650,187.8
WD5651,191.4
WD5652,194
WD5653,190.1
WD5654,192.1
WD5655,187.8
WD5656,189.1
WD5657,196
WD5658,197.1
WD5659,197.9
WD5660,194.6
WD5661,198.4
WD5662,201.9
WD5663,195
WD5664,193.1
WD5665,193.1
WD5666,194.3
WD5667,193.3
WD5668,192.6
WD5669,194.8
WD5670,196.4
WD5671,201.3
WD5672,199.2
WD5673,203.3
WD5674,203.3
WD5675,206.5
WD5676,205.9
WD5677,213.9
WD5678,208.1
WD5679,201.1
WD5680,206.9
WD5681,206.5
WD5682,211.6
WD5683,214.6
WD5684,211.7
WD5685,213.4
WD5686,203.3
WD5687,197.9
WD5688,197.4
WD5689,196.3
WD5690,198.2
WD5691,201.2
WD5692,212.8
WD5693,221.2
WD5694,214.8
WD5695,230.1
WD5696,260.6
WD5697,257.2
WD5698,241.7
WD5699,239.8
WD5700,258
WD5701,254.1
WD5702,250.5
WD5703,236.4
WD5704,231.3
WD5705,218.2
WD5706,202.3
WD5707,107.8
WD5708,69.5
WD5709,81
WD5710,343
WD5711,198.8
WD5712,194.3
WD5713,193.7
WD5714,196.3
WD5715,190.5
WD5716,195.6
WD5717,202
WD5718,206.8
WD5719,213.8
WD5720,219.4
WD5721,217
WD5722,212.4
WD5723,205.2
WD5724,202
WD5725,197.3
WD5726,195.5
WD5727,199.5
WD5728,200.3
WD5729,199.6
WD5730,211.1
WD5731,224.3
WD5732,222.9
WD5733,198.5
WD5734,205.5
WD5735,204.7
WD5736,199.5
WD5737,201.3
WD5738,193.4
WD5739,193
WD5740,186.5
WD5741,187.5
WD5742,207.9
WD5743,201
WD5744,196.5
WD5745,204.5
WD5746,199.3
WD5747,203.5
WD5748,200.8
WD5749,201.3
WD5750,212
WD5751,208.4
WD5752,205.7
WD5753,194.5
WD5754,204
WD5755,195.1
WD5756,179.6
WD5757,185.7
WD5758,185.8
WD5759,193
WD5760,188.2
WD5761,184.2
WD5762,193.5
WD5763,185.4
WD5764,193.8
WD5765,186.1
WD5766,168.8
WD5767,177.5
WD5768,172.9
WD5769,171.5
WD5770,173.8
WD5771,171.7
WD5772,171.1
WD5773,166.3
WD5774,169.4
WD5775,177.1
WD5776,169.5
WD5777,172
WD5778,175.7
WD5779,172.9
WD5780,177.4
WD5781,174.4
WD5782,175.7
WD5783,175
WD5784,172.4
WD5785,169.4
WD5786,171.5
WD5787,170.1
WD5788,171.3
WD5789,171.6
WD5790,172
WD5791,178.6
WD5792,180.2
WD5793,182.4
WD5794,186.4
WD5795,189.8
WD5796,198.2
WD5797,195.4
WD5798,198.1
WD5799,195.6
WD5800,198
WD5801,204.4
WD5802,200.9
WD5803,204.5
WD5804,201.3
WD5805,197.7
WD5806,199.5
WD5807,196.2
WD5808,195.2
WD5809,199.1
WD5810,197.6
WD5811,194.8
WD5812,192.2
WD5813,194.9
WD5814,198.9
WD5815,197.7
WD5816,199.4
WD5817,197.7
WD5818,196.4
WD5819,201.8
WD5820,200.1
WD5821,199.3
WD5822,192.2
WD5823,196.1
WD5824,199.4
WD5825,202.8
WD5826,202.8
WD5827,205.3
WD5828,204.5
WD5829,205.4
WD5830,201.1
WD5831,200.2
WD5832,200.4
WD5833,208.9
WD5834,208.5
WD5835,203.4
WD5836,199.5
WD5837,204.4
WD5838,205.2
WD5839,209.8
WD5840,213
WD5841,210.5
WD5842,206
WD5843,193.4
WD5844,195.7
WD5845,200.7
WD5846,200.5
WD5847,205.6
WD5848,205.5
WD5849,208.1
WD5850,204.7
WD5851,203.3
WD5852,195.5
WD5853,200.6
WD5854,204.7
WD5855,206.4
WD5856,207
WD5857,202.4
WD5858,203.5
WD5859,203.2
WD5860,202.8
WD5861,198.4
WD5862,199.9
WD5863,199.5
WD5864,199.8
WD5865,197.7
WD5866,194.3
WD5867,196.4
WD5868,193.9
WD5869,199.3
WD5870,193.6
WD5871,201.1
WD5872,204.3
WD5873,198.9
WD5874,199.4
WD5875,201.6
WD5876,210.4
WD5877,205.5
WD5878,208.3
WD5879,207.7
WD5880,206.2
WD5881,203.6
WD5882,207.8
WD5883,205
WD5884,203.4
WD5885,206.6
WD5886,209.8
WD5887,208.2
WD5888,204.6
WD5889,196.2
WD5890,196
WD5891,199.9
WD5892,202.2
WD5893,204.2
WD5894,198.1
WD5895,199
WD5896,193.4
WD5897,197.6
WD5898,188.7
WD5899,186.2
WD5900,193
WD5901,187.7
WD5902,185.1
WD5903,198.5
WD5904,192
WD5905,185.6
WD5906,183.9
WD5907,181.2
WD5908,182.8
WD5909,178.7
WD5910,184.1
WD5911,179.1
WD5912,182.9
WD5913,181.7
WD5914,184.2
WD5915,180.7
WD5916,182.1
WD5917,180.2
WD5918,183.3
WD5919,180.1
WD5920,185.5
WD5921,188
WD5922,187
WD5923,190.5
WD5924,189.3
WD5925,191.9
WD5926,189.6
WD5927,189.8
WD5928,187.6
WD5929,194.1
WD5930,193.8
WD5931,196.9
WD5932,194.8
WD5933,196.8
WD5934,200
WD5935,205.1
WD5936,209.9
WD5937,207.2
WD5938,206.8
WD5939,208.3
WD5940,212.1
WD5941,209.1
WD5942,208.5
WD5943,202
WD5944,204.6
WD5945,208.1
WD5946,207.5
WD5947,207.9
WD5948,206.3
WD5949,204.5
WD5950,209.5
WD5951,210.8
WD5952,209.9
WD5953,208.4
WD5954,206.5
WD5955,206.9
WD5956,202.3
WD5957,201.6
WD5958,200
WD5959,197.4
WD5960,192
WD5961,197.4
WD5962,201.1
WD5963,199.7
WD5964,196.8
WD5965,189.9
WD5966,191.2
WD5967,195.8
WD5968,197.8
WD5969,192.6
WD5970,192.5
WD5971,195.9
WD5972,198.7
WD5973,204.6
WD5974,198
WD5975,198.7
WD5976,197.5
WD5977,196.9
WD5978,197
WD5979,211.2
WD5980,209.5
WD5981,208.1
WD5982,208.3
WD5983,211.7
WD5984,214.6
WD5985,211.9
WD5986,204.8
WD5987,207.3
WD5988,200.4
WD5989,198.7
WD5990,200.4
WD5991,199.5
WD5992,200
WD5993,202.6
WD5994,194.8
WD5995,198.8
WD5996,202.6
WD5997,202.1
WD5998,197.5
WD5999,198.6
WD6000,199.9
WD6001,204.6
WD6002,198.3
WD6003,197.3
WD6004,200.9
WD6005,202.5
WD6006,207.3
WD6007,202.8
WD6008,199
WD6009,201.2
WD6010,200.5
WD6011,197.5
WD6012,198.1
WD6013,197.7
WD6014,197.5
WD6015,197.1
WD6016,198
WD6017,194.7
WD6018,201.4
WD6019,198.6
WD6020,198.3
WD6021,202.7
WD6022,198.4
WD6023,202.7
WD6024,188.1
WD6025,187.9
WD6026,186.9
WD6027,180.3
WD6028,182.4
WD6029,178.6
WD6030,173.6
WD6031,181.9
WD6032,180.8
WD6033,181.8
WD6034,181.8
WD6035,178
WD6036,177.6
WD6037,181.7
WD6038,176.3
WD6039,177.9
WD6040,176.5
WD6041,178.2
WD6042,174.2
WD6043,171.8
WD6044,176.1
WD6045,175
WD6046,176.4
WD6047,175.9
WD6048,180.6
WD6049,181.1
WD6050,180.2
WD6051,181.8
WD6052,187.3
WD6053,181.4
WD6054,182.2
WD6055,183.5
WD6056,183.8
WD6057,182.1
WD6058,190.5
WD6059,186.4
WD6060,185.9
WD6061,182.9
WD6062,187
WD6063,182.7
WD6064,181.5
WD6065,185.2
WD6066,178.9
WD6067,186.3
WD6068,181.8
WD6069,184.2
WD6070,181.9
WD6071,189.7
WD6072,193.6
WD6073,184.9
WD6074,187.6
WD6075,198.9
WD6076,195.8
WD6077,201.7
WD6078,201.8
WD6079,206.2
WD6080,202.6
WD6081,199.6
WD6082,202.7
WD6083,203.2
WD6084,201.9
WD6085,208.8
WD6086,205.6
WD6087,202.3
WD6088,207.6
WD6089,204.8
WD6090,207.6
WD6091,211.6
WD6092,216.3
WD6093,212.7
WD6094,212.1
WD6095,213
WD6096,208.7
WD6097,205.3
WD6098,204.8
WD6099,208
WD6100,207.8
WD6101,201.5
WD6102,200.5
WD6103,203.9
WD6104,199
WD6105,195.6
WD6106,193.7
WD6107,198.2
WD6108,196.4
WD6109,195.1
WD6110,198.3
WD6111,208.4
WD6112,213.7
WD6113,209
WD6114,209.3
WD6115,213.5
WD6116,206.7
WD6117,205.9
WD6118,215.4
WD6119,213.5
WD6120,214.1
WD6121,213.9
WD6122,213.6
WD6123,207.3
WD6124,205.3
WD6125,209.7
WD6126,207.3
WD6127,205.6
WD6128,206.8
WD6129,206.8
WD6130,203.8
WD6131,204.7
WD6132,208.6
WD6133,209.7
WD6134,208.8
WD6135,209
WD6136,208.5
WD6137,206.7
WD6138,204.4
WD6139,203.1
WD6140,201.9
WD6141,205.2
WD6142,208.8
WD6143,213.2
WD6144,209.7
WD6145,206.4
WD6146,208.9
WD6147,208.5
WD6148,208.8
WD6149,210
WD6150,214.3
WD6151,212.7
WD6152,208.9
WD6153,209.1
WD6154,209.1
WD6155,208.4
WD6156,210
WD6157,205.1
WD6158,205.9
WD6159,207.3
WD6160,207.9
WD6161,202.7
WD6162,202.1
WD6163,195.2
WD6164,194.9
WD6165,196.8
WD6166,194
WD6167,194.9
WD6168,189.1
WD6169,193.5
WD6170,197.5
WD6171,185.6
WD6172,190.1
WD6173,186.2
WD6174,193.2
WD6175,187.6
WD6176,180.9
WD6177,190.5
WD6178,195.3
WD6179,181.5
WD6180,182.4
WD6181,185.3
WD6182,187.7
WD6183,187.5
WD6184,187.9
WD6185,190.7
WD6186,190.6
WD6187,189.6
WD6188,188.3
WD6189,186.8
WD6190,189.5
WD6191,188.2
WD6192,191.2
WD6193,191
WD6194,194.3
WD6195,193.2
WD6196,196.6
WD6197,198.5
WD6198,208.1
WD6199,213
WD6200,197.7
WD6201,193.9
WD6202,194.8
WD6203,189.5
WD6204,193.1
WD6205,197.8
WD6206,191.5
WD6207,192.7
WD6208,194.6
WD6209,194.8
WD6210,198.2
WD6211,204.7
WD6212,198.4
WD6213,194.1
WD6214,198.6
WD6215,196.9
WD6216,195.9
WD6217,193.5
WD6218,193.1
WD6219,197
WD6220,207
WD6221,211.3
WD6222,208.2
WD6223,203.8
WD6224,209.4
WD6225,212.1
WD6226,211.1
WD6227,215.7
WD6228,212.9
WD6229,223.3
WD6230,215.3
WD6231,216.9
WD6232,219.9
WD6233,217.8
WD6234,213.6
WD6235,220.6
WD6236,222.7
WD6237,216.5
WD6238,221.9
WD6239,218.7
WD6240,213.8
WD6241,204.8
WD6242,196.4
WD6243,196.3
WD6244,194.4
WD6245,202.8
WD6246,204.7
WD6247,201.7
WD6248,202.9
WD6249,202.9
WD6250,207.5
WD6251,207.3
WD6252,208.6
WD6253,202.5
WD6254,206.4
WD6255,208.1
WD6256,207.8
WD6257,211.6
WD6258,217
WD6259,213.9
WD6260,205.4
WD6261,200.3
WD6262,203.4
WD6263,198.3
WD6264,194.7
WD6265,194.1
WD6266,193.8
WD6267,195.7
WD6268,195.6
WD6269,191.4
WD6270,193.2
WD6271,196.6
WD6272,193.8
WD6273,192.5
WD6274,198.2
WD6275,199
WD6276,193.4
WD6277,199.6
WD6278,205.6
WD6279,203.1
WD6280,204.4
WD6281,204.2
WD6282,204.2
WD6283,203.4
WD6284,201.8
WD6285,199.4
WD6286,202.9
WD6287,205.3
WD6288,203.2
WD6289,209.6
WD6290,205.5
WD6291,207.7
WD6292,211.7
WD6293,205.8
WD6294,199.4
WD6295,197.4
WD6296,198.3
WD6297,196.4
WD6298,193.4
WD6299,196.2
WD6300,203.2
WD6301,202.6
WD6302,204.9
WD6303,208.7
WD6304,204.8
WD6305,205.7
WD6306,205.9
WD6307,206.5
WD6308,201
WD6309,206
WD6310,196.1
WD6311,190.5
WD6312,188.4
WD6313,185.1
WD6314,183.9
WD6315,190.9
WD6316,191.3
WD6317,187.1
WD6318,183.7
WD6319,189.1
WD6320,187.5
WD6321,182.9
WD6322,186.2
WD6323,179
WD6324,180.8
WD6325,186.8
WD6326,170.1
WD6327,185.7
WD6328,186.2
WD6329,183.4
WD6330,183.3
WD6331,186.1
WD6332,176.5
WD6333,179.9
WD6334,177.4
WD6335,184.3
WD6336,184.4
WD6337,182.9
WD6338,181.4
WD6339,184.8
WD6340,179.7
WD6341,180.7
WD6342,179.4
WD6343,183.2
WD6344,187
WD6345,187.2
WD6346,183.5
WD6347,183.4
WD6348,188.1
WD6349,183.1
WD6350,177.7
WD6351,178.4
WD6352,186.2
WD6353,178.3
WD6354,181
WD6355,185.2
WD6356,183
WD6357,183.9
WD6358,184.6
WD6359,188.9
WD6360,190.9
WD6361,187.7
WD6362,186.6
WD6363,187.9
WD6364,187.3
WD6365,188.5
WD6366,190.2
WD6367,192.8
WD6368,190.9
WD6369,192.8
WD6370,199.8
WD6371,202.3
WD6372,203
WD6373,207.3
WD6374,204.1
WD6375,200.2
WD6376,200.5
WD6377,200.9
WD6378,197.9
WD6379,198.2
WD6380,199.9
WD6381,197.5
WD6382,197.6
WD6383,200.6
WD6384,206.8
WD6385,208.4
WD6386,207.5
WD6387,205.1
WD6388,210.6
WD6389,212.8
WD6390,208.2
WD6391,201.2
WD6392,197.1
WD6393,196.7
WD6394,197
WD6395,200.3
WD6396,201.2
WD6397,203.4
WD6398,198.6
WD6399,201.9
WD6400,204.8
WD6401,205.1
WD6402,199.9
WD6403,203.6
WD6404,202.6
WD6405,203
WD6406,201.1
WD6407,201.2
WD6408,199.2
WD6409,200.3
WD6410,201.7
WD6411,200.2
WD6412,199
WD6413,197.4
WD6414,201.1
WD6415,199.9
WD6416,204.5
