id_sun_r,nilai_sun_r
SR31151,0.9
SR31152,0.8
SR31153,0.7
SR31154,0.7
SR31155,0.4
SR31156,0.6
SR31157,0.6
SR31158,0.7
SR31159,0.4
SR31160,0.7
SR31161,1.1
SR31162,0.9
SR31163,0.6
SR31164,0.7
SR31165,0.9
SR31166,0.7
SR31167,0.6
SR31168,0.8
SR31169,0.9
SR31170,0.6
SR31171,0.5
SR31172,0.6
SR31173,0.7
SR31174,0.6
SR31175,0.7
SR31176,0.5
SR31177,0.3
SR31178,0.7
SR31179,0.4
SR31180,0.8
SR31181,0.6
SR31182,0.5
SR31183,0.7
SR31184,0.7
SR31185,0.7
SR31186,0.7
SR31187,0.6
SR31188,0.5
SR31189,0.7
SR31190,0.6
SR31191,0.5
SR31192,0.8
SR31193,1.3
SR31194,6.9
SR31195,18.7
SR31196,30.2
SR31197,39.2
SR31198,42.4
SR31199,45.8
SR31200,45.8
SR31201,59.5
SR31202,67
SR31203,78.3
SR31204,96.9
SR31205,125.1
SR31206,225.5
SR31207,460.1
SR31208,588.2
SR31209,695.9
SR31210,726.3
SR31211,755.9
SR31212,796.8
SR31213,834.3
SR31214,883.1
SR31215,879.3
SR31216,521.4
SR31217,1041.6
SR31218,992.5
SR31219,854.9
SR31220,861.9
SR31221,894.8
SR31222,1087.7
SR31223,859.3
SR31224,883.6
SR31225,1187.3
SR31226,735.6
SR31227,533.6
SR31228,690.8
SR31229,480.2
SR31230,651.1
SR31231,145.5
SR31232,31.2
SR31233,46.3
SR31234,51.8
SR31235,70.2
SR31236,73.1
SR31237,64.2
SR31238,46.6
SR31239,44.1
SR31240,46.3
SR31241,47.4
SR31242,49.7
SR31243,50.1
SR31244,53.4
SR31245,54.9
SR31246,54.6
SR31247,55.3
SR31248,57.8
SR31249,62.9
SR31250,68.1
SR31251,71.2
SR31252,72.1
SR31253,79
SR31254,86
SR31255,84.9
SR31256,84.1
SR31257,75.4
SR31258,62.5
SR31259,55.9
SR31260,49.1
SR31261,43.4
SR31262,33.4
SR31263,22.3
SR31264,11.5
SR31265,2.9
SR31266,0.8
SR31267,0.8
SR31268,0.7
SR31269,0.9
SR31270,0.8
SR31271,0.9
SR31272,1.1
SR31273,0.9
SR31274,0.9
SR31275,1
SR31276,0.9
SR31277,1
SR31278,1.1
SR31279,1.1
SR31280,1.1
SR31281,1
SR31282,1.1
SR31283,1
SR31284,1.1
SR31285,0.9
SR31286,1
SR31287,0.6
SR31288,0.7
SR31289,1
SR31290,0.9
SR31291,0.9
SR31292,0.8
SR31293,1.1
SR31294,1
SR31295,1
SR31296,0.6
SR31297,0.6
SR31298,0.7
SR31299,0.7
SR31300,0.6
SR31301,0.7
SR31302,0.6
SR31303,0.6
SR31304,0.4
SR31305,0.6
SR31306,0.7
SR31307,0.5
SR31308,0.6
SR31309,0.7
SR31310,0.5
SR31311,0.6
SR31312,0.6
SR31313,0.6
SR31314,0.8
SR31315,0.6
SR31316,0.8
SR31317,0.7
SR31318,0.8
SR31319,0.7
SR31320,0.7
SR31321,0.7
SR31322,0.8
SR31323,0.6
SR31324,0.7
SR31325,0.8
SR31326,0.6
SR31327,0.7
SR31328,0.7
SR31329,0.7
SR31330,0.7
SR31331,0.7
SR31332,0.7
SR31333,0.8
SR31334,0.7
SR31335,0.7
SR31336,1
SR31337,1.4
SR31338,7.2
SR31339,19.5
SR31340,34.4
SR31341,50.1
SR31342,66.3
SR31343,81.6
SR31344,101.6
SR31345,136.5
SR31346,192.8
SR31347,239.9
SR31348,268.4
SR31349,298.8
SR31350,336.5
SR31351,556
SR31352,682.2
SR31353,673.5
SR31354,697.5
SR31355,707.3
SR31356,606.9
SR31357,792.5
SR31358,833.3
SR31359,813
SR31360,816.7
SR31361,586.4
SR31362,724.1
SR31363,575.7
SR31364,545.3
SR31365,651.9
SR31366,1055
SR31367,1005.1
SR31368,546.1
SR31369,1061.8
SR31370,956.9
SR31371,489.6
SR31372,752.9
SR31373,984.4
SR31374,656.3
SR31375,701.2
SR31376,881.1
SR31377,900.2
SR31378,362.6
SR31379,336.1
SR31380,377.5
SR31381,525
SR31382,755.9
SR31383,1044.4
SR31384,536.7
SR31385,201.6
SR31386,215.3
SR31387,559.2
SR31388,791.5
SR31389,987.9
SR31390,917.3
SR31391,888
SR31392,608.7
SR31393,681
SR31394,380.3
SR31395,296
SR31396,329.8
SR31397,348.5
SR31398,250.8
SR31399,160.9
SR31400,125.2
SR31401,77
SR31402,55.5
SR31403,53.6
SR31404,41.9
SR31405,37.6
SR31406,28.8
SR31407,19.6
SR31408,8.7
SR31409,1.3
SR31410,0.7
SR31411,0.7
SR31412,0.4
SR31413,0.9
SR31414,0.9
SR31415,1.2
SR31416,0.9
SR31417,0.9
SR31418,1.3
SR31419,1
SR31420,0.9
SR31421,1
SR31422,0.9
SR31423,0.8
SR31424,0.9
SR31425,1
SR31426,0.7
SR31427,1
SR31428,1
SR31429,0.9
SR31430,1
SR31431,0.9
SR31432,0.8
SR31433,1
SR31434,1
SR31435,0.8
SR31436,0.8
SR31437,0.7
SR31438,0.9
SR31439,0.9
SR31440,0.9
SR31441,0.8
SR31442,0.8
SR31443,0.8
SR31444,0.8
SR31445,0.7
SR31446,0.7
SR31447,0.7
SR31448,0.8
SR31449,0.8
SR31450,0.6
SR31451,0.8
SR31452,0.9
SR31453,0.9
SR31454,1
SR31455,1.2
SR31456,1.3
SR31457,0.9
SR31458,1
SR31459,1.1
SR31460,0.8
SR31461,1
SR31462,1.2
SR31463,0.8
SR31464,0.7
SR31465,0.8
SR31466,0.7
SR31467,0.8
SR31468,0.9
SR31469,0.6
SR31470,0.6
SR31471,0.8
SR31472,0.6
SR31473,0.7
SR31474,0.8
SR31475,0.7
SR31476,0.6
SR31477,0.8
SR31478,0.8
SR31479,0.6
SR31480,1
SR31481,1.4
SR31482,5.8
SR31483,16.8
SR31484,36.7
SR31485,72.7
SR31486,139.2
SR31487,146.2
SR31488,189.5
SR31489,288.3
SR31490,429.8
SR31491,490.7
SR31492,545.1
SR31493,467.2
SR31494,626.7
SR31495,506.5
SR31496,623.4
SR31497,586.4
SR31498,702
SR31499,773
SR31500,747.4
SR31501,905.6
SR31502,909.6
SR31503,789.6
SR31504,787.8
SR31505,925
SR31506,767.5
SR31507,418.4
SR31508,826.9
SR31509,777.3
SR31510,597.7
SR31511,568.4
SR31512,739.4
SR31513,468
SR31514,694.5
SR31515,365.2
SR31516,295.5
SR31517,276.1
SR31518,327.5
SR31519,382.3
SR31520,657.5
SR31521,685.9
SR31522,1110
SR31523,1226.2
SR31524,1037.9
SR31525,1093.1
SR31526,810.4
SR31527,1048.3
SR31528,823.4
SR31529,826.6
SR31530,448.3
SR31531,227.8
SR31532,201.1
SR31533,143.4
SR31534,107.1
SR31535,88.1
SR31536,98.4
SR31537,118.4
SR31538,115.2
SR31539,122.6
SR31540,118.9
SR31541,107.3
SR31542,95.1
SR31543,85.8
SR31544,78.3
SR31545,70.2
SR31546,62
SR31547,53.5
SR31548,45.5
SR31549,37.4
SR31550,27.8
SR31551,16.9
SR31552,5.5
SR31553,1.5
SR31554,0.7
SR31555,0.6
SR31556,0.3
SR31557,0.5
SR31558,0.5
SR31559,0.3
SR31560,0.5
SR31561,0.9
SR31562,0.5
SR31563,0.8
SR31564,0.8
SR31565,0.8
SR31566,0.8
SR31567,0.7
SR31568,0.6
SR31569,0.6
SR31570,0.7
SR31571,0.6
SR31572,0.6
SR31573,0.8
SR31574,0.8
SR31575,0.7
SR31576,0.7
SR31577,0.7
SR31578,0.6
SR31579,0.5
SR31580,0.6
SR31581,0.6
SR31582,0.5
SR31583,0.6
SR31584,0.6
SR31585,0.8
SR31586,0.6
SR31587,0.6
SR31588,0.9
SR31589,0.6
SR31590,0.5
SR31591,0.6
SR31592,0.5
SR31593,0.5
SR31594,0.7
SR31595,0.7
SR31596,0.5
SR31597,0.4
SR31598,0.5
SR31599,0.7
SR31600,0.5
SR31601,0.6
SR31602,0.5
SR31603,0.5
SR31604,0.6
SR31605,0.4
SR31606,0.7
SR31607,0.6
SR31608,0.6
SR31609,0.7
SR31610,0.6
SR31611,0.4
SR31612,0.7
SR31613,0.5
SR31614,0.6
SR31615,0.6
SR31616,0.6
SR31617,0.6
SR31618,0.6
SR31619,0.6
SR31620,0.5
SR31621,0.6
SR31622,0.5
SR31623,0.7
SR31624,0.7
SR31625,2.4
SR31626,15.4
SR31627,35.4
SR31628,62.2
SR31629,81.9
SR31630,79.9
SR31631,178.5
SR31632,179.7
SR31633,149
SR31634,198.8
SR31635,258.7
SR31636,404.2
SR31637,454
SR31638,404.4
SR31639,609.5
SR31640,467.9
SR31641,532.1
SR31642,569.6
SR31643,455.8
SR31644,568
SR31645,570
SR31646,796.2
SR31647,277.3
SR31648,556.6
SR31649,665.4
SR31650,715
SR31651,609.4
SR31652,399.4
SR31653,313.3
SR31654,493.4
SR31655,614.9
SR31656,373.4
SR31657,1011
SR31658,892.3
SR31659,700.2
SR31660,731.9
SR31661,1035.3
SR31662,797.6
SR31663,576.3
SR31664,843.7
SR31665,846.1
SR31666,984.4
SR31667,843.5
SR31668,898.6
SR31669,989.3
SR31670,862.2
SR31671,240.3
SR31672,212.3
SR31673,211.1
SR31674,206.7
SR31675,208.8
SR31676,227.9
SR31677,239.8
SR31678,254.9
SR31679,287.2
SR31680,356.9
SR31681,349.8
SR31682,313.8
SR31683,302.4
SR31684,319.6
SR31685,325.7
SR31686,299.2
SR31687,112.6
SR31688,98
SR31689,86.2
SR31690,73
SR31691,56.8
SR31692,45.6
SR31693,37.1
SR31694,30.6
SR31695,21.7
SR31696,10.6
SR31697,2.1
SR31698,1
SR31699,0.7
SR31700,0.8
SR31701,0.7
SR31702,0.7
SR31703,0.7
SR31704,0.7
SR31705,1
SR31706,0.5
SR31707,0.6
SR31708,0.8
SR31709,0.6
SR31710,0.6
SR31711,0.7
SR31712,0.6
SR31713,1.2
SR31714,1
SR31715,1.3
SR31716,0.9
SR31717,0.6
SR31718,0.7
SR31719,0.9
SR31720,1
SR31721,1
SR31722,0.7
SR31723,0.5
SR31724,0.6
SR31725,0.6
SR31726,0.5
SR31727,0.5
SR31728,0.5
SR31729,0.7
SR31730,0.6
SR31731,0.8
SR31732,0.5
SR31733,0.6
SR31734,0.6
SR31735,0.8
SR31736,0.8
SR31737,0.8
SR31738,0.5
SR31739,0.7
SR31740,0.7
SR31741,0.3
SR31742,0.7
SR31743,0.9
SR31744,0.8
SR31745,0.8
SR31746,0.6
SR31747,0.6
SR31748,0.9
SR31749,0.8
SR31750,0.7
SR31751,0.8
SR31752,0.7
SR31753,0.5
SR31754,0.6
SR31755,0.6
SR31756,0.8
SR31757,0.6
SR31758,0.8
SR31759,0.6
SR31760,1
SR31761,0.9
SR31762,0.5
SR31763,0.6
SR31764,0.8
SR31765,0.7
SR31766,0.6
SR31767,0.7
SR31768,1.1
SR31769,1.8
SR31770,10.1
SR31771,24.2
SR31772,29.3
SR31773,65
SR31774,105.5
SR31775,80.9
SR31776,50.6
SR31777,55.2
SR31778,66.4
SR31779,109.2
SR31780,173.9
SR31781,197.7
SR31782,188.9
SR31783,161.1
SR31784,163.9
SR31785,236.2
SR31786,354.8
SR31787,557.8
SR31788,361.7
SR31789,615.6
SR31790,802.9
SR31791,974.1
SR31792,920.7
SR31793,913.7
SR31794,848.2
SR31795,599.1
SR31796,375.6
SR31797,651.1
SR31798,303.2
SR31799,475.8
SR31800,776.2
SR31801,406.7
SR31802,737.1
SR31803,996.1
SR31804,734.4
SR31805,174.2
SR31806,75.5
SR31807,33.6
SR31808,19.8
SR31809,47.8
SR31810,26
SR31811,17.4
SR31812,19.9
SR31813,38.4
SR31814,38.5
SR31815,39
SR31816,40.9
SR31817,44.7
SR31818,48.8
SR31819,50
SR31820,51.8
SR31821,52.7
SR31822,52.7
SR31823,56.1
SR31824,59.2
SR31825,56.7
SR31826,55.4
SR31827,53.2
SR31828,50.6
SR31829,45.9
SR31830,38.8
SR31831,24.1
SR31832,12.4
SR31833,5.9
SR31834,3.2
SR31835,8.1
SR31836,15.9
SR31837,22
SR31838,20.6
SR31839,14.4
SR31840,6.9
SR31841,2
SR31842,1.1
SR31843,0.9
SR31844,1
SR31845,0.7
SR31846,0.9
SR31847,0.9
SR31848,0.7
SR31849,0.6
SR31850,0.6
SR31851,0.8
SR31852,0.7
SR31853,0.7
SR31854,0.8
SR31855,0.7
SR31856,0.9
SR31857,0.6
SR31858,0.8
SR31859,0.7
SR31860,0.6
SR31861,0.6
SR31862,0.7
SR31863,0.8
SR31864,0.6
SR31865,0.6
SR31866,0.6
SR31867,0.7
SR31868,0.6
SR31869,0.7
SR31870,0.7
SR31871,0.7
SR31872,0.8
SR31873,0.7
SR31874,0.7
SR31875,0.7
SR31876,0.6
SR31877,0.8
SR31878,0.9
SR31879,0.9
SR31880,0.8
SR31881,0.7
SR31882,0.6
SR31883,0.7
SR31884,0.8
SR31885,0.8
SR31886,0.8
SR31887,0.8
SR31888,0.8
SR31889,0.7
SR31890,0.8
SR31891,0.7
SR31892,0.7
SR31893,0.9
SR31894,0.7
SR31895,0.7
SR31896,0.8
SR31897,0.7
SR31898,0.7
SR31899,0.6
SR31900,0.7
SR31901,0.8
SR31902,0.7
SR31903,0.7
SR31904,0.6
SR31905,0.8
SR31906,0.6
SR31907,0.7
SR31908,0.7
SR31909,0.9
SR31910,0.6
SR31911,0.7
SR31912,1.2
SR31913,3.9
SR31914,15.6
SR31915,33
SR31916,60.3
SR31917,74.2
SR31918,130.1
SR31919,196.6
SR31920,256.4
SR31921,243.2
SR31922,123.5
SR31923,298.3
SR31924,437.3
SR31925,481.5
SR31926,487.8
SR31927,718.2
SR31928,655
SR31929,427.8
SR31930,538.8
SR31931,697.3
SR31932,320.5
SR31933,385
SR31934,696.3
SR31935,983
SR31936,824
SR31937,849.9
SR31938,949.8
SR31939,748.3
SR31940,1023.1
SR31941,434.6
SR31942,432.4
SR31943,484
SR31944,470.4
SR31945,411.2
SR31946,225.7
SR31947,782
SR31948,600.5
SR31949,572.7
SR31950,943.5
SR31951,413.9
SR31952,628.3
SR31953,530.1
SR31954,750.9
SR31955,691
SR31956,1052.4
SR31957,1044.3
SR31958,976.4
SR31959,1017.9
SR31960,1015.6
SR31961,838.4
SR31962,813.7
SR31963,980.5
SR31964,915.3
SR31965,855
SR31966,699.3
SR31967,616.5
SR31968,758.1
SR31969,650
SR31970,678.3
SR31971,335.2
SR31972,514.3
SR31973,478
SR31974,381.8
SR31975,282.6
SR31976,311.1
SR31977,253.5
SR31978,185.8
SR31979,143.8
SR31980,100.4
SR31981,61.2
SR31982,36.6
SR31983,21.5
SR31984,6.3
SR31985,2
SR31986,0.7
SR31987,0.4
SR31988,0.7
SR31989,0.7
SR31990,0.8
SR31991,0.5
SR31992,0.8
SR31993,0.8
SR31994,0.5
SR31995,0.6
SR31996,0.6
SR31997,0.5
SR31998,0.7
SR31999,0.7
SR32000,0.5
SR32001,0.3
SR32002,0.7
SR32003,0.8
SR32004,0.6
SR32005,0.8
SR32006,0.6
SR32007,0.8
SR32008,0.6
SR32009,0.6
SR32010,0.6
SR32011,0.6
SR32012,0.7
SR32013,0.6
SR32014,0.9
SR32015,0.6
SR32016,0.5
SR32017,0.6
SR32018,0.9
SR32019,0.8
SR32020,0.9
SR32021,0.8
SR32022,0.9
SR32023,0.6
SR32024,0.8
SR32025,0.8
SR32026,0.9
SR32027,0.6
SR32028,0.7
SR32029,0.8
SR32030,0.8
SR32031,0.7
SR32032,0.7
SR32033,0.7
SR32034,0.7
SR32035,0.8
SR32036,0.6
SR32037,0.8
SR32038,0.8
SR32039,0.6
SR32040,0.7
SR32041,0.8
SR32042,0.7
SR32043,0.8
SR32044,0.7
SR32045,0.7
SR32046,0.5
SR32047,0.7
SR32048,0.7
SR32049,0.7
SR32050,0.7
SR32051,0.7
SR32052,0.7
SR32053,0.6
SR32054,0.7
SR32055,0.6
SR32056,0.8
SR32057,2.6
SR32058,14.3
SR32059,30.4
SR32060,52.3
SR32061,74.3
SR32062,112.9
SR32063,163.9
SR32064,190.1
SR32065,239.4
SR32066,253.4
SR32067,254.4
SR32068,291.4
SR32069,259.3
SR32070,307.3
SR32071,361.9
SR32072,452.3
SR32073,573.5
SR32074,453.1
SR32075,568.2
SR32076,664.1
SR32077,590.8
SR32078,601.8
SR32079,608.1
SR32080,788.9
SR32081,537.4
SR32082,913.7
SR32083,703.3
SR32084,628.9
SR32085,652.2
SR32086,841.9
SR32087,669.9
SR32088,619
SR32089,976.9
SR32090,961.5
SR32091,911.4
SR32092,1104.3
SR32093,1171.2
SR32094,887.9
SR32095,864.1
SR32096,801
SR32097,800.7
SR32098,761.5
SR32099,727.9
SR32100,817.3
SR32101,864.8
SR32102,779
SR32103,554.4
SR32104,875.5
SR32105,716.7
SR32106,533.9
SR32107,821.5
SR32108,798.5
SR32109,615.2
SR32110,770
SR32111,665.5
SR32112,567.3
SR32113,614.5
SR32114,618.8
SR32115,457.3
SR32116,497.7
SR32117,458.9
SR32118,284.4
SR32119,301.3
SR32120,272.7
SR32121,213
SR32122,189.5
SR32123,110.5
SR32124,70.8
SR32125,60.9
SR32126,45.7
SR32127,29
SR32128,12.8
SR32129,1.8
SR32130,0.7
SR32131,0.4
SR32132,0.5
SR32133,0.6
SR32134,0.5
SR32135,0.7
SR32136,0.5
SR32137,0.5
SR32138,0.6
SR32139,0.8
SR32140,0.5
SR32141,0.6
SR32142,0.5
SR32143,0.7
SR32144,0.6
SR32145,0.6
SR32146,0.5
SR32147,0.9
SR32148,0.6
SR32149,0.6
SR32150,0.8
SR32151,0.8
SR32152,0.7
SR32153,0.7
SR32154,0.7
SR32155,0.7
SR32156,0.7
SR32157,0.7
SR32158,0.7
SR32159,0.5
SR32160,0.7
SR32161,0.8
SR32162,0.9
SR32163,0.5
SR32164,0.7
SR32165,0.7
SR32166,0.5
SR32167,0.6
SR32168,1
SR32169,0.8
SR32170,0.6
SR32171,0.9
SR32172,0.7
SR32173,0.7
SR32174,0.6
SR32175,0.8
SR32176,0.7
SR32177,0.7
SR32178,0.9
SR32179,0.7
SR32180,0.7
SR32181,0.6
SR32182,0.8
SR32183,0.6
SR32184,0.9
SR32185,0.7
SR32186,0.8
SR32187,0.7
SR32188,0.7
SR32189,0.7
SR32190,0.6
SR32191,0.4
SR32192,0.4
SR32193,0.8
SR32194,0.5
SR32195,0.7
SR32196,0.6
SR32197,0.8
SR32198,0.9
SR32199,0.8
SR32200,2
SR32201,5.3
SR32202,17.9
SR32203,41.4
SR32204,57.9
SR32205,74.6
SR32206,90.8
SR32207,98
SR32208,96.3
SR32209,115.3
SR32210,189.7
SR32211,247.8
SR32212,247.1
SR32213,317.8
SR32214,390.6
SR32215,509.4
SR32216,575.1
SR32217,468.7
SR32218,558.3
SR32219,388.1
SR32220,249.1
SR32221,312.8
SR32222,462.6
SR32223,686.3
SR32224,386.6
SR32225,511
SR32226,626.7
SR32227,951.3
SR32228,697.8
SR32229,499.1
SR32230,965.6
SR32231,1103.1
SR32232,551.2
SR32233,472.2
SR32234,577.6
SR32235,910.5
SR32236,595.2
SR32237,824.2
SR32238,830.3
SR32239,510.6
SR32240,519
SR32241,627.5
SR32242,397.2
SR32243,281.6
SR32244,419.8
SR32245,450.5
SR32246,467
SR32247,632.7
SR32248,683.6
SR32249,661.7
SR32250,721.7
SR32251,562.3
SR32252,479
SR32253,316
SR32254,235.5
SR32255,193.1
SR32256,237
SR32257,328.5
SR32258,218.4
SR32259,96.1
SR32260,161.8
SR32261,175.6
SR32262,165.5
SR32263,136
SR32264,138.6
SR32265,126.8
SR32266,102
SR32267,81.1
SR32268,66.8
SR32269,53.4
SR32270,39.6
SR32271,26.1
SR32272,11.2
SR32273,1.7
SR32274,1.1
SR32275,0.9
SR32276,0.8
SR32277,0.7
SR32278,0.8
SR32279,0.8
SR32280,0.9
SR32281,0.8
SR32282,0.9
SR32283,0.7
SR32284,0.7
SR32285,0.8
SR32286,0.6
SR32287,0.8
SR32288,0.6
SR32289,0.8
SR32290,0.8
SR32291,0.7
SR32292,0.8
SR32293,0.6
SR32294,0.5
SR32295,0.6
SR32296,0.6
SR32297,0.4
SR32298,0.5
SR32299,0.6
SR32300,0.6
SR32301,0.6
SR32302,0.5
SR32303,0.6
SR32304,0.7
SR32305,0.7
SR32306,0.6
SR32307,0.7
SR32308,0.5
SR32309,0.5
SR32310,0.5
SR32311,0.6
SR32312,0.6
SR32313,0.6
SR32314,0.8
SR32315,0.7
SR32316,0.5
SR32317,0.7
SR32318,0.7
SR32319,0.7
SR32320,0.5
SR32321,0.8
SR32322,0.8
SR32323,0.7
SR32324,0.6
SR32325,0.8
SR32326,0.7
SR32327,0.8
SR32328,0.9
SR32329,1
SR32330,0.6
SR32331,0.6
SR32332,0.9
SR32333,0.9
SR32334,0.5
SR32335,0.7
SR32336,0.7
SR32337,0.8
SR32338,0.7
SR32339,0.9
SR32340,0.9
SR32341,1.1
SR32342,0.8
SR32343,0.6
SR32344,0.8
SR32345,2.1
SR32346,9.6
SR32347,22.5
SR32348,39.6
SR32349,59.8
SR32350,100.4
SR32351,159.6
SR32352,200.6
SR32353,233.6
SR32354,262.3
SR32355,280.3
SR32356,326.8
SR32357,413.9
SR32358,480.8
SR32359,599
SR32360,629.6
SR32361,515.5
SR32362,601.6
SR32363,716.7
SR32364,677.3
SR32365,754.9
SR32366,793.9
SR32367,827.8
SR32368,850.4
SR32369,927.5
SR32370,937.5
SR32371,923.8
SR32372,690.8
SR32373,929.8
SR32374,904.9
SR32375,841.4
SR32376,761
SR32377,903.6
SR32378,817.1
SR32379,606.1
SR32380,751.6
SR32381,674.5
SR32382,940
SR32383,979.2
SR32384,1097.1
SR32385,1041.2
SR32386,1093.4
SR32387,1103.8
SR32388,777.9
SR32389,640.3
SR32390,337
SR32391,733.6
SR32392,915.9
SR32393,893.1
SR32394,818
SR32395,420.7
SR32396,971.6
SR32397,619.7
SR32398,251.9
SR32399,144.2
SR32400,118.8
SR32401,92.1
SR32402,140.6
SR32403,94.6
SR32404,99.3
SR32405,115
SR32406,103.8
SR32407,139.3
SR32408,94.9
SR32409,96.1
SR32410,109.5
SR32411,68.3
SR32412,63.2
SR32413,47.3
SR32414,27
SR32415,18.9
SR32416,9.1
SR32417,1.7
SR32418,0.8
SR32419,0.8
SR32420,0.5
SR32421,0.7
SR32422,0.9
SR32423,0.8
SR32424,0.6
SR32425,0.7
SR32426,0.7
SR32427,0.6
SR32428,0.8
SR32429,0.7
SR32430,0.7
SR32431,0.8
SR32432,0.4
SR32433,0.8
SR32434,0.6
SR32435,0.5
SR32436,0.7
SR32437,0.7
SR32438,0.6
SR32439,0.6
SR32440,0.8
SR32441,0.7
SR32442,0.7
SR32443,0.6
SR32444,0.5
SR32445,0.7
SR32446,0.7
SR32447,0.7
SR32448,0.6
SR32449,0.5
SR32450,0.4
SR32451,0.4
SR32452,0.5
SR32453,0.5
SR32454,0.5
SR32455,0.6
SR32456,0.7
SR32457,0.5
SR32458,0.6
SR32459,0.5
SR32460,0.5
SR32461,0.6
SR32462,0.6
SR32463,0.6
SR32464,0.6
SR32465,0.6
SR32466,0.6
SR32467,0.5
SR32468,0.7
SR32469,0.7
SR32470,0.6
SR32471,0.7
SR32472,0.7
SR32473,0.5
SR32474,0.5
SR32475,0.7
SR32476,0.5
SR32477,0.6
SR32478,0.9
SR32479,0.9
SR32480,0.8
SR32481,0.5
SR32482,0.4
SR32483,0.4
SR32484,0.6
SR32485,0.9
SR32486,0.7
SR32487,0.6
SR32488,0.7
SR32489,1.4
SR32490,9.1
SR32491,24.4
SR32492,39.5
SR32493,54.4
SR32494,68.9
SR32495,90.4
SR32496,145.9
SR32497,219.8
SR32498,171.8
SR32499,158.1
SR32500,151.5
SR32501,155.2
SR32502,188.4
SR32503,235.8
SR32504,275.5
SR32505,272.3
SR32506,260.7
SR32507,250.9
SR32508,251.4
SR32509,269.9
SR32510,299.6
SR32511,334.6
SR32512,363.2
SR32513,405.6
SR32514,479
SR32515,543.5
SR32516,445.5
SR32517,363
SR32518,479.4
SR32519,495.8
SR32520,520
SR32521,530.8
SR32522,537.8
SR32523,533.4
SR32524,517.7
SR32525,573.1
SR32526,783.2
SR32527,886.4
SR32528,768.6
SR32529,724.7
SR32530,744.1
SR32531,824.7
SR32532,706.6
SR32533,855.1
SR32534,853.4
SR32535,938.1
SR32536,998.1
SR32537,1014.7
SR32538,942.8
SR32539,685.3
SR32540,566.2
SR32541,390.8
SR32542,347.2
SR32543,305.1
SR32544,312.6
SR32545,357.1
SR32546,436.3
SR32547,338.8
SR32548,442
SR32549,384.7
SR32550,253.2
SR32551,214.6
SR32552,200.7
SR32553,167.1
SR32554,128.4
SR32555,98.2
SR32556,68.2
SR32557,44.6
SR32558,30.2
SR32559,19.8
SR32560,9.2
SR32561,0.9
SR32562,0.6
SR32563,0.6
SR32564,0.7
SR32565,0.7
SR32566,0.8
SR32567,0.9
SR32568,1
SR32569,0.8
SR32570,0.9
SR32571,0.6
SR32572,0.5
SR32573,0.5
SR32574,0.7
SR32575,0.6
SR32576,0.6
SR32577,0.7
SR32578,0.5
SR32579,0.6
SR32580,0.6
SR32581,0.6
SR32582,0.6
SR32583,0.6
SR32584,0.4
SR32585,0.6
SR32586,0.7
SR32587,0.4
SR32588,0.8
SR32589,0.6
SR32590,0.6
SR32591,0.8
SR32592,0.7
SR32593,0.9
SR32594,0.6
SR32595,0.6
SR32596,0.6
SR32597,0.7
SR32598,0.6
SR32599,0.7
SR32600,0.8
SR32601,0.6
SR32602,0.8
SR32603,0.6
SR32604,0.7
SR32605,0.8
SR32606,0.6
SR32607,0.6
SR32608,0.5
SR32609,0.4
SR32610,0.5
SR32611,0.5
SR32612,0.4
SR32613,0.5
SR32614,0.6
SR32615,0.5
SR32616,0.5
SR32617,0.5
SR32618,0.3
SR32619,0.4
SR32620,0.5
SR32621,0.4
SR32622,0.4
SR32623,0.5
SR32624,0.5
SR32625,0.7
SR32626,0.7
SR32627,0.6
SR32628,0.6
SR32629,0.7
SR32630,0.7
SR32631,0.8
SR32632,0.9
SR32633,3.2
SR32634,18.7
SR32635,38.4
SR32636,65.6
SR32637,92.5
SR32638,128.3
SR32639,165.7
SR32640,204.4
SR32641,241.9
SR32642,292.3
SR32643,350.8
SR32644,388.6
SR32645,444.6
SR32646,485.9
SR32647,535.6
SR32648,576.6
SR32649,598.6
SR32650,646.4
SR32651,673.4
SR32652,721.4
SR32653,737.2
SR32654,771.1
SR32655,779.9
SR32656,829.2
SR32657,874.9
SR32658,894.3
SR32659,919.2
SR32660,872.3
SR32661,980.8
SR32662,983.1
SR32663,1013.5
SR32664,843.9
SR32665,682
SR32666,709
SR32667,1068.8
SR32668,1030.8
SR32669,956.8
SR32670,900.1
SR32671,1066.4
SR32672,1031.3
SR32673,912.9
SR32674,674.9
SR32675,831.9
SR32676,998.3
SR32677,956.1
SR32678,951.5
SR32679,897
SR32680,885.2
SR32681,853.7
SR32682,839.3
SR32683,801.4
SR32684,778.4
SR32685,740.4
SR32686,733.1
SR32687,746.7
SR32688,752.7
SR32689,512.8
SR32690,193.2
SR32691,320
SR32692,334.2
SR32693,327
SR32694,285.2
SR32695,247.6
SR32696,163.8
SR32697,151.7
SR32698,154.8
SR32699,118
SR32700,96.6
SR32701,59.6
SR32702,54.6
SR32703,23.8
SR32704,6.2
SR32705,1.4
SR32706,0.4
SR32707,0.4
SR32708,0.6
SR32709,0.6
SR32710,0.5
SR32711,0.8
SR32712,0.6
SR32713,0.8
SR32714,0.8
SR32715,0.7
SR32716,0.9
SR32717,0.6
SR32718,0.4
SR32719,0.6
SR32720,0.5
SR32721,0.7
SR32722,0.7
SR32723,0.4
SR32724,0.6
