id_sun_r,nilai_sun_r
SR10445,1.4
SR10446,1.6
SR10447,1.7
SR10448,1
SR10449,1
SR10450,0.8
SR10451,0.8
SR10452,1.2
SR10453,0.7
SR10454,0.9
SR10455,0.8
SR10456,0.9
SR10457,0.8
SR10458,0.8
SR10459,0.8
SR10460,0.6
SR10461,0.8
SR10462,0.9
SR10463,0.7
SR10464,0.8
SR10465,0.8
SR10466,0.7
SR10467,1.1
SR10468,3.3
SR10469,10.7
SR10470,20.9
SR10471,28.9
SR10472,38.1
SR10473,46.6
SR10474,56.8
SR10475,75.1
SR10476,91.1
SR10477,105.6
SR10478,105.9
SR10479,120.2
SR10480,139.2
SR10481,154.1
SR10482,216.6
SR10483,247.7
SR10484,287.9
SR10485,310.4
SR10486,335
SR10487,364.5
SR10488,405.5
SR10489,451.9
SR10490,470.5
SR10491,473.5
SR10492,484.1
SR10493,503.2
SR10494,522.6
SR10495,536.2
SR10496,531.1
SR10497,563.1
SR10498,593.9
SR10499,673.8
SR10500,716.7
SR10501,746.8
SR10502,672.7
SR10503,655.8
SR10504,834.3
SR10505,1139.3
SR10506,570.4
SR10507,761.7
SR10508,964.3
SR10509,1101
SR10510,1111.4
SR10511,1130.5
SR10512,1122.2
SR10513,890.1
SR10514,1110.4
SR10515,1113.3
SR10516,981.4
SR10517,844.5
SR10518,780.3
SR10519,911.2
SR10520,801.9
SR10521,470.9
SR10522,677.2
SR10523,825.6
SR10524,736.5
SR10525,716.7
SR10526,610.8
SR10527,142.7
SR10528,86.4
SR10529,76.7
SR10530,59.2
SR10531,47.9
SR10532,16.9
SR10533,1.3
SR10534,1.3
SR10535,8.2
SR10536,14.8
SR10537,12.6
SR10538,7.8
SR10539,5.1
SR10540,2.7
SR10541,2.5
SR10542,2.1
SR10543,1.8
SR10544,1.9
SR10545,1.1
SR10546,1
SR10547,1
SR10548,0.7
SR10549,0.7
SR10550,0.6
SR10551,0.6
SR10552,0.5
SR10553,0.5
SR10554,0.6
SR10555,0.8
SR10556,0.8
SR10557,0.7
SR10558,0.6
SR10559,0.6
SR10560,0.9
SR10561,1.3
SR10562,2.3
SR10563,2.9
SR10564,2.9
SR10565,2.3
SR10566,3
SR10567,2.1
SR10568,0.5
SR10569,0.5
SR10570,0.7
SR10571,0.8
SR10572,0.8
SR10573,0.8
SR10574,0.8
SR10575,0.9
SR10576,0.9
SR10577,1.8
SR10578,2.5
SR10579,1.9
SR10580,1.1
SR10581,1.5
SR10582,1.4
SR10583,1.2
SR10584,1.4
SR10585,1.1
SR10586,0.6
SR10587,0.7
SR10588,0.7
SR10589,1.1
SR10590,0.8
SR10591,0.6
SR10592,0.8
SR10593,0.8
SR10594,0.8
SR10595,0.9
SR10596,1
SR10597,0.8
SR10598,1
SR10599,0.8
SR10600,0.8
SR10601,0.9
SR10602,0.8
SR10603,0.8
SR10604,0.8
SR10605,0.7
SR10606,0.6
SR10607,0.7
SR10608,0.6
SR10609,0.8
SR10610,0.8
SR10611,1.6
SR10612,4.8
SR10613,12.7
SR10614,26.2
SR10615,48.1
SR10616,69.5
SR10617,79.4
SR10618,100
SR10619,110.7
SR10620,133
SR10621,156.1
SR10622,220.4
SR10623,239.2
SR10624,242.8
SR10625,287.8
SR10626,385.3
SR10627,436.7
SR10628,398.2
SR10629,417.3
SR10630,414.4
SR10631,520
SR10632,514.5
SR10633,461.3
SR10634,488.4
SR10635,546.9
SR10636,735.3
SR10637,750.3
SR10638,352.3
SR10639,262.3
SR10640,492.9
SR10641,673.6
SR10642,652
SR10643,241.4
SR10644,179.2
SR10645,159.2
SR10646,159.7
SR10647,116.1
SR10648,88.2
SR10649,83.9
SR10650,105.8
SR10651,144.8
SR10652,147.5
SR10653,93.7
SR10654,41.7
SR10655,71.6
SR10656,71.7
SR10657,65.5
SR10658,72.2
SR10659,74.6
SR10660,71.8
SR10661,73.2
SR10662,81.6
SR10663,89.6
SR10664,95.7
SR10665,103.7
SR10666,115.6
SR10667,134.6
SR10668,162.3
SR10669,186.1
SR10670,192.6
SR10671,192.8
SR10672,187.3
SR10673,180.4
SR10674,180.7
SR10675,200.4
SR10676,156
SR10677,138.6
SR10678,121.5
SR10679,100.8
SR10680,78.5
SR10681,59.3
SR10682,41.9
SR10683,25.7
SR10684,12.5
SR10685,3.2
SR10686,1.3
SR10687,1
SR10688,0.6
SR10689,0.8
SR10690,0.5
SR10691,0.7
SR10692,0.6
SR10693,0.8
SR10694,0.8
SR10695,0.9
SR10696,0.8
SR10697,0.8
SR10698,0.8
SR10699,0.6
SR10700,0.7
SR10701,0.7
SR10702,0.8
SR10703,0.7
SR10704,0.8
SR10705,0.8
SR10706,0.8
SR10707,0.8
SR10708,0.8
SR10709,0.8
SR10710,0.7
SR10711,0.9
SR10712,0.7
SR10713,0.7
SR10714,0.9
SR10715,0.8
SR10716,0.7
SR10717,0.7
SR10718,0.7
SR10719,0.7
SR10720,0.8
SR10721,0.7
SR10722,0.7
SR10723,0.7
SR10724,0.7
SR10725,0.7
SR10726,0.9
SR10727,0.7
SR10728,0.8
SR10729,0.9
SR10730,0.8
SR10731,0.6
SR10732,0.7
SR10733,0.6
SR10734,0.6
SR10735,0.5
SR10736,0.6
SR10737,0.5
SR10738,0.7
SR10739,0.8
SR10740,0.9
SR10741,0.9
SR10742,0.9
SR10743,0.7
SR10744,0.7
SR10745,0.8
SR10746,0.7
SR10747,0.8
SR10748,1
SR10749,0.9
SR10750,0.9
SR10751,0.6
SR10752,0.6
SR10753,0.6
SR10754,0.9
SR10755,2.3
SR10756,11.9
SR10757,27
SR10758,33
SR10759,43
SR10760,64
SR10761,106.1
SR10762,148.3
SR10763,259.6
SR10764,201.6
SR10765,237.3
SR10766,149.4
SR10767,364.1
SR10768,426.4
SR10769,382.9
SR10770,397.3
SR10771,361.2
SR10772,440.8
SR10773,520.5
SR10774,611.2
SR10775,648.3
SR10776,913.8
SR10777,924.4
SR10778,928.5
SR10779,797.8
SR10780,840.7
SR10781,1019.9
SR10782,1005.9
SR10783,847.3
SR10784,1028.8
SR10785,1017.3
SR10786,686.7
SR10787,227.1
SR10788,141.7
SR10789,226.6
SR10790,289.8
SR10791,322
SR10792,332.8
SR10793,232.5
SR10794,237.4
SR10795,278.8
SR10796,254.4
SR10797,257.2
SR10798,339.1
SR10799,469.3
SR10800,650.5
SR10801,902.3
SR10802,938.6
SR10803,1076.2
SR10804,984.6
SR10805,888
SR10806,937.2
SR10807,988.7
SR10808,980.3
SR10809,428.6
SR10810,230.8
SR10811,236.8
SR10812,236.1
SR10813,116.5
SR10814,104.9
SR10815,80.8
SR10816,48.9
SR10817,49.6
SR10818,40
SR10819,23.3
SR10820,18.4
SR10821,17.1
SR10822,22
SR10823,22.4
SR10824,18.6
SR10825,14.2
SR10826,9.4
SR10827,5.7
SR10828,2.8
SR10829,1.7
SR10830,0.7
SR10831,0.9
SR10832,1
SR10833,0.8
SR10834,0.8
SR10835,0.8
SR10836,0.8
SR10837,0.9
SR10838,0.7
SR10839,0.8
SR10840,0.9
SR10841,0.9
SR10842,0.8
SR10843,1
SR10844,1
SR10845,0.8
SR10846,0.9
SR10847,0.9
SR10848,0.7
SR10849,0.8
SR10850,0.9
SR10851,0.9
SR10852,0.8
SR10853,0.7
SR10854,0.9
SR10855,1
SR10856,2.4
SR10857,2.6
SR10858,2.8
SR10859,1.8
SR10860,2.3
SR10861,3.4
SR10862,4.6
SR10863,4.9
SR10864,5.1
SR10865,5.2
SR10866,4.3
SR10867,3.5
SR10868,3.9
SR10869,3
SR10870,3.2
SR10871,2.9
SR10872,2.5
SR10873,1.9
SR10874,1.7
SR10875,1.7
SR10876,1.5
SR10877,1.4
SR10878,1.8
SR10879,1.7
SR10880,1.6
SR10881,1.2
SR10882,1.3
SR10883,1.1
SR10884,1.1
SR10885,0.7
SR10886,1.5
SR10887,1
SR10888,1.1
SR10889,1.5
SR10890,1.5
SR10891,1.8
SR10892,1.7
SR10893,1.2
SR10894,1
SR10895,1.3
SR10896,1.3
SR10897,0.9
SR10898,1
SR10899,1.8
SR10900,7.5
SR10901,21.7
SR10902,39.2
SR10903,61.8
SR10904,84
SR10905,100.6
SR10906,120.6
SR10907,150.2
SR10908,194.2
SR10909,219.8
SR10910,214.6
SR10911,224.5
SR10912,371.4
SR10913,406.9
SR10914,490.1
SR10915,583.5
SR10916,584
SR10917,676.8
SR10918,701.2
SR10919,737.3
SR10920,717.5
SR10921,895.7
SR10922,689.5
SR10923,694.5
SR10924,837.1
SR10925,771.4
SR10926,686.5
SR10927,647.4
SR10928,885.8
SR10929,832.8
SR10930,924.6
SR10931,959.8
SR10932,954.7
SR10933,836.6
SR10934,760.4
SR10935,723.6
SR10936,752.9
SR10937,1100.1
SR10938,1030.8
SR10939,1077.4
SR10940,1202.3
SR10941,1250.1
SR10942,1237.8
SR10943,1218.8
SR10944,1201.5
SR10945,1135.5
SR10946,519.9
SR10947,562.3
SR10948,530.9
SR10949,472.9
SR10950,532
SR10951,701.9
SR10952,891
SR10953,861.3
SR10954,781.8
SR10955,877.4
SR10956,805.9
SR10957,759.9
SR10958,729.9
SR10959,669.9
SR10960,489.8
SR10961,427.1
SR10962,393.1
SR10963,325.1
SR10964,228.3
SR10965,200.5
SR10966,250.1
SR10967,253.1
SR10968,170.4
SR10969,78.8
SR10970,42.2
SR10971,23.2
SR10972,9.7
SR10973,2.6
SR10974,1
SR10975,0.7
SR10976,0.8
SR10977,0.8
SR10978,1
SR10979,0.7
SR10980,0.9
SR10981,0.8
SR10982,0.7
SR10983,1
SR10984,0.8
SR10985,0.8
SR10986,0.7
SR10987,0.7
SR10988,0.5
SR10989,0.8
SR10990,0.6
SR10991,0.5
SR10992,0.6
SR10993,0.9
SR10994,1.4
SR10995,1.7
SR10996,1.2
SR10997,1
SR10998,1.1
SR10999,0.8
SR11000,0.8
SR11001,0.8
SR11002,1
SR11003,0.7
SR11004,0.8
SR11005,0.8
SR11006,0.9
SR11007,0.9
SR11008,0.8
SR11009,0.6
SR11010,0.7
SR11011,0.5
SR11012,0.3
SR11013,0.5
SR11014,0.6
SR11015,0.5
SR11016,0.8
SR11017,0.8
SR11018,0.8
SR11019,0.9
SR11020,0.7
SR11021,0.5
SR11022,0.5
SR11023,0.8
SR11024,0.5
SR11025,0.5
SR11026,0.7
SR11027,0.7
SR11028,2.2
SR11029,1.4
SR11030,0.7
SR11031,0.7
SR11032,0.5
SR11033,0.8
SR11034,0.7
SR11035,0.8
SR11036,1.8
SR11037,1
SR11038,1
SR11039,0.9
SR11040,0.6
SR11041,0.6
SR11042,0.6
SR11043,0.9
SR11044,3.6
SR11045,13.9
SR11046,26.1
SR11047,40.2
SR11048,56.3
SR11049,69.2
SR11050,82
SR11051,101
SR11052,125.1
SR11053,153.2
SR11054,183.1
SR11055,217.4
SR11056,262.2
SR11057,322.4
SR11058,245.9
SR11059,326.5
SR11060,378.6
SR11061,369.1
SR11062,313.4
SR11063,506.4
SR11064,635.1
SR11065,722
SR11066,824.6
SR11067,915.9
SR11068,835.1
SR11069,825.7
SR11070,1006.3
SR11071,925
SR11072,918
SR11073,1039.2
SR11074,973
SR11075,492.2
SR11076,295
SR11077,217.9
SR11078,168.8
SR11079,159
SR11080,148.1
SR11081,143.3
SR11082,164.6
SR11083,205.7
SR11084,305.9
SR11085,488.5
SR11086,698.8
SR11087,519.8
SR11088,589.2
SR11089,839.7
SR11090,634.5
SR11091,701.9
SR11092,575.8
SR11093,539.6
SR11094,473
SR11095,386.7
SR11096,372.8
SR11097,330
SR11098,258.7
SR11099,232.1
SR11100,227.9
SR11101,217.5
SR11102,202.2
SR11103,182.2
SR11104,159.6
SR11105,138.5
SR11106,120
SR11107,99.8
SR11108,84.6
SR11109,73.1
SR11110,63.3
SR11111,55.3
SR11112,46.6
SR11113,38.5
SR11114,30.1
SR11115,21.6
SR11116,11
SR11117,2.4
SR11118,0.5
SR11119,0.5
SR11120,0.4
SR11121,0.6
SR11122,0.5
SR11123,0.7
SR11124,1.1
SR11125,1.9
SR11126,1.3
SR11127,1.2
SR11128,1.1
SR11129,1
SR11130,1.3
SR11131,0.8
SR11132,1
SR11133,1
SR11134,1
SR11135,1
SR11136,0.9
SR11137,0.9
SR11138,0.9
SR11139,1
SR11140,1
SR11141,0.7
SR11142,0.9
SR11143,0.7
SR11144,0.6
SR11145,0.7
SR11146,0.9
SR11147,0.8
SR11148,0.7
SR11149,0.5
SR11150,0.4
SR11151,0.5
SR11152,0.7
SR11153,0.4
SR11154,0.7
SR11155,0.7
SR11156,0.7
SR11157,0.7
SR11158,0.7
SR11159,0.7
SR11160,0.8
SR11161,0.7
SR11162,0.7
SR11163,0.9
SR11164,1.1
SR11165,1.2
SR11166,0.5
SR11167,1.2
SR11168,1
SR11169,1.1
SR11170,1.3
SR11171,0.6
SR11172,0.7
SR11173,1.6
SR11174,1.5
SR11175,0.5
SR11176,0.7
SR11177,0.6
SR11178,0.6
SR11179,0.9
SR11180,1
SR11181,0.9
SR11182,0.7
SR11183,0.7
SR11184,0.8
SR11185,1
SR11186,0.8
SR11187,1.1
SR11188,4.3
SR11189,13.8
SR11190,21.4
SR11191,31
SR11192,40.5
SR11193,51.3
SR11194,69.8
SR11195,94.5
SR11196,114.7
SR11197,140.9
SR11198,163
SR11199,205.6
SR11200,236.3
SR11201,274.9
SR11202,274.1
SR11203,273
SR11204,291.8
SR11205,347.5
SR11206,406.7
SR11207,380.2
SR11208,353.1
SR11209,314.1
SR11210,318.3
SR11211,367.7
SR11212,374.9
SR11213,378.1
SR11214,371
SR11215,449.8
SR11216,521.9
SR11217,595
SR11218,512.8
SR11219,434
SR11220,436.2
SR11221,493.2
SR11222,608.3
SR11223,669.4
SR11224,750
SR11225,912.3
SR11226,758.3
SR11227,954.2
SR11228,1014.2
SR11229,1302.9
SR11230,1109.6
SR11231,754.4
SR11232,642.3
SR11233,602.7
SR11234,657.2
SR11235,601.8
SR11236,598.1
SR11237,744.1
SR11238,824
SR11239,725
SR11240,727.9
SR11241,550.1
SR11242,497.2
SR11243,523.6
SR11244,466.3
SR11245,424.3
SR11246,318.7
SR11247,277.6
SR11248,245.4
SR11249,231.6
SR11250,220.4
SR11251,205.8
SR11252,187
SR11253,168.3
SR11254,147
SR11255,117.5
SR11256,84
SR11257,57.1
SR11258,42.2
SR11259,32.4
SR11260,18.5
SR11261,5.7
SR11262,1.2
SR11263,0.9
SR11264,0.7
SR11265,0.8
SR11266,0.6
SR11267,0.8
SR11268,0.9
SR11269,0.8
SR11270,0.8
SR11271,0.7
SR11272,0.9
SR11273,0.7
SR11274,0.7
SR11275,0.8
SR11276,0.6
SR11277,0.7
SR11278,0.9
SR11279,0.7
SR11280,1
SR11281,0.9
SR11282,0.6
SR11283,0.8
SR11284,1.1
SR11285,1
SR11286,1.1
SR11287,0.8
SR11288,0.8
SR11289,0.6
SR11290,0.9
SR11291,0.7
SR11292,0.9
SR11293,0.8
SR11294,1.3
SR11295,1.2
SR11296,0.9
SR11297,0.6
SR11298,0.6
SR11299,0.7
SR11300,0.8
SR11301,0.8
SR11302,0.9
SR11303,0.7
SR11304,0.7
SR11305,0.6
SR11306,0.8
SR11307,0.6
SR11308,0.9
SR11309,0.9
SR11310,0.8
SR11311,0.8
SR11312,0.9
SR11313,0.9
SR11314,0.8
SR11315,0.8
SR11316,0.9
SR11317,0.9
SR11318,0.5
SR11319,0.5
SR11320,0.6
SR11321,0.7
SR11322,1
SR11323,0.9
SR11324,0.9
SR11325,0.5
SR11326,0.6
SR11327,0.4
SR11328,0.6
SR11329,0.5
SR11330,0.6
SR11331,0.9
SR11332,3.7
SR11333,13.5
SR11334,24
SR11335,36.2
SR11336,50.7
SR11337,71.8
SR11338,91.2
SR11339,88.4
SR11340,88.8
SR11341,118.6
SR11342,163.4
SR11343,188.1
SR11344,204.9
SR11345,251.5
SR11346,328
SR11347,452
SR11348,526.5
SR11349,547.5
SR11350,603.3
SR11351,639.3
SR11352,656.7
SR11353,613.3
SR11354,671.8
SR11355,853.5
SR11356,917.3
SR11357,883.1
SR11358,912.2
SR11359,955.8
SR11360,797.9
SR11361,474.5
SR11362,447.7
SR11363,694.4
SR11364,834.4
SR11365,1010.2
SR11366,1010.4
SR11367,495.8
SR11368,443.7
SR11369,1105.1
SR11370,858.2
SR11371,1050.1
SR11372,900.2
SR11373,880.6
SR11374,1030.6
SR11375,565.5
SR11376,418.4
SR11377,393.8
SR11378,340.9
SR11379,347.1
SR11380,490.2
SR11381,634.6
SR11382,914.8
SR11383,806.7
SR11384,673.8
SR11385,477.8
SR11386,424.6
SR11387,290.7
SR11388,246.2
SR11389,364.6
SR11390,228.5
SR11391,167.3
SR11392,110.7
SR11393,102.9
SR11394,103
SR11395,90.1
SR11396,76.1
SR11397,61.8
SR11398,59.5
SR11399,53.7
SR11400,47.7
SR11401,37.7
SR11402,30.7
SR11403,22.7
SR11404,13.3
SR11405,3.4
SR11406,0.8
SR11407,0.8
SR11408,0.7
SR11409,0.7
SR11410,0.4
SR11411,2.5
SR11412,1.6
SR11413,1.4
SR11414,0.8
SR11415,0.8
SR11416,-9999
SR11417,0.4
SR11418,1.3
SR11419,1.2
SR11420,1.3
SR11421,0.9
SR11422,0.9
SR11423,0.7
SR11424,0.9
SR11425,0.9
SR11426,0.7
SR11427,1
SR11428,0.8
SR11429,0.4
SR11430,0.6
SR11431,0.5
SR11432,0.6
SR11433,0.6
SR11434,0.5
SR11435,0.8
SR11436,0.6
SR11437,0.7
SR11438,0.6
SR11439,0.7
SR11440,0.7
SR11441,0.9
SR11442,0.6
SR11443,0.7
SR11444,0.5
SR11445,0.4
SR11446,0.7
SR11447,0.6
SR11448,0.4
SR11449,0.7
SR11450,0.8
SR11451,0.5
SR11452,0.4
SR11453,0.6
SR11454,0.6
SR11455,0.7
SR11456,0.4
SR11457,0.7
SR11458,0.7
SR11459,0.7
SR11460,0.7
SR11461,0.8
SR11462,0.9
SR11463,0.7
SR11464,0.7
SR11465,0.6
SR11466,0.6
SR11467,0.6
SR11468,0.5
SR11469,0.6
SR11470,0.6
SR11471,0.6
SR11472,0.8
SR11473,0.7
SR11474,0.6
SR11475,1
SR11476,4.2
SR11477,14.5
SR11478,25.3
SR11479,39.3
SR11480,58.9
SR11481,89.5
SR11482,122.5
SR11483,146.2
SR11484,182.4
SR11485,181.1
SR11486,265.5
SR11487,240.8
SR11488,288.1
SR11489,545
SR11490,673.3
SR11491,719.6
SR11492,766.7
SR11493,820.9
SR11494,778.1
SR11495,598.7
SR11496,497.8
SR11497,867.9
SR11498,660
SR11499,841.9
SR11500,946.4
SR11501,802.8
SR11502,956.9
SR11503,811.5
SR11504,894.3
SR11505,931
SR11506,1021.5
SR11507,999.9
SR11508,900.3
SR11509,341
SR11510,370.1
SR11511,616.4
SR11512,561.1
SR11513,462.5
SR11514,520.1
SR11515,288.1
SR11516,280.9
SR11517,264.4
SR11518,322.9
SR11519,691.6
SR11520,884.6
SR11521,1001.3
SR11522,979.9
SR11523,986.4
SR11524,824.9
SR11525,986.4
SR11526,1046.8
SR11527,903.8
SR11528,844
SR11529,596.5
SR11530,397.5
SR11531,324.4
SR11532,325.1
SR11533,322.8
SR11534,345.3
SR11535,349.5
SR11536,284.6
SR11537,211.6
SR11538,162
SR11539,170.8
SR11540,154.7
SR11541,177.2
SR11542,163.9
SR11543,117.3
SR11544,80.8
SR11545,64.7
SR11546,32.9
SR11547,18.5
SR11548,10.2
SR11549,4.1
SR11550,1.2
SR11551,0.9
SR11552,0.7
SR11553,0.7
SR11554,0.8
SR11555,0.9
SR11556,0.7
SR11557,0.7
SR11558,0.6
SR11559,0.9
SR11560,0.8
SR11561,0.8
SR11562,0.7
SR11563,0.7
SR11564,0.7
SR11565,0.8
SR11566,0.6
SR11567,0.8
SR11568,0.6
SR11569,0.6
SR11570,0.6
SR11571,0.6
SR11572,0.7
SR11573,0.6
SR11574,0.7
SR11575,0.8
SR11576,0.9
SR11577,0.7
SR11578,0.8
SR11579,0.7
SR11580,0.8
SR11581,0.7
SR11582,0.6
SR11583,0.7
SR11584,0.6
SR11585,0.5
SR11586,0.5
SR11587,0.4
SR11588,0.4
SR11589,0.6
SR11590,0.6
SR11591,0.6
SR11592,0.7
SR11593,0.6
SR11594,0.7
SR11595,0.8
SR11596,0.6
SR11597,0.6
SR11598,0.6
SR11599,0.8
SR11600,0.6
SR11601,0.6
SR11602,0.6
SR11603,0.6
SR11604,0.4
SR11605,0.5
SR11606,0.7
SR11607,0.6
SR11608,0.5
SR11609,0.4
SR11610,0.6
SR11611,0.6
SR11612,0.9
SR11613,0.6
SR11614,0.4
SR11615,0.5
SR11616,0.5
SR11617,0.6
SR11618,0.6
SR11619,1.2
SR11620,5.3
SR11621,16.6
SR11622,23.6
SR11623,35.3
SR11624,51.7
SR11625,70.9
SR11626,83.9
SR11627,112.4
SR11628,134
SR11629,150.8
SR11630,170.6
SR11631,192.3
SR11632,197.4
SR11633,221.2
SR11634,244.6
SR11635,285.7
SR11636,320.7
SR11637,317.1
SR11638,321.6
SR11639,344.5
SR11640,406.7
SR11641,388.4
SR11642,366
SR11643,345.6
SR11644,367.9
SR11645,529.6
SR11646,584.4
SR11647,530
SR11648,511.8
SR11649,436.7
SR11650,420.7
SR11651,368
SR11652,354
SR11653,421.9
SR11654,537.4
SR11655,629.2
SR11656,546.9
SR11657,641.3
SR11658,708.8
SR11659,295.4
SR11660,283.9
SR11661,610
SR11662,827.3
SR11663,670.3
SR11664,505.7
SR11665,513.8
SR11666,617.2
SR11667,469.5
SR11668,418.7
SR11669,707.9
SR11670,739.7
SR11671,486.5
SR11672,391
SR11673,267
SR11674,321.5
SR11675,306
SR11676,210.7
SR11677,307.9
SR11678,138
SR11679,110
SR11680,68.3
SR11681,46.8
SR11682,36.9
SR11683,121.5
SR11684,116.5
SR11685,105.4
SR11686,89.6
SR11687,97.7
SR11688,79.6
SR11689,53.6
SR11690,32.6
SR11691,33.4
SR11692,26.9
SR11693,15.7
SR11694,7
SR11695,5.3
SR11696,3.8
SR11697,3
SR11698,2.1
SR11699,1.7
SR11700,1.8
SR11701,1.5
SR11702,1.5
SR11703,1.1
SR11704,0.7
SR11705,0.7
SR11706,1
SR11707,0.9
SR11708,0.9
SR11709,1
SR11710,0.8
SR11711,0.7
SR11712,0.7
SR11713,0.6
SR11714,0.7
SR11715,0.8
SR11716,0.7
SR11717,0.9
SR11718,0.6
SR11719,0.9
SR11720,0.8
SR11721,0.8
SR11722,0.6
SR11723,0.6
SR11724,0.7
SR11725,0.6
SR11726,0.6
SR11727,0.5
SR11728,0.7
SR11729,0.9
SR11730,0.5
SR11731,0.8
SR11732,0.7
SR11733,1.1
SR11734,0.5
SR11735,0.6
SR11736,0.5
SR11737,0.7
SR11738,1
SR11739,1.2
SR11740,0.9
SR11741,0.8
SR11742,0.4
SR11743,0.5
SR11744,0.4
SR11745,0.5
SR11746,0.4
SR11747,0.7
SR11748,0.7
SR11749,0.7
SR11750,0.7
SR11751,0.6
SR11752,0.7
SR11753,0.4
SR11754,0.4
SR11755,0.5
SR11756,0.5
SR11757,0.5
SR11758,0.7
SR11759,0.6
SR11760,0.6
SR11761,0.5
SR11762,0.7
SR11763,0.9
SR11764,6.7
SR11765,18.7
SR11766,33.3
SR11767,57.2
SR11768,84.1
SR11769,111.1
SR11770,148.2
SR11771,183.5
SR11772,278.6
SR11773,339.1
SR11774,297.5
SR11775,326.1
SR11776,489.4
SR11777,594.7
SR11778,419.1
SR11779,196.4
SR11780,345.2
SR11781,584.1
SR11782,483.4
SR11783,624.2
SR11784,776.9
SR11785,847.5
SR11786,891.6
SR11787,1066.1
SR11788,1035.4
SR11789,772.8
SR11790,782.2
SR11791,865.9
SR11792,520.6
SR11793,269.2
SR11794,785.1
SR11795,1218.2
SR11796,813.3
SR11797,1087.4
SR11798,647.4
SR11799,443.1
SR11800,544.8
SR11801,657.5
SR11802,752.4
SR11803,828.1
SR11804,1041.7
SR11805,814.2
SR11806,425.3
SR11807,464.7
SR11808,675.4
SR11809,605.5
SR11810,564.4
SR11811,540.9
SR11812,571.3
SR11813,852.2
SR11814,598
SR11815,593
SR11816,434.8
SR11817,428.4
SR11818,531.1
SR11819,370.8
SR11820,204.4
SR11821,208
SR11822,201.1
SR11823,173.4
SR11824,173.8
SR11825,151.8
SR11826,147.5
SR11827,170.6
SR11828,167.4
SR11829,203.3
SR11830,156.7
SR11831,135.5
SR11832,142.6
SR11833,100.1
SR11834,70.8
SR11835,49.1
SR11836,28.9
SR11837,13.5
SR11838,2.4
SR11839,0.9
SR11840,0.8
SR11841,0.9
SR11842,0.8
SR11843,0.9
SR11844,0.7
SR11845,0.7
SR11846,0.5
SR11847,0.8
SR11848,0.8
SR11849,1
SR11850,0.7
SR11851,0.8
SR11852,0.8
SR11853,0.7
SR11854,0.5
SR11855,0.7
SR11856,0.6
SR11857,0.7
SR11858,0.7
SR11859,0.7
SR11860,0.6
SR11861,0.7
SR11862,1
SR11863,0.9
SR11864,0.8
SR11865,0.8
SR11866,0.5
SR11867,0.6
SR11868,0.9
SR11869,0.8
SR11870,0.6
SR11871,0.5
SR11872,0.8
SR11873,0.4
SR11874,1.5
SR11875,1.2
SR11876,0.9
SR11877,0.5
SR11878,0.5
SR11879,0.7
SR11880,0.8
SR11881,1
SR11882,0.7
SR11883,0.5
SR11884,1
SR11885,1.3
SR11886,0.8
SR11887,0.7
SR11888,0.8
SR11889,0.9
SR11890,1
SR11891,1.3
SR11892,1.1
SR11893,1.5
SR11894,1.6
SR11895,2.1
SR11896,1.8
SR11897,1.6
SR11898,0.9
SR11899,0.9
SR11900,1.5
SR11901,2.6
SR11902,2.5
SR11903,1.6
SR11904,1.7
SR11905,1.8
SR11906,2
SR11907,2.5
SR11908,8.3
SR11909,22.5
SR11910,31.9
SR11911,36.2
SR11912,42.3
SR11913,64
SR11914,87.9
SR11915,136.9
SR11916,286.6
SR11917,245.5
SR11918,224.2
SR11919,345
SR11920,206.3
SR11921,244.1
SR11922,283.5
SR11923,334.3
SR11924,515
SR11925,661.4
SR11926,539
SR11927,695.4
SR11928,690.1
SR11929,617.1
SR11930,480.5
SR11931,356.9
SR11932,252.6
SR11933,676.7
SR11934,844.6
SR11935,850.4
SR11936,899.7
SR11937,998.6
SR11938,1079.7
SR11939,930.8
SR11940,979.6
SR11941,804.1
SR11942,546.3
SR11943,655.1
SR11944,772.3
SR11945,1103.6
SR11946,1151.6
SR11947,1144.7
SR11948,1081.5
SR11949,1128.8
SR11950,1002
SR11951,929.4
SR11952,1106.9
SR11953,918.4
SR11954,1108.9
SR11955,788.9
SR11956,989.8
SR11957,859.3
SR11958,563.7
SR11959,827.1
SR11960,291.1
SR11961,144
SR11962,240.9
SR11963,524.8
SR11964,515
SR11965,195.5
SR11966,619.2
SR11967,588.1
SR11968,381.4
SR11969,171.4
SR11970,141.5
SR11971,156.3
SR11972,161.9
SR11973,160.2
SR11974,113.5
SR11975,99.5
SR11976,114.9
SR11977,91.5
SR11978,51.3
SR11979,33.2
SR11980,23
SR11981,6.2
SR11982,1
SR11983,0.8
SR11984,0.6
SR11985,0.7
SR11986,0.7
SR11987,0.6
SR11988,0.5
SR11989,0.6
SR11990,0.7
SR11991,0.4
SR11992,0.6
SR11993,0.6
SR11994,0.5
SR11995,0.5
SR11996,0.8
SR11997,0.6
SR11998,0.8
SR11999,0.7
SR12000,1.5
SR12001,1.4
SR12002,1
SR12003,1
SR12004,1.1
SR12005,0.6
SR12006,1.5
SR12007,0.6
SR12008,0.3
SR12009,0.6
SR12010,1.5
SR12011,1.1
SR12012,0.8
SR12013,0.8
SR12014,0.6
SR12015,0.7
SR12016,0.7
SR12017,0.8
SR12018,1.4
SR12019,0.7
SR12020,0.8
